id,name,timezone,street,city,state,zip,phone,url,latitude,longitude,state_name
4223,Lenexa,America/Chicago,15745 W 87Th St. Parkway,Lenexa,KS,66219,913-310-9980,us/ks/lenexa/15745-w-87th-st--parkway/store-4223,38.97049562,-94.76901861,Kansas
3787,Overland Park,America/Chicago,9801 Quivera Road,Overland Park,KS,66214,913-307-0062,us/ks/overland-park/9801-quivera-road/store-3787,38.9506069,-94.72305053,Kansas
6426,Kansas City,America/Chicago,301 Ne 91St,Kansas City,MO,64155,816-468-1999,us/mo/kansas-city/301-ne-91st/store-6426,39.25869404,-94.57666531,Missouri
5037,Overland Park,America/Chicago,10701 Roe Avenue,Overland Park,KS,66207,913-901-0175,us/ks/overland-park/10701-roe-avenue/store-5037,38.93441595,-94.63904037,Kansas
1130,Independence,America/Chicago,10802 Highway 40 E.,Independence,MO,64052,816-737-5599,us/mo/independence/10802-highway-40-e/store-1130,39.05222153,-94.45185366,Missouri
1129,Independence,America/Chicago,11320 E 23Rd St,Independence,MO,64052,816-254-6633,us/mo/independence/11320-e-23rd-st/store-1129,39.08054784,-94.44297018,Missouri
1265,Sugar Creek,America/Chicago,11707 E Hwy 24,Sugar Creek,MO,64054,816-254-9650,us/mo/sugar-creek/11707-e-hwy-24/store-1265,39.10176422,-94.43707108,Missouri
4751,Shawnee,America/Chicago,8311 Hedge Lane Terrace,Shawnee,KS,66227,913-422-8852,us/ks/shawnee/8311-hedge-lane-terrace/store-4751,38.977238,-94.85547625,Kansas
4891,Kansas City,America/Chicago,500 East Red Bridge Road,Kansas City,MO,64131,816-943-1504,us/mo/kansas-city/500-east-red-bridge-road/store-4891,38.92649371,-94.58613888,Missouri
1252,Raytown,America/Chicago,6525 Raytown Road,Raytown,MO,64133,816-737-1950,us/mo/raytown/6525-raytown-road/store-1252,39.00420718,-94.46304023,Missouri
6122,Overland Park,America/Chicago,12090 Metcalf Avenue,Overland Park,KS,66213,913-451-8883,us/ks/overland-park/12090-metcalf-avenue/store-6122,38.9087133,-94.66829883,Kansas
4764,Basehor,America/Chicago,15516 State Ave,Basehor,KS,66007,913-724-2194,us/ks/basehor/15516-state-ave/store-4764,39.11683867,-94.93977338,Kansas
1131,Independence,America/Chicago,3444 S. Noland Road,Independence,MO,64055,816-836-8600,us/mo/independence/3444-s--noland-road/store-1131,39.05760448,-94.41526189,Missouri
3427,Kansas City,America/Chicago,10455 Blue Ridge Blvd,Kansas City,MO,64134,816-761-1101,us/mo/kansas-city/10455-blue-ridge-blvd/store-3427,38.93511809,-94.50760395,Missouri
4128,Olathe,America/Chicago,1265 E. 119Th St,Olathe,KS,66061,913-254-0219,us/ks/olathe/1265-e--119th-st/store-4128,38.91221755,-94.7989999,Kansas
6157,Lansing,America/Chicago,715 Town Center Drive,Lansing,KS,66043,913-727-5200,us/ks/lansing/715-town-center-drive/store-6157,39.23899871,-94.90095629,Kansas
4429,Overland Park,America/Chicago,13485 Switzer Road,Overland Park,KS,66213,913-814-0874,us/ks/overland-park/13485-switzer-road/store-4429,38.88418925,-94.69978944,Kansas
3622,Liberty,America/Chicago,615 S 291 Highway,Liberty,MO,64068,816-792-8242,us/mo/liberty/615-s-291-highway/store-3622,39.24017269,-94.43815873,Missouri
1128,Independence,America/Chicago,16510 E. 23Rd St S,Independence,MO,64050,816-836-0030,us/mo/independence/16510-e--23rd-st-s/store-1128,39.07837298,-94.3816942,Missouri
2243,Independence,America/Chicago,16909 E. Us 24 Highway,Independence,MO,64056,816-257-0882,us/mo/independence/16909-e--us-24-highway/store-2243,39.11835988,-94.37716126,Missouri
2094,Grandview,America/Chicago,12312 Blue Ridge,Grandview,MO,64030,816-761-1054,us/mo/grandview/12312-blue-ridge/store-2094,38.90132447,-94.53325108,Missouri
4161,Olathe,America/Chicago,13730 S Blackbob Road,Olathe,KS,66062,913-791-0025,us/ks/olathe/13730-s-blackbob-road/store-4161,38.88050823,-94.76172969,Kansas
4593,Kansas City,America/Chicago,10101 N.E. Cookingham Road,Kansas City,MO,64157,816-407-9880,us/mo/kansas-city/10101-n-e--cookingham-road/store-4593,39.26880122,-94.45355326,Missouri
1147,Leavenworth,America/Chicago,3211 South Fourth Street,Leavenworth,KS,66048,913-651-8908,us/ks/leavenworth/3211-south-fourth-street/store-1147,39.28523211,-94.90337957,Kansas
3317,Stanley,America/Chicago,8501 West 151St Street,Stanley,KS,66223,913-685-3600,us/ks/stanley/8501-west-151st-street/store-3317,38.85413211,-94.68401805,Kansas
5244,Platte City,America/Chicago,1308 Platte Falls Road,Platte City,MO,64079,816-858-7662,us/mo/platte-city/1308-platte-falls-road/store-5244,39.35173739,-94.76553532,Missouri
5482,Independence,America/Chicago,4001 South Jackson Drive,Independence,MO,64057,816-795-7403,us/mo/independence/4001-south-jackson-drive/store-5482,39.04474863,-94.35095542,Missouri
3469,Olathe,America/Chicago,15140 S Blackbob Rd,Olathe,KS,66062,913-764-2616,us/ks/olathe/15140-s-blackbob-rd/store-3469,38.85390018,-94.76172634,Kansas
4144,Smithville,America/Chicago,1506 S. Us. Highway 169,Smithville,MO,64089,816-532-9190,us/mo/smithville/1506-s--us--highway-169/store-4144,39.3627093,-94.58449602,Missouri
1221,Olathe,America/Chicago,915 S. Parker,Olathe,KS,66061,913-782-3663,us/ks/olathe/915-s--parker/store-1221,38.87023028,-94.83492315,Kansas
5212,Grandview,America/Chicago,6200 East 150 Hwy,Grandview,MO,64030,816-965-9692,us/mo/grandview/6200-east-150-hwy/store-5212,38.85876707,-94.52272208,Missouri
5679,Lee'S Summit,America/Chicago,3740 Ne Ralph Powell Road,Lee'S Summit,MO,64064,816-525-9806,us/mo/lee's-summit/3740-ne-ralph-powell-road/store-5679,38.9814363,-94.36094262,Missouri
3794,Leavenworth,America/Chicago,1000 Northb 4Th Street,Leavenworth,KS,66048,913-651-4680,us/ks/leavenworth/1000-northb-4th-street/store-3794,39.32726829,-94.91515323,Kansas
5211,Lees Summit,America/Chicago,1135 Ne Douglas,Lees Summit,MO,64086,816-347-1298,us/mo/lees-summit/1135-ne-douglas/store-5211,38.93297449,-94.37806432,Missouri
4377,Blue Springs,America/Chicago,801 Nw Woods Chapel Road,Blue Springs,MO,64015,816-427-1976,us/mo/blue-springs/801-nw-woods-chapel-road/store-4377,39.02666466,-94.3049039,Missouri
1620,Belton,America/Chicago,139 E. North Avenue,Belton,MO,64012,816-331-1117,us/mo/belton/139-e--north-avenue/store-1620,38.81428609,-94.53297347,Missouri
4116,Tonganoxie,America/Chicago,550 Northstar Court,Tonganoxie,KS,66086,913-369-2700,us/ks/tonganoxie/550-northstar-court/store-4116,39.11693135,-95.08659952,Kansas
1694,Blue Springs,America/Chicago,2323 Northwest Highway 7,Blue Springs,MO,64015,816-224-2212,us/mo/blue-springs/2323-northwest-highway-7/store-1694,39.04557704,-94.27166486,Missouri
3498,Lees Summit,America/Chicago,1901 E Langsford Road,Lees Summit,MO,64063,816-554-7800,us/mo/lees-summit/1901-e-langsford-road/store-3498,38.91630172,-94.33768451,Missouri
1703,Blue Springs,America/Chicago,1408 South Highway 7,Blue Springs,MO,64014,816-228-6544,us/mo/blue-springs/1408-south-highway-7/store-1703,39.002305,-94.272429,Missouri
1651,Blue Springs,America/Chicago,515 Ne Coronado Drive,Blue Springs,MO,64014,816-228-3663,us/mo/blue-springs/515-ne-coronado-drive/store-1651,39.02748867,-94.25624125,Missouri
2837,Raymore,America/Chicago,229 N. Madison,Raymore,MO,64083,816-322-3323,us/mo/raymore/229-n--madison/store-2837,38.80799094,-94.45625961,Missouri
3876,Lee'S Summit,America/Chicago,180 Southeast Mo-150 Highway,Lee'S Summit,MO,64082,816-537-0099,us/mo/lee's-summit/180-southeast-mo-150-highway/store-3876,38.85288391,-94.37082723,Missouri
2123,Gardner,America/Chicago,626 E. Main,Gardner,KS,66030,913-856-5111,us/ks/gardner/626-e--main/store-2123,38.81137894,-94.91507292,Kansas
2318,Kearney,America/Chicago,510 Platte Clay Way,Kearney,MO,64060,816-628-5656,us/mo/kearney/510-platte-clay-way/store-2318,39.36828428,-94.36791785,Missouri
3766,Eudora,America/Chicago,1420 Church St,Eudora,KS,66025,785-542-1799,us/ks/eudora/1420-church-st/store-3766,38.93453305,-95.09514169,Kansas
3454,Springhill,America/Chicago,909 N Webster,Springhill,KS,66083,913-592-9310,us/ks/springhill/909-n-webster/store-3454,38.75204915,-94.82605644,Kansas
3785,Buckner,America/Chicago,118 East Monroe,Buckner,MO,64016,816-650-6906,us/mo/buckner/118-east-monroe/store-3785,39.13847285,-94.19621768,Missouri
3555,Grain Valley,America/Chicago,706 Main,Grain Valley,MO,64029,816-847-5533,us/mo/grain-valley/706-main/store-3555,39.01836896,-94.19867836,Missouri
1958,Excelsior Springs,America/Chicago,1715 W. Jesse James Road,Excelsior Springs,MO,64024,816-637-9025,us/mo/excelsior-springs/1715-w--jesse-james-road/store-1958,39.33734,-94.24975,Missouri
3840,Peculiar,America/Chicago,391 Legend Lane,Peculiar,MO,64078,816-779-6550,us/mo/peculiar/391-legend-lane/store-3840,38.72202715,-94.45599943,Missouri
1226,Oak Grove,America/Chicago,1305 S. Broadway,Oak Grove,MO,64075,816-625-7226,us/mo/oak-grove/1305-s--broadway/store-1226,39.00314848,-94.12886248,Missouri
2736,Pleasant Hill,America/Chicago,602 North Highway 7,Pleasant Hill,MO,64080,816-987-2243,us/mo/pleasant-hill/602-north-highway-7/store-2736,38.79247756,-94.26145815,Missouri
2369,Lawrence,America/Chicago,1015 E. 23Rd Street,Lawrence,KS,66046,785-832-1114,us/ks/lawrence/1015-e--23rd-street/store-2369,38.94213312,-95.22214725,Kansas
5759,Lone Jack,America/Chicago,101 East Battlefield Road,Lone Jack,MO,64070,816-697-2300,us/mo/lone-jack/101-east-battlefield-road/store-5759,38.86750614,-94.17263326,Missouri
4589,Lawson,America/Chicago,29411 Highway D,Lawson,MO,64062,816-580-7997,us/mo/lawson/29411-highway-d/store-4589,39.43999228,-94.22822759,Missouri
3889,Louisburg,America/Chicago,201 N. Amity,Louisburg,KS,66053,913-837-4337,us/ks/louisburg/201-n--amity/store-3889,38.62053382,-94.67838273,Kansas
2406,Lawrence,America/Chicago,3201 W. 6Th,Lawrence,KS,66049,785-830-8655,us/ks/lawrence/3201-w--6th/store-2406,38.97107712,-95.27727574,Kansas
4371,Lawrence,America/Chicago,2401 W 31St Street,Lawrence,KS,66047,785-331-2446,us/ks/lawrence/2401-w-31st-street/store-4371,38.92757442,-95.26499391,Kansas
3725,Baldwin City,America/Chicago,415 Ames St.,Baldwin City,KS,66006,785-594-7461,us/ks/baldwin-city/415-ames-st/store-3725,38.7819498,-95.18427686,Kansas
2179,Harrisonville,America/Chicago,906 South Commercial,Harrisonville,MO,64701,816-884-2033,us/mo/harrisonville/906-south-commercial/store-2179,38.64889218,-94.35764686,Missouri
2733,Paola,America/Chicago,12 South Hedge Lane Road,Paola,KS,66071,913-294-4400,us/ks/paola/12-south-hedge-lane-road/store-2733,38.57078377,-94.85634462,Kansas
2672,Odessa,America/Chicago,408 North Second Street,Odessa,MO,64076,816-230-5588,us/mo/odessa/408-north-second-street/store-2672,39.00482274,-93.95289405,Missouri
3715,Atchison,America/Chicago,1001 Main Street,Atchison,KS,66002,913-367-4878,us/ks/atchison/1001-main-street/store-3715,39.56118714,-95.12776405,Kansas
2825,Richmond,America/Chicago,400 East Main,Richmond,MO,64085,816-470-6550,us/mo/richmond/400-east-main/store-2825,39.27832982,-93.97122302,Missouri
2399,Lexington,America/Chicago,909 South Business Highway 13,Lexington,MO,64067,660-259-3732,us/mo/lexington/909-south-business-highway-13/store-2399,39.16647839,-93.87949147,Missouri
5973,Saint Joseph,America/Chicago,"4303 Commonwealth Court, #2A",Saint Joseph,MO,64503,816-364-2905,"us/mo/saint-joseph/4303-commonwealth-court,-#2a/store-5973",39.72390745,-94.79136455,Missouri
3573,Saint Joseph,America/Chicago,5810 Lake Avenue,Saint Joseph,MO,64504,816-238-4520,us/mo/saint-joseph/5810-lake-avenue/store-3573,39.71577335,-94.8697228,Missouri
2658,Osawatomie,America/Chicago,319 E. Main Street,Osawatomie,KS,66064,913-755-4847,us/ks/osawatomie/319-e--main-street/store-2658,38.49992805,-94.93851802,Kansas
2223,Holden,America/Chicago,101 S. Lexington,Holden,MO,64040,816-732-5501,us/mo/holden/101-s--lexington/store-2223,38.71881151,-93.99304636,Missouri
1283,Saint Joseph,America/Chicago,502 North Belt Highway,Saint Joseph,MO,64506,816-279-7743,us/mo/saint-joseph/502-north-belt-highway/store-1283,39.77079092,-94.80393157,Missouri
1212,Ottawa,America/Chicago,1535 S. Main Street,Ottawa,KS,66067,(785) 242-5732,us/ks/ottawa/1535-s--main-street/store-1212,38.59271965,-95.26839495,Kansas
1266,Saint Joseph,America/Chicago,3110 North Belt Highway,Saint Joseph,MO,64506,816-279-5444,us/mo/saint-joseph/3110-north-belt-highway/store-1266,39.79805805,-94.81449143,Missouri
1043,Cameron,America/Chicago,815 N. Walnut,Cameron,MO,64429,816-632-1000,us/mo/cameron/815-n--walnut/store-1043,39.74702197,-94.23581269,Missouri
2216,Higginsville,America/Chicago,2811 Mo-13 Highway,Higginsville,MO,64037,660-584-3724,us/mo/higginsville/2811-mo-13-highway/store-2216,39.06646204,-93.73257414,Missouri
3029,Topeka,America/Chicago,3520 S.E. 29Th Street,Topeka,KS,66605,785-267-0173,us/ks/topeka/3520-s-e--29th-street/store-3029,39.01579623,-95.61562836,Kansas
4536,Topeka,America/Chicago,636 Nw Us Highway 24,Topeka,KS,66617,785-233-3021,us/ks/topeka/636-nw-us-highway-24/store-4536,39.09147,-95.67250727,Kansas
2990,Topeka,America/Chicago,2053 Sw Western,Topeka,KS,66604,785-357-7486,us/ks/topeka/2053-sw-western/store-2990,39.03024947,-95.68798833,Kansas
3053,Topeka,America/Chicago,3721 S.W. Topeka Boulevard,Topeka,KS,66609,785-267-4522,us/ks/topeka/3721-s-w--topeka-boulevard/store-3053,38.99987169,-95.68842419,Kansas
3230,Warrensburg,America/Chicago,419 N. Maguire,Warrensburg,MO,64093,660-747-6767,us/mo/warrensburg/419-n--maguire/store-3230,38.76695231,-93.73504311,Missouri
3040,Topeka,America/Chicago,1221 S.W. Gage Boulevard,Topeka,KS,66604,785-272-4552,us/ks/topeka/1221-s-w--gage-boulevard/store-3040,39.0444,-95.72533,Kansas
4981,Topeka,America/Chicago,3820 S.W. 29Th Street,Topeka,KS,66614,785-271-6271,us/ks/topeka/3820-s-w--29th-street/store-4981,39.01522223,-95.72490559,Kansas
6801,Savannah,America/Chicago,300 East William Street,Savannah,MO,64485,816-432-8237,us/mo/savannah/300-east-william-street/store-6801,39.9444571,-94.8205345,Missouri
3041,Topeka,America/Chicago,5922 S.W. 21St Street,Topeka,KS,66604,785-274-8574,us/ks/topeka/5922-s-w--21st-street/store-3041,39.02970036,-95.75963885,Kansas
1632,Butler,America/Chicago,1014 W. Fort Scott Street,Butler,MO,64730,660-679-4725,us/mo/butler/1014-w--fort-scott-street/store-1632,38.25740035,-94.35155637,Missouri
2220,Holton,America/Chicago,107 S 75 Highway,Holton,KS,66436,785-364-2428,us/ks/holton/107-s-75-highway/store-2220,39.46014427,-95.74858173,Kansas
2118,Garnett,America/Chicago,116 N. Maple,Garnett,KS,66032,785-448-6393,us/ks/garnett/116-n--maple/store-2118,38.28476387,-95.24876922,Kansas
3397,Knob Noster,America/Chicago,300 N State Street,Knob Noster,MO,65336,660-563-4944,us/mo/knob-noster/300-n-state-street/store-3397,38.7674584,-93.55585814,Missouri
1820,Carrollton,America/Chicago,814 Harvest Hill Dr,Carrollton,MO,64633,660-542-3500,us/mo/carrollton/814-harvest-hill-dr/store-1820,39.36802617,-93.48411575,Missouri
2213,Hiawatha,America/Chicago,203 N. First,Hiawatha,KS,66434,785-742-2343,us/ks/hiawatha/203-n--first/store-2213,39.85407936,-95.52662998,Kansas
2670,Osage City,America/Chicago,888 Lakin Street,Osage City,KS,66523,785-528-4444,us/ks/osage-city/888-lakin-street/store-2670,38.63719192,-95.82052097,Kansas
1730,Clinton,America/Chicago,1014 E. Ohio,Clinton,MO,64735,660-885-2337,us/mo/clinton/1014-e--ohio/store-1730,38.36583884,-93.75676011,Missouri
1320,Windsor,America/Chicago,329 N. Main Street,Windsor,MO,65360,660-647-2136,us/mo/windsor/329-n--main-street/store-1320,38.53511032,-93.51694331,Missouri
1032,Chillicothe,America/Chicago,400 S. Washington Street,Chillicothe,MO,64601,660-646-6255,us/mo/chillicothe/400-s--washington-street/store-1032,39.7820402,-93.55320733,Missouri
2542,Marshall,America/Chicago,970 West College,Marshall,MO,65340,660-886-6901,us/mo/marshall/970-west-college/store-2542,39.10810374,-93.21079364,Missouri
3810,Sedalia,America/Chicago,2800 S. Limit,Sedalia,MO,65301,660-829-1211,us/mo/sedalia/2800-s--limit/store-3810,38.68754489,-93.25150075,Missouri
2056,Sdi 2056 Falls City Ne,America/Chicago,1305 Harlan,Falls City,NE,68355,402-245-3525,us/ne/falls-city/1305-harlan/store-2056,40.058007,-95.60206578,Nebraska
2964,Sedalia,America/Chicago,300 W. Broadway,Sedalia,MO,65301,660-826-1114,us/mo/sedalia/300-w--broadway/store-2964,38.70463534,-93.23086005,Missouri
1022,Burlington,America/Chicago,1105 N. Fourth,Burlington,KS,66839,620-364-8622,us/ks/burlington/1105-n--fourth/store-1022,38.20571554,-95.73798872,Kansas
1175,Maryville,America/Chicago,721 South Main Street,Maryville,MO,64468,660-562-3545,us/mo/maryville/721-south-main-street/store-1175,40.33973045,-94.87283173,Missouri
6792,Sdi 6792 Alma Ks,America/Chicago,32691 K99 Highway,Alma,KS,66401-8068,785-765-4613,us/ks/alma/32691-k99-highway/store-6792,39.068002,-96.287882,Kansas
5833,Bethany,America/Chicago,3808 Miller,Bethany,MO,64424,660-425-8777,us/mo/bethany/3808-miller/store-5833,40.26478,-94.01506,Missouri
3138,Wamego,America/Chicago,1001 Lincoln Street,Wamego,KS,66547,785-456-7000,us/ks/wamego/1001-lincoln-street/store-3138,39.20842724,-96.30607456,Kansas
3017,Trenton,America/Chicago,1905 East Ninth,Trenton,MO,64683,660-359-6794,us/mo/trenton/1905-east-ninth/store-3017,40.07493758,-93.59543011,Missouri
2006,Fort Scott,America/Chicago,1708 S. National,Fort Scott,KS,66701,620-223-3630,us/ks/fort-scott/1708-s--national/store-2006,37.82080224,-94.70776661,Kansas
2591,Nevada,America/Chicago,2117 East Austin Boulevard,Nevada,MO,64772,417-667-5200,us/mo/nevada/2117-east-austin-boulevard/store-2591,37.83682074,-94.32973043,Missouri
6596,Seneca,America/Chicago,1305 Branch Street,Seneca,KS,66538,785-334-6789,us/ks/seneca/1305-branch-street/store-6596,39.84086705,-96.07208927,Kansas
2236,Iola,America/Chicago,301 W. Madison,Iola,KS,66749,620-365-5282,us/ks/iola/301-w--madison/store-2236,37.9211022,-95.4083336,Kansas
3140,Warsaw,America/Chicago,2003 Commercial Street,Warsaw,MO,65355,660-438-6200,us/mo/warsaw/2003-commercial-street/store-3140,38.25409493,-93.36777516,Missouri
1972,El Dorado Springs,America/Chicago,120 West Us Highway 54,El Dorado Springs,MO,64744,417-876-5755,us/mo/el-dorado-springs/120-west-us-highway-54/store-1972,37.86276947,-94.02413559,Missouri
1952,Emporia,America/Chicago,1101 W Sixth Street,Emporia,KS,66801,620-342-8875,us/ks/emporia/1101-w-sixth-street/store-1952,38.40449232,-96.19429513,Kansas
6939,Sdi 6939 Brookfield Mo,America/Chicago,524 S. Main St.,Brookfield,MO,64628,660-675-4007,us/mo/brookfield/524-s--main-st/store-6939,39.778772,-93.071479,Missouri
2566,Manhattan,America/Chicago,800 N. Third,Manhattan,KS,66502,785-539-7007,us/ks/manhattan/800-n--third/store-2566,39.18728761,-96.55970156,Kansas
6145,Manhattan,America/Chicago,2711 Anderson Avenue,Manhattan,KS,66502,785-539-5597,us/ks/manhattan/2711-anderson-avenue/store-6145,39.18926681,-96.60639547,Kansas
4019,Boonville,America/Chicago,2230 Main Street,Boonville,MO,65233,660-882-8783,us/mo/boonville/2230-main-street/store-4019,38.94852512,-92.74152656,Missouri
1717,Chanute,America/Chicago,1717 S. Santa Fe,Chanute,KS,66720,620-431-4410,us/ks/chanute/1717-s--santa-fe/store-1717,37.6634625,-95.4528417,Kansas
5302,Auburn,America/Chicago,1010 J Street,Auburn,NE,68305,402-274-3321,us/ne/auburn/1010-j-street/store-5302,40.39421912,-95.83932307,Nebraska
4033,Stockton,America/Chicago,1409 South Highway 39,Stockton,MO,65785,417-276-4200,us/mo/stockton/1409-south-highway-39/store-4033,37.68453743,-93.80192,Missouri
5188,Versailles,America/Chicago,401 South Highway 5,Versailles,MO,65084,573-378-2226,us/mo/versailles/401-south-highway-5/store-5188,38.42781779,-92.85268889,Missouri
2128,Girard,America/Chicago,208 West Saint John,Girard,KS,66743,620-724-6010,us/ks/girard/208-west-saint-john/store-2128,37.51417252,-94.84622866,Kansas
2404,Lamar,America/Chicago,37 East Highway 160,Lamar,MO,64759,417-682-6182,us/mo/lamar/37-east-highway-160/store-2404,37.49315377,-94.29466188,Missouri
2702,Pittsburg,America/Chicago,2307 N. Broadway,Pittsburg,KS,66762,620-231-5070,us/ks/pittsburg/2307-n--broadway/store-2702,37.42937633,-94.7053282,Kansas
2257,Junction City,America/Chicago,827 S. Washington Street,Junction City,KS,66441,785-530-5294,us/ks/junction-city/827-s--washington-street/store-2257,39.01432069,-96.82947807,Kansas
2571,Marysville,America/Chicago,1803 Center Street,Marysville,KS,66508,785-562-2900,us/ks/marysville/1803-center-street/store-2571,39.8416148,-96.63547532,Kansas
4826,Laurie,America/Chicago,155 South Main Street,Laurie,MO,65037,573-374-7742,us/mo/laurie/155-south-main-street/store-4826,38.19656052,-92.83025757,Missouri
5633,California,America/Chicago,201 West Buchanan,California,MO,65018,573-796-6334,us/mo/california/201-west-buchanan/store-5633,38.62728441,-92.5683003,Missouri
2467,Moberly,America/Chicago,1021 N. Morley,Moberly,MO,65270,660-263-3231,us/mo/moberly/1021-n--morley/store-2467,39.43100778,-92.4335021,Missouri
1646,Bolivar,America/Chicago,404 S. Springfield Avenue,Bolivar,MO,65613,417-326-6291,us/mo/bolivar/404-s--springfield-avenue/store-1646,37.61080014,-93.40865181,Missouri
1953,Eureka,America/Chicago,100 West River Street,Eureka,KS,67045,620-583-7781,us/ks/eureka/100-west-river-street/store-1953,37.81816973,-96.29458573,Kansas
4009,Fredonia,America/Chicago,1938 East Washington,Fredonia,KS,66736,620-378-4846,us/ks/fredonia/1938-east-washington/store-4009,37.52940739,-95.80880307,Kansas
1184,Macon,America/Chicago,603 Spruce Street,Macon,MO,63552,660-385-3613,us/mo/macon/603-spruce-street/store-1184,39.74391515,-92.46542082,Missouri
2695,Parsons,America/Chicago,3113 Main Street,Parsons,KS,67357,620-421-5440,us/ks/parsons/3113-main-street/store-2695,37.34067089,-95.28378278,Kansas
5612,Columbia,America/Chicago,3700 Rangeline Street,Columbia,MO,65202,573-499-0111,us/mo/columbia/3700-rangeline-street/store-5612,38.98775258,-92.32432925,Missouri
1858,Columbia,America/Chicago,701 E. Nifong Boulevard,Columbia,MO,65201,573-449-2568,us/mo/columbia/701-e--nifong-boulevard/store-1858,38.91023065,-92.33086042,Missouri
6981,Sdi 6981 Columbia Mo,America/Chicago,3700 Buttonwood Drive,Columbia,MO,65201,573-449-2568,us/mo/columbia/3700-buttonwood-drive/store-6981,38.90926,-92.32982,Missouri
3682,Columbia,America/Chicago,2210 Paris Road,Columbia,MO,65202,573-474-4192,us/mo/columbia/2210-paris-road/store-3682,38.97114385,-92.30373591,Missouri
3857,Columbia,America/Chicago,200 Brickton Road,Columbia,MO,65201,573-817-9667,us/mo/columbia/200-brickton-road/store-3857,38.94755498,-92.29554713,Missouri
6599,Neodesha,America/Chicago,1317 West Main Street,Neodesha,KS,66757,620-325-5508,us/ks/neodesha/1317-west-main-street/store-6599,37.41712483,-95.69041707,Kansas
3224,Camdenton,America/Chicago,501 East Us Highway 54,Camdenton,MO,65020,573-346-7478,us/mo/camdenton/501-east-us-highway-54/store-3224,38.01420307,-92.73902609,Missouri
5645,Columbia,America/Chicago,5700 E. Saint Charles Road,Columbia,MO,65202,573-474-4016,us/mo/columbia/5700-e--saint-charles-road/store-5645,38.96273751,-92.25066372,Missouri
