location_id,location_no,street,city,state,zip,longitude,latitude,phone,closed,state_name,brand,updated,is_canada
16310,6310,5815 N. Loop 1604 West,San Antonio,TX,78249,-98.601678,29.591658,(210) 694-5912,False,Texas,Red Lobster,2024-05-20,False
10704,0704,2925 S. 9th Street,Salina,KS,67401,-97.612134,38.78509,(785) 825-0837,True,Kansas,Red Lobster,2024-05-20,False
10386,0386,1381 S.W. Loop 410,San Antonio,TX,78227,-98.650328,29.420056,(210) 675-4550,False,Texas,Red Lobster,2024-05-20,False
10361,0361,555 South West Street,Wichita,KS,67213,-97.390143,37.675427,(316) 942-0973,False,Kansas,Red Lobster,2024-05-20,False
16362,6362,4550 NW Loop 410,San Antonio,TX,78229,-98.573873,29.488993,(210) 731-8091,False,Texas,Red Lobster,2024-05-20,False
16291,6291,5315 San Dario Avenue,Laredo,TX,78041,-99.503023,27.551829,(956) 791-5667,False,Texas,Red Lobster,2024-05-20,False
16240,6240,17415 US 281 North,San Antonio,TX,78232,-98.471366,29.602515,(210) 404-9065,False,Texas,Red Lobster,2024-05-20,False
10421,0421,333 S. Towne East Mall Drive,Wichita,KS,67207,-97.252181,37.682241,(316) 687-9247,False,Kansas,Red Lobster,2024-05-20,False
16363,6363,7835 Interstate 35 S,San Antonio,TX,78224,-98.53587,29.35063,(210) 921-0192,True,Texas,Red Lobster,2024-05-20,False
10137,0137,8210 I-H 35 North,San Antonio,TX,78239,-98.396164,29.512806,(210) 653-9522,False,Texas,Red Lobster,2024-05-20,False
10828,0828,102 E. Hall of Fame Ave.,Stillwater,OK,74075,-97.058223,36.127239,(405) 372-8970,True,Oklahoma,Red Lobster,2024-05-20,False
10334,0334,4805 S. Hulen Street,Fort Worth,TX,76132,-97.395458,32.676643,(817) 292-7293,False,Texas,Red Lobster,2024-05-20,False
10538,0538,1001 E Central Texas Expressway,Killeen,TX,76541,-97.731257,31.095518,(254) 526-7335,False,Texas,Red Lobster,2024-05-20,False
16295,6295,1175 N. Burleson Blvd,Burleson,TX,76028,-97.319836,32.569221,(817) 295-7150,False,Texas,Red Lobster,2024-05-20,False
10721,0721,435 Shawnee Mall Drive,Shawnee,OK,74804,-96.926927,35.385141,(405) 273-6215,False,Oklahoma,Red Lobster,2024-05-20,False
10545,0545,7800 Bedford-Euless Road,North Richland Hills,TX,76180,-97.211585,32.833776,(817) 281-7540,False,Texas,Red Lobster,2024-05-20,False
16349,6349,2801 S I 35 E,Denton,TX,76210,-97.102283,33.183313,(940) 382-6410,False,Texas,Red Lobster,2024-05-20,False
10468,0468,4233 S. Cooper Street,Arlington,TX,76015,-97.134377,32.678135,(817) 472-5097,False,Texas,Red Lobster,2024-05-20,False
10844,0844,100 N IH 35,San Marcos,TX,78666,-97.938233,29.868317,(512) 960-4499,False,Texas,Red Lobster,2024-05-20,False
10314,0314,3815 S. Lamar Blvd.,Austin,TX,78704,-97.789594,30.23761,(512) 447-1824,False,Texas,Red Lobster,2024-05-20,False
16242,6242,2702 A Parker Road,Round Rock,TX,78681,-97.682375,30.480765,(512) 600-0145,False,Texas,Red Lobster,2024-05-20,False
10877,0877,4205 W. Airport Freeway,Irving,TX,75062,-97.01012,32.838441,(972) 659-0104,False,Texas,Red Lobster,2024-05-20,False
10095,0095,109 W. Anderson Lane,Austin,TX,78752,-97.706078,30.34362,(512) 451-6406,False,Texas,Red Lobster,2024-05-20,False
10882,0882,2497 S Stemmons Freeway,Lewisville,TX,75067,-96.96694,33.002977,(972) 315-6271,False,Texas,Red Lobster,2024-05-20,False
10508,0508,5925 West Waco Drive,Waco,TX,76710,-97.188074,31.514095,(254) 741-1766,False,Texas,Red Lobster,2024-05-20,False
16245,6245,3056 Preston Road,Frisco,TX,75034,-96.804832,33.103323,(972) 731-5562,False,Texas,Red Lobster,2024-05-20,False
10691,0691,603 N Cockrell Hill Road,Duncanville,TX,75116,-96.891944,32.657945,(972) 780-8835,False,Texas,Red Lobster,2024-05-20,False
10873,0873,9069 Vantage Point Dr.,Dallas,TX,75243,-96.745767,32.917084,(972) 889-8124,True,Texas,Red Lobster,2024-05-20,False
16332,6332,3600 N HWY 75,Sherman,TX,75090,-96.610274,33.677168,(903) 891-1830,False,Texas,Red Lobster,2024-05-20,False
16308,6308,3501 Central Expressway,Plano,TX,75023,-96.701789,33.044478,(972) 881-4353,False,Texas,Red Lobster,2024-05-20,False
10416,0416,3906 Towne Crossing Blvd,Mesquite,TX,75150,-96.630711,32.818547,(972) 613-1444,False,Texas,Red Lobster,2024-05-20,False
10191,0191,4525 East 51st. Street,Tulsa,OK,74135,-95.925186,36.090346,(918) 496-3323,False,Oklahoma,Red Lobster,2024-05-20,False
10487,0487,1130 E Century AVE,Bismarck,ND,58503,-100.77401,46.838504,(701) 222-2363,False,North Dakota,Red Lobster,2024-05-20,False
10436,0436,6728 S Memorial Drive,Tulsa,OK,74133,-95.887024,36.064873,(918) 250-5330,False,Oklahoma,Red Lobster,2024-05-20,False
10732,0732,7601 Wesley Street,Greenville,TX,75402,-96.109111,33.093574,(903) 454-9691,False,Texas,Red Lobster,2024-05-20,False
16209,6209,2011 SW Wanamaker Rd,Topeka,KS,66604,-95.762772,39.030356,(785) 271-7302,False,Kansas,Red Lobster,2024-05-20,False
10406,0406,7404 Zac Lentz Pkwy,Victoria,TX,77904,-96.995815,28.864708,(361) 572-4051,True,Texas,Red Lobster,2024-05-20,False
10729,0729,225 W. Shawnee,Muskogee,OK,74401,-95.361988,35.769257,(918) 682-1731,False,Oklahoma,Red Lobster,2024-05-20,False
10414,0414,2707 S 140th Street,West Omaha,NE,68144,-96.133232,41.233418,(402) 330-0162,False,Nebraska,Red Lobster,2024-05-20,False
16356,6356,7617 N 10th Street,McAllen,TX,78504,-98.218706,26.272383,(956) 682-6877,False,Texas,Red Lobster,2024-05-20,False
10329,0329,701 West Expressway 83,McAllen,TX,78503,-98.229587,26.188323,(956) 687-7323,False,Texas,Red Lobster,2024-05-20,False
10163,0163,5825 South Padre Island Drive,Corpus Christi,TX,78412,-97.36597,27.704874,(361) 991-2160,False,Texas,Red Lobster,2024-05-20,False
10115,0115,330 S. 72nd Street,Omaha,NE,68114,-96.024524,41.256256,(402) 391-5970,False,Nebraska,Red Lobster,2024-05-20,False
10547,0547,4290 Sergeant Road,Sioux City,IA,51106,-96.353714,42.448851,(712) 274-1023,False,Iowa,Red Lobster,2024-05-20,False
10779,0779,3040 Dial Drive,Council Bluffs,IA,51501,-95.85016,41.229767,(712) 366-5911,True,Iowa,Red Lobster,2024-05-20,False
10305,0305,3901 W 41st Street,Sioux Falls,SD,57106,-96.77378,43.513939,(605) 361-6952,False,South Dakota,Red Lobster,2024-05-20,False
2018167,8167,890 Albert Street,Regina,SK,S4R2P5,-104.61822,50.46475652,(306) 522-2224,False,,Red Lobster,2024-05-20,True
10343,0343,1500 WSW Loop 323,Tyler,TX,75701,-95.318003,32.303015,(903) 561-7760,True,Texas,Red Lobster,2024-05-20,False
16364,6364,10700 Parallel PKWY,Kansas City,KS,66109,-94.82745,39.12897,(913) 328-0025,True,Kansas,Red Lobster,2024-05-20,False
16384,6384,14904 W 119TH ST,Olathe,KS,66062,-94.758922,38.913274,(913) 764-1503,True,Kansas,Red Lobster,2024-05-20,False
16256,6256,25408 Bell Patna,Katy,TX,77494,-95.813618,29.777535,(281) 644-6030,False,Texas,Red Lobster,2024-05-20,False
10310,0310,3131 S Rangeline Rd.,Joplin,MO,64801,-94.477658,37.055553,(417) 782-2199,False,Missouri,Red Lobster,2024-05-20,False
16278,6278,9475 Metcalf Avenue,Overland Park,KS,66212,-94.666951,38.957165,(913) 385-7971,False,Kansas,Red Lobster,2024-05-20,False
10263,0263,4101 Frederick Ave.,Saint Joseph,MO,64506,-94.795011,39.777573,(816) 232-5011,False,Missouri,Red Lobster,2024-05-20,False
16372,6372,2944 Interstate 45 N,Conroe,TX,77303,-95.48192,30.34625,(936) 756-7391,False,Texas,Red Lobster,2024-05-20,False
10864,0864,2760 S. Highway 6,Houston,TX,77082,-95.644993,29.729803,(281) 597-9015,False,Texas,Red Lobster,2024-05-20,False
10488,0488,1075 FM 802,Brownsville,TX,78521,-97.503849,25.949849,(956) 544-2614,False,Texas,Red Lobster,2024-05-20,False
10605,0605,450 NW Barry Road,Kansas City,MO,64155,-94.585296,39.246818,(816) 468-6116,False,Missouri,Red Lobster,2024-05-20,False
16284,6284,18446 Interstate 45 S,Shenandoah,TX,77384,-95.453878,30.188233,(936) 271-2700,False,Texas,Red Lobster,2024-05-20,False
16225,6225,7401 Rogers Ave.,Fort Smith,AR,72903,-94.350365,35.353101,(479) 452-9243,False,Arkansas,Red Lobster,2024-05-20,False
10315,0315,3515 McCann Rd.,Longview,TX,75605,-94.754864,32.540416,(903) 757-6939,True,Texas,Red Lobster,2024-05-20,False
2018168,8168,4111 Calgary Trail South,Edmonton,AB,T6J6S6,-113.4956173,53.47732697,(780) 436-8510,False,,Red Lobster,2024-05-20,True
10841,0841,13232 NW Freeway,Houston,TX,77040,-95.501333,29.847504,(713) 462-6659,False,Texas,Red Lobster,2024-05-20,False
2018166,8166,10111 171st Street,Edmonton,AB,T5S1S6,-113.61608,53.54172,(780) 484-0660,False,,Red Lobster,2024-05-20,True
10840,0840,302 FM 1960 RD W,Houston,TX,77090,-95.433317,30.020631,(281) 440-6028,True,Texas,Red Lobster,2024-05-20,False
16365,6365,670 NW Blue Parkway,Lees Summit,MO,64086,-94.401889,38.926289,(816) 347-0638,False,Missouri,Red Lobster,2024-05-20,False
10060,0060,4328 Noland Rd,Independence,MO,64055,-94.415896,39.041366,(816) 373-0769,False,Missouri,Red Lobster,2024-05-20,False
