brand,vanityName,storeType,locationId,legalName,facilityName,tz,address,city,name,zip,state,latitude,longitude,state_name
KROGER,Peachtree Hill,C,01100381,The Kroger Co.,Kroger,America/New_York,3455 Peachtree Industrial Blvd,Duluth,Peachtree Hill,30096,GA,34.0058429,-84.1730832,Georgia
KROGER,Balch Springs,S,03500492,Kroger Texas LP,Kroger,America/Chicago,11925 Elam Rd,Balch Springs,Balch Springs,75180,TX,32.7203186,-96.6208266,Texas
KROGER,Kroger Plaza,C,03500209,Kroger Texas LP,Kroger,America/Chicago,525 N Galloway Ave,Mesquite,Kroger Plaza,75149,TX,32.771778,-96.600515,Texas
KROGER,Towne Crossing,C,03500450,Kroger Texas LP,Kroger,America/Chicago,3600 Gus Thomasson Rd Ste 150,Mesquite,Towne Crossing,75150,TX,32.8138433,-96.6333069,Texas
KROGER,Creek Crossing,C,03500893,Kroger Texas LP,Kroger,America/Chicago,1919 Faithon P Lucas Sr Blvd,Mesquite,Creek Crossing,75181,TX,32.7446098,-96.5536552,Texas
KROGER,Kroger Fresh Fare Dallas,C,03500529,Kroger Texas LP,Kroger Fresh Fare,America/Chicago,4241 Capitol Ave,Dallas,Kroger Fresh Fare Dallas,75204,TX,32.806507,-96.78906,Texas
KROGER,Beltline I-30,C,03500403,Kroger Texas LP,Kroger,America/Chicago,532 W Interstate 30,Garland,Beltline I-30,75043,TX,32.8376536,-96.5967749,Texas
KROGER,Wynnewood Village,C,03500213,Kroger Texas LP,Kroger,America/Chicago,752 Wynnewood Village Shp Ctr,Dallas,Wynnewood Village,75224,TX,32.7256809,-96.8328635,Texas
KROGER,Clarksville,C,02600544,Kroger Limited Partnership I,Kroger,America/Chicago,1489 Madison St,Clarksville,Clarksville,37040,TN,36.5212082,-87.3299472,Tennessee
KROGER,Lowes Drive,C,02600540,Kroger Limited Partnership I,Kroger,America/Chicago,2100 Lowes Dr,Clarksville,Lowes Drive,37040,TN,36.5755649,-87.3067488,Tennessee
KROGER,Dover Crossing,C,02600582,Kroger Limited Partnership I,Kroger,America/Chicago,110 Dover Crossing Rd,Clarksville,Dover Crossing,37042,TN,36.5531243,-87.3982295,Tennessee
KROGER,Springfield,C,02600575,Kroger Limited Partnership I,Kroger,America/Chicago,2600 Memorial Blvd,Springfield,Springfield,37172,TN,36.4886529,-86.8632737,Tennessee
KROGER,Hopkinsville,C,02600522,Kroger Limited Partnership I,Kroger,America/Chicago,1213 Skyline Dr,Hopkinsville,Hopkinsville,42240,KY,36.8403472,-87.4764941,Kentucky
KROGER,Hickory Hollow,C,02600520,Kroger Limited Partnership I,Kroger,America/Chicago,5319 Mount View Rd,Antioch,Hickory Hollow,37013,TN,36.049658,-86.647044,Tennessee
KROGER,Nashboro Village,C,02600574,Kroger Limited Partnership I,Kroger,America/Chicago,2284 Murfreesboro Pike,Nashville,Nashboro Village,37217,TN,36.0885604,-86.6472921,Tennessee
KROGER,Hickory Plaza,C,02600851,Kroger Limited Partnership I,Kroger,America/Chicago,5771 Nolensville Pike,Nashville,Hickory Plaza,37211,TN,36.0464067,-86.7152077,Tennessee
KROGER,Mill Creek,C,02600589,Kroger Limited Partnership I,Kroger,America/Chicago,6690 Nolensville Rd,Brentwood,Mill Creek,37027,TN,36.000391,-86.691218,Tennessee
KROGER,LaVergne,C,02600566,Kroger Limited Partnership I,Kroger,America/Chicago,5145 Murfreesboro Rd,La Vergne,LaVergne,37086,TN,36.021983,-86.5761689,Tennessee
KROGER,Edmondson Pike,C,02600537,Kroger Limited Partnership I,Kroger,America/Chicago,5713 Edmondson Pike,Nashville,Edmondson Pike,37211,TN,36.0391566,-86.7454001,Tennessee
KROGER,Briley Pkwy,C,02600542,Kroger Limited Partnership I,Kroger,America/Chicago,61 E Thompson Ln,Nashville,Briley Pkwy,37211,TN,36.10982,-86.725133,Tennessee
KROGER,Innsbrooke,C,02600553,Kroger Limited Partnership I,Kroger,America/Chicago,463 W Sam Ridley Pkwy,Smyrna,Innsbrooke,37167,TN,35.9834,-86.5512,Tennessee
KROGER,Kroger,C,02600596,Kroger Limited Partnership I,Kroger,America/Chicago,210 Franklin Rd Ste 100,Brentwood,Kroger,37027,TN,36.0316958,-86.7874982,Tennessee
KROGER,Metro Nashville Public Schools Employee Drive Thru Clinics,PH,02600093,Kroger Limited Partnership I,Kroger Pharmacy,America/Chicago,2694 Fessey Court,Nashville,Metro Nashville Public Schools Employee Drive Thru Clinics,37204,TN,36.12117,-86.7682345,Tennessee
KROGER,McGavock Pike,C,02600845,Kroger Limited Partnership I,Kroger,America/Chicago,143 Mcgavock Pike,Nashville,McGavock Pike,37214,TN,36.1706942,-86.6787276,Tennessee
KROGER,Melrose,C,02600511,Kroger Limited Partnership I,Kroger,America/Chicago,2615 8th Ave S,Nashville,Melrose,37204,TN,36.1198785,-86.7774787,Tennessee
KROGER,Stonebridge,C,03500567,Kroger Texas LP,Kroger,America/Chicago,2901 Lake Forest Dr,McKinney,Stonebridge,75070,TX,33.1745717,-96.6818493,Texas
KROGER,Custer Star,M,03500561,Kroger Texas LP,Kroger Marketplace,America/Chicago,12221 Custer Rd,Frisco,Custer Star,75035,TX,33.177135,-96.735347,Texas
KROGER,McDermott,C,03500568,Kroger Texas LP,Kroger,America/Chicago,1320 W McDermott Dr,Allen,McDermott,75013,TX,33.1025275,-96.7004674,Texas
KROGER,Exchange,C,03500548,Kroger Texas LP,Kroger,America/Chicago,1210 N Greenville Ave,Allen,Exchange,75002,TX,33.1159361,-96.6497261,Texas
KROGER,Kroger Marketplace,M,03500565,Kroger Texas LP,Kroger Marketplace,America/Chicago,1801 N Lake Forest Dr,McKinney,Kroger Marketplace,75071,TX,33.216261,-96.6811504,Texas
KROGER,Signature Plaza,C,03500598,Kroger Texas LP,Kroger,America/Chicago,9700 Coit Rd,Plano,Signature Plaza,75025,TX,33.1097393,-96.7664146,Texas
KROGER,Heritage Square,C,03500488,Kroger Texas LP,Kroger,America/Chicago,1707 W University Dr,McKinney,Heritage Square,75069,TX,33.2155816,-96.6328743,Texas
KROGER,Bethany Park,C,03500544,Kroger Texas LP,Kroger,America/Chicago,1212 E Bethany Dr,Allen,Bethany Park,75002,TX,33.0826588,-96.6444984,Texas
KROGER,Prestonbrook,C,03500560,Kroger Texas LP,Kroger,America/Chicago,7500 Preston Rd,Frisco,Prestonbrook,75034,TX,33.1404762,-96.802656,Texas
KROGER,Legacy Village,C,03500522,Kroger Texas LP,Kroger,America/Chicago,7100 Independence Pkwy,Plano,Legacy Village,75025,TX,33.0734103,-96.7486095,Texas
KROGER,Shops at Prosper Trail,M,03500573,Kroger Texas LP,Kroger Marketplace,America/Chicago,1250 N Preston Rd,Prosper,Shops at Prosper Trail,75078,TX,33.249771,-96.782391,Texas
KROGER,Custer Park,C,03500581,Kroger Texas LP,Kroger,America/Chicago,2925 Custer Rd,Plano,Custer Park,75075,TX,33.0388317,-96.7351998,Texas
KROGER,Legacy,C,03500546,Kroger Texas LP,Kroger,America/Chicago,4851 Legacy Dr,Frisco,Legacy,75034,TX,33.117634,-96.8415887,Texas
KROGER,Main Street Village,C,03500547,Kroger Texas LP,Kroger,America/Chicago,3205 Main St,Frisco,Main Street Village,75034,TX,33.1510134,-96.8619029,Texas
KROGER,Los Rios,C,03500563,Kroger Texas LP,Kroger,America/Chicago,4017 14Th St,Plano,Los Rios,75074,TX,33.0154308,-96.6556188,Texas
KROGER,Windhaven Plaza,C,03500540,Kroger Texas LP,Kroger,America/Chicago,3305 Dallas Pkwy,Plano,Windhaven Plaza,75093,TX,33.0476448,-96.83197,Texas
KROGER,Little Elm,M,03500580,Kroger Texas LP,Kroger Marketplace,America/Chicago,2671 Little Elm Pkwy,Little Elm,Little Elm,75068,TX,33.1704639,-96.8914457,Texas
KROGER,Windsong Ranch Marketplace,M,03500589,Kroger Texas LP,Kroger Marketplace,America/Chicago,4650 W University Dr,Prosper,Windsong Ranch Marketplace,75078,TX,33.220715,-96.877603,Texas
KROGER,The Colony,C,03500879,Kroger Texas LP,Kroger,America/Chicago,6805 Main St,The Colony,The Colony,75056,TX,33.0980654,-96.893804,Texas
KROGER,Wylie,M,03500578,Kroger Texas LP,Kroger Marketplace,America/Chicago,2608 W FM 544,Wylie,Wylie,75098,TX,33.008667,-96.575187,Texas
KROGER,Shiloh Springs,C,03500557,Kroger Texas LP,Kroger,America/Chicago,6850 N Shiloh Rd,Garland,Shiloh Springs,75044,TX,32.9773088,-96.663853,Texas
KROGER,Elmside,C,03400363,Kroger Texas LP,Kroger,America/Chicago,9919 Westheimer Rd,Houston,Elmside,77042,TX,29.7363883,-95.5452668,Texas
KROGER,Voss,C,03400309,Kroger Texas LP,Kroger,America/Chicago,1801 S Voss Rd,Houston,Voss,77057,TX,29.7482786,-95.5001017,Texas
KROGER,Meyerland,C,03400313,Kroger Texas LP,Kroger,America/Chicago,10306 S Post Oak Rd,Houston,Meyerland,77035,TX,29.6693074,-95.4639306,Texas
KROGER,Dairy Ashford,C,03400735,Kroger Texas LP,Kroger,America/Chicago,12555 Briar Forest Dr,Houston,Dairy Ashford,77077,TX,29.7524539,-95.605287,Texas
KROGER,Echo Lane,C,03400600,Kroger Texas LP,Kroger,America/Chicago,9325 Katy Fwy,Houston,Echo Lane,77024,TX,29.782143,-95.5221096,Texas
KROGER,Green Hills,C,02600895,Kroger Limited Partnership I,Kroger,America/Chicago,2131 Abbott Martin Rd,Nashville,Green Hills,37215,TN,36.105975,-86.818705,Tennessee
KROGER,Kroger,C,02600567,Kroger Limited Partnership I,Kroger,America/Chicago,2201 21st Ave S,Nashville,Kroger,37212,TN,36.130199,-86.802569,Tennessee
KROGER,Kroger Fresh Fare Dallas,C,03500509,Kroger Texas LP,Kroger Fresh Fare,America/Chicago,4901 Maple Ave,Dallas,Kroger Fresh Fare Dallas,75235,TX,32.813971,-96.829108,Texas
KROGER,South Irving,S,03500495,Kroger Texas LP,Kroger,America/Chicago,515 S Macarthur Blvd,Irving,South Irving,75060,TX,32.8095186,-96.9609646,Texas
KROGER,Kroger Fresh Fare Dallas,C,03500528,Kroger Texas LP,Kroger Fresh Fare,America/Chicago,4142 Cedar Springs Rd,Dallas,Kroger Fresh Fare Dallas,75219,TX,32.813434,-96.812323,Texas
KROGER,Story,C,03500429,Kroger Texas LP,Kroger,America/Chicago,2201 W Grauwyler Rd,Irving,Story,75061,TX,32.8294759,-96.9747318,Texas
KROGER,Castle Hills,M,03500599,Kroger Texas LP,Kroger Marketplace,America/Chicago,4620 State Highway 121,Lewisville,Castle Hills,75056,TX,33.0622947,-96.8893145,Texas
KROGER,Carrollton,C,03500460,Kroger Texas LP,Kroger,America/Chicago,4038 Old Denton Rd,Carrollton,Carrollton,75007,TX,33.0196594,-96.9133308,Texas
KROGER,Midway,C,03500587,Kroger Texas LP,Kroger,America/Chicago,3939 Frankford Rd,Dallas,Midway,75287,TX,32.9985436,-96.8460385,Texas
KROGER,Preston Trail,C,03500689,Kroger Texas LP,Kroger,America/Chicago,17194 Preston Rd,Dallas,Preston Trail,75248,TX,32.9844762,-96.8011721,Texas
KROGER,Providence,C,02900537,Kroger Limited Partnership I,Kroger,America/New_York,975 Providence Sq Shopping Ctr,Virginia Beach,Providence,23464,VA,36.8122513,-76.167841,Virginia
KROGER,Holland Road,M,02900540,Kroger Limited Partnership I,Kroger Marketplace,America/New_York,3901 Holland Rd,Virginia Beach,Holland Road,23452,VA,36.8132715,-76.1111927,Virginia
KROGER,Greenbrier Square Shopping Center,M,02900557,Kroger Limited Partnership I,Kroger Marketplace,America/New_York,1653 Sentinel Dr,Chesapeake,Greenbrier Square Shopping Center,23320,VA,36.778298,-76.253951,Virginia
KROGER,Kroger King Richard,C,02900539,Kroger Limited Partnership I,Kroger,America/New_York,3330 Virginia Beach Blvd,Virginia Beach,Kroger King Richard,23452,VA,36.8440745,-76.0882684,Virginia
KROGER,Mt Pleasant Kroger,C,02900578,Kroger Limited Partnership I,Kroger,America/New_York,1464 Mount Pleasant Rd,Chesapeake,Mt Pleasant Kroger,23322,VA,36.716656,-76.187727,Virginia
KROGER,Chesapeake Kroger,C,02900572,Kroger Limited Partnership I,Kroger,America/New_York,309 Battlefield Blvd S,Chesapeake,Chesapeake Kroger,23322,VA,36.714967,-76.237417,Virginia
KROGER,Shore Drive,C,02900532,Kroger Limited Partnership I,Kroger,America/New_York,4625 Shore Dr,Virginia Beach,Shore Drive,23455,VA,36.9030363,-76.1304624,Virginia
KROGER,Grant,C,03400327,Kroger Texas LP,Kroger,America/Chicago,13135 Louetta Rd,Cypress,Grant,77429,TX,29.9941259,-95.6215342,Texas
KROGER,Cyfair Town Center,C,03400362,Kroger Texas LP,Kroger,America/Chicago,17455 Spring Cypress Rd,Cypress,Cyfair Town Center,77429,TX,29.9710183,-95.6901248,Texas
KROGER,Cypress N Houston,C,03400371,Kroger Texas LP,Kroger,America/Chicago,12222 Jones Rd,Houston,Cypress N Houston,77070,TX,29.9517459,-95.5823718,Texas
KROGER,Fairfield,M,03400179,Kroger Texas LP,Kroger Marketplace,America/Chicago,20355 Cypresswood Dr,Cypress,Fairfield,77433,TX,29.990255,-95.736796,Texas
KROGER,1960 Eldridge,C,03400737,Kroger Texas LP,Kroger,America/Chicago,12400 Fm 1960 Rd W,Houston,1960 Eldridge,77065,TX,29.9240479,-95.6044646,Texas
KROGER,249 Cypresswood,C,03400748,Kroger Texas LP,Kroger,America/Chicago,10010 Cypresswood Dr,Houston,249 Cypresswood,77070,TX,29.9833388,-95.5659001,Texas
KROGER,Jersey Village,C,03400311,Kroger Texas LP,Kroger,America/Chicago,9330 Jones Rd,Houston,Jersey Village,77065,TX,29.9082773,-95.5835528,Texas
KROGER,Stables,C,03400738,Kroger Texas LP,Kroger,America/Chicago,8745 Spring Cypress Rd,Spring,Stables,77379,TX,30.0327425,-95.552755,Texas
KROGER,Champion,C,03400307,Kroger Texas LP,Kroger,America/Chicago,15802 Champion Forest Dr,Spring,Champion,77379,TX,30.0029764,-95.5316182,Texas
KROGER,Troy Square,C,02100724,Kroger Limited Partnership I,Kroger,America/Chicago,1 Troy Sq,Troy,Troy Square,63379,MO,38.9884936,-90.976085,Missouri
KROGER,Bissonett,C,03400347,Kroger Texas LP,Kroger,America/Chicago,9303 Highway 6 S,Houston,Bissonett,77083,TX,29.6782723,-95.6410691,Texas
KROGER,Clodine,C,03400392,Kroger Texas LP,Kroger,America/Chicago,6425 FM 1464 Rd,Richmond,Clodine,77407,TX,29.7086816,-95.6859098,Texas
KROGER,West Airport,C,03400375,Kroger Texas LP,Kroger,America/Chicago,11565 S Highway 6,Sugar Land,West Airport,77498,TX,29.6479694,-95.6494359,Texas
KROGER,Waterside,M,03400397,Kroger Texas LP,Kroger Marketplace,America/Chicago,8011 W Grand Pkwy S,Richmond,Waterside,77407,TX,29.6639089,-95.7382645,Texas
KROGER,Egret Bay,C,03400734,Kroger Texas LP,Kroger,America/Chicago,250 S Egret Bay Blvd,League City,Egret Bay,77573,TX,29.5193785,-95.0753165,Texas
KROGER,Hobbs,M,03400144,Kroger Texas LP,Kroger Marketplace,America/Chicago,1920 W League City Pkwy,League City,Hobbs,77573,TX,29.488508,-95.113496,Texas
KROGER,South Shore Harbour,C,03400398,Kroger Texas LP,Kroger,America/Chicago,2750 E League City Pkwy,League City,South Shore Harbour,77573,TX,29.5077946,-95.0412982,Texas
KROGER,Dickinson,S,03400241,Kroger Texas LP,Kroger,America/Chicago,3410 Gulf Fwy,Dickinson,Dickinson,77539,TX,29.4498615,-95.0797355,Texas
KROGER,El Camino Real,C,03400385,Kroger Texas LP,Kroger,America/Chicago,16400 El Camino Real,Houston,El Camino Real,77062,TX,29.558579,-95.124616,Texas
KROGER,Autumn Creek,C,03400744,Kroger Texas LP,Kroger,America/Chicago,3135 E FM 528 Rd,Friendswood,Autumn Creek,77546,TX,29.5208856,-95.1600336,Texas
KROGER,El Dorado,C,03400300,Kroger Texas LP,Kroger,America/Chicago,1950 El Dorado Blvd,Houston,El Dorado,77062,TX,29.5779161,-95.1204152,Texas
KROGER,Seabrook,C,03400342,Kroger Texas LP,Kroger,America/Chicago,1905 El Mar Ln,Seabrook,Seabrook,77586,TX,29.568918,-95.0255079,Texas
KROGER,Old Friendswood,C,03400743,Kroger Texas LP,Kroger,America/Chicago,151 N Friendswood Dr,Friendswood,Old Friendswood,77546,TX,29.5356005,-95.2058696,Texas
KROGER,Sabo,C,03400746,Kroger Texas LP,Kroger,America/Chicago,11701 S Sam Houston Pkwy E,Houston,Sabo,77089,TX,29.6032731,-95.2148462,Texas
KROGER,LaPorte,C,03400319,Kroger Texas LP,Kroger,America/Chicago,1300 W Fairmont Pkwy,La Porte,LaPorte,77571,TX,29.6537825,-95.032225,Texas
KROGER,Texas City,C,03400108,Kroger Texas LP,Kroger,America/Chicago,3541 Palmer Hwy,Texas City,Texas City,77590,TX,29.3934765,-94.949374,Texas
KROGER,Red Bluff,C,03400322,Kroger Texas LP,Kroger,America/Chicago,6767 Spencer Hwy,Pasadena,Red Bluff,77505,TX,29.6654233,-95.1352796,Texas
KROGER,Old Pearland,C,03400264,Kroger Texas LP,Kroger,America/Chicago,3245 Broadway St,Pearland,Old Pearland,77581,TX,29.5606099,-95.2715022,Texas
KROGER,Cullen,C,03400343,Kroger Texas LP,Kroger,America/Chicago,8323 Broadway St,Pearland,Cullen,77581,TX,29.56056,-95.3489198,Texas
KROGER,Shadow Creek,C,03400308,Kroger Texas LP,Kroger,America/Chicago,11003 Shadow Creek Pkwy,Pearland,Shadow Creek,77584,TX,29.5830687,-95.389849,Texas
KROGER,Ft Bend Tollway,C,03400009,Kroger Texas LP,Kroger,America/Chicago,10250 Highway 6,Missouri City,Ft Bend Tollway,77459,TX,29.5296822,-95.5110223,Texas
KROGER,Telephone Road,C,03400156,Kroger Texas LP,Kroger,America/Chicago,6322 Telephone Rd,Houston,Telephone Road,77087,TX,29.674677,-95.2910216,Texas
KROGER,Old National,C,01100471,The Kroger Co.,Kroger,America/New_York,6055 Old National Hwy,College Park,Old National,30349,GA,33.5901144,-84.4705239,Georgia
KROGER,Shannon Crossing,C,01100247,The Kroger Co.,Kroger,America/New_York,4550 Jonesboro Rd,Union City,Shannon Crossing,30291,GA,33.5657545,-84.5367834,Georgia
KROGER,Greenbriar Crossing,C,01100462,The Kroger Co.,Kroger,America/New_York,3030 Headland Dr SW,Atlanta,Greenbriar Crossing,30311,GA,33.6868782,-84.4877367,Georgia
KROGER,Merchants Square,C,01100319,The Kroger Co.,Kroger,America/New_York,7125 Highway 85,Riverdale,Merchants Square,30274,GA,33.5602882,-84.4160801,Georgia
KROGER,Metropolitan Citi-Center,C,01100364,The Kroger Co.,Kroger,America/New_York,2685 Metropolitan Pkwy SW,Atlanta,Metropolitan Citi-Center,30315,GA,33.682837,-84.409058,Georgia
KROGER,Cascade Corners,C,01100465,The Kroger Co.,Kroger,America/New_York,3425 Cascade Rd SW,Atlanta,Cascade Corners,30311,GA,33.724311,-84.4990675,Georgia
KROGER,Lake City Plaza,C,01100492,The Kroger Co.,Kroger,America/New_York,5664 Jonesboro Rd,Lake City,Lake City Plaza,30260,GA,33.60025,-84.336962,Georgia
KROGER,Crossroads South,C,01100373,The Kroger Co.,Kroger,America/New_York,8059 Tara Blvd,Jonesboro,Crossroads South,30236,GA,33.5342457,-84.3664788,Georgia
KROGER,Cascade-Citi Center,C,01100412,The Kroger Co.,Kroger,America/New_York,590 Cascade Ave SW,Atlanta,Cascade-Citi Center,30310,GA,33.7374549,-84.433074,Georgia
