objectid,fac_name,owner_type,city,county,field_offi,loc_id,eff_date,elevation,sectional_,boundary_2,icao_ident,fss_name,land_area_,atc_tower,latitude,longitude,brand
5687,GENERAL DOWNING - PEORIA INTL,PU,PEORIA,PEORIA,CHI,PIA,7/16/2020,660.70001221,CHICAGO,CHICAGO,KPIA,KANKAKEE,3800.0,Y,40.66419444390202,-89.69325000005583,US Airports
1037,LOWER DELTA,PR,SPANISH FORT,BALDWIN,JAN,AL58,7/16/2020,0.0,NEW ORLEANS,HOUSTON,,ANNISTON,11.0,N,30.675475832690978,-87.95987111083389,US Airports
2823,WECKER FARMS,PR,KIOWA,ELBERT,DEN,0CO5,7/16/2020,6565.0,DENVER,DENVER,,DENVER,42.0,N,39.30321666728325,-104.41403333298693,US Airports
2631,TEZAK,PR,CANON CITY,FREMONT,DEN,CO19,7/16/2020,6280.0,DENVER,DENVER,,DENVER,,N,38.41083055580487,-105.60388916736167,US Airports
6086,HOLT FIELD,PR,HOAGLAND,ADAMS,CHI,8II5,7/16/2020,790.0,CHICAGO,CHICAGO,,TERRE HAUTE,3.0,N,40.89949194386123,-84.99996777807526,US Airports
3874,BAY SEAPLANES,PR,PANAMA CITY,BAY,ORL,4FD4,7/16/2020,0.0,NEW ORLEANS,JACKSONVILLE,,GAINESVILLE,,N,30.184923888738954,-85.7499308331079,US Airports
4189,DAWSON FIELD,PR,CAVE SPRING,FLOYD,ATL,53GA,7/16/2020,675.0,ATLANTA,ATLANTA,,MACON,25.0,N,34.16777777833824,-85.258611110836,US Airports
1587,GRAPEVINE AIRSTRIP,PU,ROOSEVELT,GILA,PHX,88AZ,7/16/2020,2329.0,PHOENIX,ALBUQUERQUE,,PRESCOTT,,N,33.64090833333705,-111.05691666662759,US Airports
1502,PEARCE FERRY,PU,MEADVIEW,MOHAVE,PHX,L25,7/16/2020,2941.0,LAS VEGAS,LOS ANGELES,,PRESCOTT,8.0,N,36.09322222217267,-114.04672222204529,US Airports
4202,BRIAR PATCH,PR,CLYO,EFFINGHAM,ATL,9GA1,7/16/2020,100.0,ATLANTA,JACKSONVILLE,,MACON,45.0,N,32.44888888886366,-81.33694444411802,US Airports
2453,ST JOSEPH'S MEDICAL CENTER,PR,STOCKTON,SAN JOAQUIN,SFO,CN48,7/16/2020,47.0,SAN FRANCISCO,OAKLAND,,RANCHO MURIETA,,N,37.970197221736186,-121.28786111116342,US Airports
810,BUTLER-CHOCTAW COUNTY,PU,BUTLER,CHOCTAW,JAN,09A,7/16/2020,133.69999695,MEMPHIS,ATLANTA,,ANNISTON,80.0,N,32.11930555635632,-88.12747222243657,US Airports
4561,HONOKAA AIRSTRIP,PR,HONOKAA,HAWAII,HNL,HI05,7/16/2020,1440.0,HAWAIIAN ISLANDS,HONOLULU CONTROL FACILITY,,HONOLULU,,N,20.083603333379514,-155.50222222222,US Airports
4448,HODGES AIRPARK,PR,SAVANNAH,CHATHAM,ATL,GA39,7/16/2020,10.0,JACKSONVILLE,JACKSONVILLE,,MACON,60.0,N,31.98437472188954,-81.24622222172883,US Airports
3963,SARASOTA/BRADENTON INTL,PU,SARASOTA/BRADENTON,SARASOTA,ORL,SRQ,7/16/2020,29.89999962,MIAMI,MIAMI,KSRQ,SAINT PETERSBURG,1102.0,Y,27.395444443899507,-82.5543888892393,US Airports
1880,DOS PALOS,PR,DOS PALOS,MERCED,SFO,28CA,7/16/2020,118.0,SAN FRANCISCO,OAKLAND,,RANCHO MURIETA,40.0,N,36.96244722202946,-120.63018277758248,US Airports
5423,GATEWAY RGNL MEDICAL CENTER,PR,GRANITE CITY,MADISON,CHI,38LL,7/16/2020,425.0,KANSAS CITY,KANSAS CITY,,SAINT LOUIS,,N,38.699966667321824,-90.14331944380707,US Airports
1338,SALEM,PU,SALEM,FULTON,AOK,7M9,7/16/2020,786.70001221,KANSAS CITY,MEMPHIS,,JONESBORO,127.0,N,36.3559080557973,-91.83095472188143,US Airports
1719,CATALINA,PR,AVALON,LOS ANGELES,LAX,AVX,7/16/2020,1602.0,LOS ANGELES,LOS ANGELES,KAVX,HAWTHORNE,25.0,N,33.4049972220707,-118.4157694440021,US Airports
2095,VAN NUYS COUNTY COURT,PU,LOS ANGELES,LOS ANGELES,LAX,43L,7/16/2020,850.0,LOS ANGELES,LOS ANGELES,,HAWTHORNE,,N,34.18333333281083,-118.44666666672109,US Airports
5470,HOOPESTON COMMUNITY MEMORIAL HOSPITAL,PR,HOOPESTON,VERMILION,CHI,01IL,7/16/2020,583.0,CHICAGO,CHICAGO,,SAINT LOUIS,,N,40.45789722210801,-87.65811111120917,US Airports
3945,ALBERT WHITTED,PU,ST PETERSBURG,PINELLAS,ORL,SPG,7/16/2020,6.69999981,MIAMI,MIAMI,KSPG,SAINT PETERSBURG,119.0,Y,27.76511388927724,-82.6269738888869,US Airports
1412,HORSESHOE DAM,PR,CAREFREE,MARICOPA,PHX,AZ52,7/16/2020,2020.0,PHOENIX,ALBUQUERQUE,,PRESCOTT,,N,33.98198305573601,-111.71653305614521,US Airports
5366,ST ANTHONY MEMORIAL HOSPITAL,PR,EFFINGHAM,EFFINGHAM,CHI,11IS,7/16/2020,593.0,ST LOUIS,KANSAS CITY,,SAINT LOUIS,,N,39.124663888912856,-88.55024999984664,US Airports
630,TOKSOOK BAY,PU,TOKSOOK BAY,BETHEL,NONE,OOK,7/16/2020,72.19999695,BETHEL,ANCHORAGE,PAOO,KENAI,82.0,N,60.54133333298123,-165.08719444403394,US Airports
3884,MEMORIAL HOSPITAL WEST HELISTOP,PR,PEMBROKE PINES,BROWARD,ORL,FA21,7/16/2020,12.0,MIAMI,MIAMI,,GAINESVILLE,,N,26.013102777598075,-80.3111611110622,US Airports
5117,FLYING H RANCH,PR,PRIEST RIVER,BONNER,HLN,96ID,7/16/2020,2230.0,GREAT FALLS,SEATTLE,,BOISE,4.0,N,48.235566667245706,-116.87526666701348,US Airports
5562,AEROGRANGE,PR,MARENGO,MC HENRY,CHI,66IL,7/16/2020,824.0,CHICAGO,CHICAGO,,KANKAKEE,10.0,N,42.26873888891798,-88.57129583273094,US Airports
2613,OVERLOOK ATHLETIC CLUB,PR,BRECKENRIDGE,SUMMIT,DEN,CO75,7/16/2020,10085.0,DENVER,DENVER,,DENVER,,N,39.4730416670505,-106.0325166670024,US Airports
4095,BACON COUNTY,PU,ALMA,BACON,ATL,AMG,7/16/2020,199.80000305,JACKSONVILLE,JACKSONVILLE,KAMG,MACON,232.0,N,31.53605555606385,-82.506553332662,US Airports
6168,HULL,PR,LIGONIER,NOBLE,CHI,II51,7/16/2020,930.0,CHICAGO,CHICAGO,,TERRE HAUTE,,N,41.4847713888599,-85.5930405556233,US Airports
1025,LOGAN FIELD,PU,SAMSON,GENEVA,JAN,1A4,7/16/2020,200.0,NEW ORLEANS,JACKSONVILLE,,ANNISTON,,N,31.103702778357498,-86.06259999959408,US Airports
5919,GRAY,PR,BOGGSTOWN,SHELBY,CHI,07IN,7/16/2020,750.0,ST LOUIS,INDIANAPOLIS,,TERRE HAUTE,,N,39.57365888920588,-85.91387055624129,US Airports
1470,WHETSTONE,PR,HUACHUCA CITY,COCHISE,PHX,11AZ,7/16/2020,4250.0,PHOENIX,ALBUQUERQUE,,PRESCOTT,,N,31.68370194421322,-110.29007750044306,US Airports
366,ALITAK,PR,LAZY BAY,KODIAK ISLAND,NONE,ALZ,7/16/2020,0.0,KODIAK,ANCHORAGE,,KENAI,,N,56.89948722218852,-154.2478466667361,US Airports
5089,NEW MEADOWS,PU,NEW MEADOWS,ADAMS,HLN,1U4,7/16/2020,3908.0,GREAT FALLS,SALT LAKE CITY,,BOISE,24.0,N,44.97799999980011,-116.28391666683922,US Airports
2745,YANKEE FIELD,PR,FORT COLLINS,LARIMER,DEN,CO53,7/16/2020,5050.0,CHEYENNE,DENVER,,DENVER,40.0,N,40.634704444096755,-104.99108555575799,US Airports
1370,AIR EVAC LIFETEAM 30,PR,VILONIA,FAULKNER,AOK,44AR,7/16/2020,470.0,MEMPHIS,MEMPHIS,,JONESBORO,,N,35.083416667230026,-92.20032222174142,US Airports
4836,HILLTOP,PR,SIDNEY,FREMONT,NONE,29IA,7/16/2020,1120.0,OMAHA,MINNEAPOLIS,,FORT DODGE,,N,40.756265277911325,-95.62348055622982,US Airports
139,COLD BAY,PU,COLD BAY,ALEUTIANS EAST,NONE,CDB,7/16/2020,99.5,COLD BAY,ANCHORAGE,PACD,COLD BAY,2213.0,N,55.20591666722781,-162.72625000000957,US Airports
6356,SONGER,PR,VEEDERSBURG,FOUNTAIN,CHI,IN55,7/16/2020,652.0,CHICAGO,CHICAGO,,TERRE HAUTE,,N,40.07920611090447,-87.26112111076019,US Airports
2890,HOPKINS FIELD,PU,NUCLA,MONTROSE,DEN,AIB,7/16/2020,5939.60009766,DENVER,DENVER,KAIB,DENVER,760.0,N,38.238750000279204,-108.56327777803888,US Airports
1824,ST HELENA HOSPITAL CLEARLAKE,PR,CLEARLAKE,LAKE,SFO,CL53,7/16/2020,1434.0,SAN FRANCISCO,OAKLAND,,OAKLAND,,N,38.934569443848225,-122.61937777768556,US Airports
1191,CHEROKEE STRIP,PR,GENTRY,BENTON,AOK,1AR5,7/16/2020,1194.0,KANSAS CITY,MEMPHIS,,JONESBORO,,N,36.29944444391528,-94.5847222222132,US Airports
1169,EUREKA SPRINGS HOSPITAL,PR,EUREKA SPRINGS,CARROLL,AOK,0AR9,7/16/2020,1540.0,MEMPHIS,MEMPHIS,,JONESBORO,,N,36.400136111053236,-93.74367777767954,US Airports
2296,MERCY MEDICAL CENTER,PR,REDDING,SHASTA,SFO,7CA3,7/16/2020,715.0,KLAMATH FALLS,OAKLAND,,RANCHO MURIETA,,N,40.57222222167263,-122.39666666731907,US Airports
2307,SCE RIDGECREST SERVICE CENTER,PR,RIDGECREST,KERN,LAX,CL15,7/16/2020,2288.0,LOS ANGELES,LOS ANGELES,,RIVERSIDE,,N,35.61463888935969,-117.66822222197486,US Airports
4572,WAIMEA-KOHALA,PU,KAMUELA,HAWAII,HNL,MUE,7/16/2020,2671.10009766,HAWAIIAN ISLANDS,HONOLULU CONTROL FACILITY,PHMU,HONOLULU,90.0,N,20.001326944143642,-155.66810722194833,US Airports
3054,DEVILS HOPYARD FIELD,PR,EAST HADDAM,MIDDLESEX,NONE,CT11,7/16/2020,125.0,NEW YORK,BOSTON,,BRIDGEPORT,,N,41.443987222247564,-72.3389719438654,US Airports
4102,JORDANS,PR,ARLINGTON,CALHOUN,ATL,GA22,7/16/2020,250.0,JACKSONVILLE,JACKSONVILLE,,MACON,3.0,N,31.43850861123127,-84.7082513888914,US Airports
4451,SHANNON FLIGHT STRIP,PR,SHANNON,FLOYD,ATL,2GA8,7/16/2020,677.0,ATLANTA,ATLANTA,,MACON,,N,34.34981305626358,-85.07689166659631,US Airports
3346,JIM FINLAY FARM,PR,CRESENT CITY,PUTNAM,ORL,28FL,7/16/2020,40.0,JACKSONVILLE,JACKSONVILLE,,GAINESVILLE,,N,29.44191694370615,-81.58313138860282,US Airports
761,YANKEE CREEK 2,PR,YANKEE CREEK,KUSKOKWIM,NONE,A77,7/16/2020,1120.0,MC GRATH,ANCHORAGE,,KENAI,,N,63.001868055818335,-156.3673602776828,US Airports
4006,PETER O KNIGHT,PU,TAMPA,HILLSBOROUGH,ORL,TPF,7/16/2020,7.4000001,MIAMI,MIAMI,KTPF,SAINT PETERSBURG,107.0,N,27.915444444263255,-82.44938888864007,US Airports
2922,SIMONSON FIELD,PR,PUEBLO,PUEBLO,DEN,80CO,7/16/2020,5130.0,,DENVER,,DENVER,40.0,N,38.15141111100702,-104.70111111130115,US Airports
5858,VISTA MEDICAL CENTER-EAST,PR,WAUKEGAN,LAKE,CHI,7LL2,7/16/2020,624.0,CHICAGO,CHICAGO,,KANKAKEE,,N,42.37769999983447,-87.83340277811267,US Airports
4465,HIA,PR,STATESBORO,BULLOCH,NONE,03GA,7/16/2020,238.0,ATLANTA,JACKSONVILLE,,MACON,85.0,N,32.56230555562535,-81.85769444384316,US Airports
2342,CALAVERAS CO-MAURY RASMUSSEN FIELD,PU,SAN ANDREAS,CALAVERAS,SFO,CPU,7/16/2020,1327.90002441,SAN FRANCISCO,OAKLAND,KCPU,RANCHO MURIETA,93.0,N,38.14611111124895,-120.64816666688824,US Airports
102,CANDLE 2,PR,CANDLE,UNORGANIZED,NONE,AK75,7/16/2020,15.0,NOME,ANCHORAGE,,KOTZEBUE,,N,65.90765805616135,-161.92630583331044,US Airports
2337,NAPA COUNTY FIRE DEPT,PU,ST HELENA,NAPA,SFO,CL39,7/16/2020,308.0,SAN FRANCISCO,OAKLAND,,OAKLAND,,N,38.54849999989077,-122.51073055594735,US Airports
3009,TRANQUILA,PR,YODER,EL PASO,DEN,88CO,7/16/2020,6320.0,DENVER,DENVER,,DENVER,200.0,N,38.88610361065327,-104.24885000014052,US Airports
2110,BANK OF AMERICA DATA CENTER,PR,LOS ANGELES,LOS ANGELES,LAX,62CA,7/16/2020,440.0,LOS ANGELES,LOS ANGELES,,HAWTHORNE,,N,34.061422221858926,-118.25158611123838,US Airports
4825,HEGG MEMORIAL HOSPITAL,PR,ROCK VALLEY,SIOUX,NONE,8IA1,7/16/2020,1268.0,OMAHA,MINNEAPOLIS,,FORT DODGE,,N,43.20121944384277,-96.28355000028121,US Airports
5594,QUAD CITY INTL,PU,MOLINE,ROCK ISLAND,CHI,MLI,7/16/2020,589.59997559,CHICAGO,CHICAGO,KMLI,KANKAKEE,2021.0,Y,41.4482777780484,-90.50752777795488,US Airports
2132,WESTSIDE TOWERS,PR,LOS ANGELES,LOS ANGELES,LAX,CL54,7/16/2020,325.0,LOS ANGELES,LOS ANGELES,,HAWTHORNE,,N,34.03310277796744,-118.45128888872671,US Airports
1455,SAN CARLOS APACHE,PU,GLOBE,GILA,PHX,P13,7/16/2020,3260.80004883,PHOENIX,ALBUQUERQUE,,PRESCOTT,185.0,N,33.35313888873796,-110.66736111089358,US Airports
4910,BURLEY MUNI,PU,BURLEY,CASSIA,HLN,BYI,7/16/2020,4153.5,SALT LAKE CITY,SALT LAKE CITY,KBYI,BOISE,220.0,N,42.54261111117713,-113.7715277778227,US Airports
2032,KERN VALLEY,PU,KERNVILLE,KERN,LAX,L05,7/16/2020,2614.0,LOS ANGELES,LOS ANGELES,,RANCHO MURIETA,270.0,N,35.72822222220909,-118.4197222216951,US Airports
5137,40 ACRE AIRSTRIP,PR,SALMON,LEMHI,NONE,ID52,7/16/2020,4303.0,GREAT FALLS,SALT LAKE CITY,,BOISE,,N,45.15710138877841,-113.80202638930396,US Airports
5897,DICK'S STRIP,PR,ARCOLA,ALLEN,CHI,3II9,7/16/2020,850.0,CHICAGO,CHICAGO,,TERRE HAUTE,5.0,N,41.09726999966495,-85.24219527757106,US Airports
1634,CROSS CUT,PR,TEMPE,MARICOPA,PHX,AZ59,7/16/2020,1180.0,PHOENIX,ALBUQUERQUE,,PRESCOTT,,N,33.441711389370234,-111.95014388938462,US Airports
6232,DIAMOND P FIELD,PR,MUNCIE,DELAWARE,CHI,02IN,7/16/2020,904.0,ST LOUIS,INDIANAPOLIS,,TERRE HAUTE,,N,40.208888889178006,-85.54083333334277,US Airports
2779,GREELEY-WELD COUNTY,PU,GREELEY,WELD,DEN,GXY,7/16/2020,4696.79980469,CHEYENNE,DENVER,KGXY,DENVER,1198.0,N,40.43741666701101,-104.63322222188792,US Airports
2073,LODI MEMORIAL HOSPITAL,PR,LODI,SAN JOAQUIN,SFO,8CL7,7/16/2020,40.0,SAN FRANCISCO,OAKLAND,,RANCHO MURIETA,,N,38.12241666696881,-121.28671944406547,US Airports
5261,CARY FIRE DEPT,PU,CARY,MC HENRY,CHI,6IS1,7/16/2020,830.0,CHICAGO,CHICAGO,,KANKAKEE,4.0,N,42.212523888940375,-88.25230499970651,US Airports
4263,HEART OF GEORGIA RGNL,PU,EASTMAN,DODGE,ATL,EZM,7/16/2020,303.3999939,ATLANTA,JACKSONVILLE,KEZM,MACON,451.0,Y,32.216388888832604,-83.12866666705197,US Airports
5330,DECATUR MEMORIAL HOSPITAL,PR,DECATUR,MACON,CHI,8IS6,7/16/2020,750.0,ST LOUIS,KANSAS CITY,,SAINT LOUIS,,N,39.866941667072936,-88.96146944375344,US Airports
3662,BUCKNER,PR,MC ALPIN,SUWANNEE,ORL,8FD1,7/16/2020,90.0,JACKSONVILLE,JACKSONVILLE,,GAINESVILLE,6.0,N,30.09883833327817,-82.92762833278974,US Airports
4063,WILLISTON MEMORIAL HOSPITAL,PR,WILLISTON,LEVY,ORL,73FL,7/16/2020,45.0,JACKSONVILLE,JACKSONVILLE,,GAINESVILLE,,N,29.38302555582247,-82.45482611078049,US Airports
1768,BURNEY SHERIFF'S STATION,PR,BURNEY,SHASTA,SFO,CA01,7/16/2020,3127.0,SAN FRANCISCO,OAKLAND,,RANCHO MURIETA,,N,40.885125000209825,-121.66941944382664,US Airports
1996,HOLLISTER MUNI,PU,HOLLISTER,SAN BENITO,SFO,CVH,7/16/2020,230.6000061,SAN FRANCISCO,OAKLAND,KCVH,OAKLAND,343.0,N,36.893347500321795,-121.41027361056398,US Airports
2264,SWANSBORO COUNTRY,PR,PLACERVILLE,EL DORADO,SFO,01CL,7/16/2020,2594.0,SAN FRANCISCO,OAKLAND,,RANCHO MURIETA,9.0,N,38.79990222172416,-120.73437555566066,US Airports
3931,ROCKLEDGE,PR,ROCKLEDGE,BREVARD,ORL,21FA,7/16/2020,27.0,JACKSONVILLE,JACKSONVILLE,,SAINT PETERSBURG,21.0,N,28.299086110947613,-80.720780555735,US Airports
4170,CAIRO-GRADY COUNTY,PU,CAIRO,GRADY,ATL,70J,7/16/2020,263.70001221,JACKSONVILLE,JACKSONVILLE,,MACON,251.0,N,30.887972221706196,-84.15472222197823,US Airports
480,ALASKA HELIWORX,PR,PALMER,MATANUSKA-SUSITNA,NONE,AA08,7/16/2020,250.0,ANCHORAGE,ANCHORAGE,,KENAI,,N,61.59472222216371,-149.15388888935945,US Airports
4900,PEACEFUL COVE,PR,BOISE,ADA,HLN,14ID,7/16/2020,2920.0,SALT LAKE CITY,SALT LAKE CITY,,BOISE,10.0,N,43.67065277828676,-116.21123055641651,US Airports
3799,LYKES BRIGHTON,PR,OKEECHOBEE,GLADES,ORL,8FD5,7/16/2020,30.0,MIAMI,MIAMI,,MIAMI,,N,27.188936666823942,-81.0870111107751,US Airports
1560,ABACUS TOWER,PR,PHOENIX,MARICOPA,PHX,AZ41,7/16/2020,1850.0,PHOENIX,ALBUQUERQUE,,PRESCOTT,,N,33.48337611063987,-112.07014833339349,US Airports
1106,TAYLOR,PR,BRICKEYS,LEE,AOK,15AR,7/16/2020,220.0,MEMPHIS,MEMPHIS,,JONESBORO,,N,34.82586111106625,-90.5433333334025,US Airports
348,KOKHANOK,PU,KOKHANOK,LAKE AND PENINSULA,NONE,9K2,7/16/2020,114.69999695,KODIAK,ANCHORAGE,PFKK,ILIAMNA,111.0,N,59.4332861112008,-154.80259166655537,US Airports
3667,BLUE SPRINGS,PR,MADISON,MADISON,ORL,38FA,7/16/2020,95.0,JACKSONVILLE,JACKSONVILLE,,GAINESVILLE,5.0,N,30.483546111375265,-83.24986527839899,US Airports
