store_id,street,city,state,zip,phone,timezone,url,latitude,longitude,state_name,brand
5000,1621 E Financial Dr,Wasilla,AK,99654,9073579155,America/Anchorage,https://www.autozone.com/locations/ak/wasilla/1621-e-financial-dr.html,61.576392,-149.409646,Alaska,AutoZone
6105,12250 Old Glenn Hwy,Eagle River,AK,99577,9076229155,America/Anchorage,https://www.autozone.com/locations/ak/eagle-river/12250-old-glenn-hwy.html,61.331352,-149.5673,Alaska,AutoZone
6104,601 Muldoon Rd,Anchorage,AK,99504,9073330104,America/Anchorage,https://www.autozone.com/locations/ak/anchorage/601-muldoon-rd.html,61.21673,-149.733016,Alaska,AutoZone
6106,4700 Old Seward Hwy,Anchorage,AK,99503,9075610381,America/Anchorage,https://www.autozone.com/locations/ak/anchorage/4700-old-seward-hwy.html,61.178406,-149.869072,Alaska,AutoZone
6102,601 E Dimond Blvd,Anchorage,AK,99515,9073490330,America/Anchorage,https://www.autozone.com/locations/ak/anchorage/601-e-dimond-blvd.html,61.145745,-149.871214,Alaska,AutoZone
6103,44021 Sterling Hwy,Soldotna,AK,99669,9072605326,America/Anchorage,https://www.autozone.com/locations/ak/soldotna/44021-sterling-hwy.html,60.485014,-151.058454,Alaska,AutoZone
6109,4550 Old Airport Rd,Fairbanks,AK,99709,9074564688,America/Anchorage,https://www.autozone.com/locations/ak/fairbanks/4550-old-airport-rd.html,64.836135,-147.822921,Alaska,AutoZone
6108,38 College Rd,Fairbanks,AK,99701,9074557556,America/Anchorage,https://www.autozone.com/locations/ak/fairbanks/38-college-rd.html,64.850839,-147.70315,Alaska,AutoZone
4975,4991 Highway 280,Birmingham,AL,35242,2059815325,America/Chicago,https://www.autozone.com/locations/al/birmingham/4991-highway-280.html,33.42124,-86.695215,Alabama,AutoZone
3100,16798 Hwy 280,Chelsea,AL,35043,2056779085,America/Chicago,https://www.autozone.com/locations/al/chelsea/16798-hwy-280.html,33.348726,-86.633155,Alabama,AutoZone
4848,1694 Montgomery Hwy,Vestavia Hills,AL,35216,2059782304,America/Chicago,https://www.autozone.com/locations/al/vestavia-hills/1694-montgomery-hwy.html,33.388237,-86.808078,Alabama,AutoZone
3841,2180 Pelham Pkwy,Pelham,AL,35124,2059898350,America/Chicago,https://www.autozone.com/locations/al/pelham/2180-pelham-pkwy.html,33.33785,-86.79258,Alabama,AutoZone
226,130 Green Springs Hwy,Birmingham,AL,35209,2059429235,America/Chicago,https://www.autozone.com/locations/al/birmingham/130-green-springs-hwy.html,33.469296,-86.825992,Alabama,AutoZone
59,6600 1st Ave N,Birmingham,AL,35206,2055918770,America/Chicago,https://www.autozone.com/locations/al/birmingham/6600-1st-ave-n.html,33.54968,-86.74015,Alabama,AutoZone
60,724 3rd Ave W,Birmingham,AL,35204,2057888310,America/Chicago,https://www.autozone.com/locations/al/birmingham/724-3rd-ave-w.html,33.5057,-86.848348,Alabama,AutoZone
61,2616 32nd Ave N,Birmingham,AL,35207,2053287535,America/Chicago,https://www.autozone.com/locations/al/birmingham/2616-32nd-ave-n.html,33.554076,-86.817942,Alabama,AutoZone
306,3460 Pelham Pkwy,Pelham,AL,35124,2056634190,America/Chicago,https://www.autozone.com/locations/al/pelham/3460-pelham-pkwy.html,33.268348,-86.810504,Alabama,AutoZone
143,1720 Pinson Valley Pkwy,Birmingham,AL,35217,2058413237,America/Chicago,https://www.autozone.com/locations/al/birmingham/1720-pinson-valley-pkwy.html,33.58604,-86.77148,Alabama,AutoZone
113,1545 Bessemer Rd,Birmingham,AL,35208,2059257464,America/Chicago,https://www.autozone.com/locations/al/birmingham/1545-bessemer-rd.html,33.48521,-86.89057,Alabama,AutoZone
2355,1709 Ashville Rd,Leeds,AL,35094,2056992886,America/Chicago,https://www.autozone.com/locations/al/leeds/1709-ashville-rd.html,33.557987,-86.523976,Alabama,AutoZone
155,1121 Huffman Rd,Birmingham,AL,35215,2058534461,America/Chicago,https://www.autozone.com/locations/al/birmingham/1121-huffman-rd.html,33.609727,-86.686873,Alabama,AutoZone
227,656 Bessmer Highway,Midfield,AL,35228,2054266840,America/Chicago,https://www.autozone.com/locations/al/midfield/656-bessmer-highway.html,33.449873,-86.924797,Alabama,AutoZone
6373,2910 Morgan Rd,Bessemer,AL,35022,2054349257,America/Chicago,https://www.autozone.com/locations/al/bessemer/2910-morgan-rd.html,33.335595,-86.918534,Alabama,AutoZone
58,2032 Center Point Pkwy,Birmingham,AL,35215,2058561046,America/Chicago,https://www.autozone.com/locations/al/birmingham/2032-center-point-pkwy.html,33.640052,-86.684291,Alabama,AutoZone
269,1640 Forestdale Blvd,Birmingham,AL,35214,2057912300,America/Chicago,https://www.autozone.com/locations/al/birmingham/1640-forestdale-blvd.html,33.568618,-86.899632,Alabama,AutoZone
145,1331 9th Ave N,Bessemer,AL,35020,2054250560,America/Chicago,https://www.autozone.com/locations/al/bessemer/1331-9th-ave-n.html,33.40031,-86.96496,Alabama,AutoZone
6370,5192 Old Springville Rd,Pinson,AL,35126,2057258239,America/Chicago,https://www.autozone.com/locations/al/pinson/5192-old-springville-rd.html,33.656059,-86.646029,Alabama,AutoZone
390,3010 Allison Bonnet Memorial Dr,Hueytown,AL,35023,2057449150,America/Chicago,https://www.autozone.com/locations/al/hueytown/3010-allison-bonnet-memorial-dr.html,33.452209,-86.977396,Alabama,AutoZone
203,204 Fieldstown Rd,Gardendale,AL,35071,2056316036,America/Chicago,https://www.autozone.com/locations/al/gardendale/204-fieldstown-rd.html,33.652257,-86.811836,Alabama,AutoZone
5441,281 Supercenter Dr,Calera,AL,35040,2056909343,America/Chicago,https://www.autozone.com/locations/al/calera/281-supercenter-dr.html,33.144848,-86.751418,Alabama,AutoZone
6518,450 Odenville Place,Odenville,AL,35120,2057258243,America/Chicago,https://www.autozone.com/locations/al/odenville/450-odenville-place.html,,,Alabama,AutoZone
3952,32471 US Highway 280,Childersburg,AL,35044,2563787553,America/Chicago,https://www.autozone.com/locations/al/childersburg/32471-us-highway-280.html,33.28041,-86.3606,Alabama,AutoZone
3844,4606 Highway 25,Montevallo,AL,35115,2056659741,America/Chicago,https://www.autozone.com/locations/al/montevallo/4606-highway-25.html,33.09376,-86.85487,Alabama,AutoZone
80,809 Martin St N,Pell City,AL,35125,2053387932,America/Chicago,https://www.autozone.com/locations/al/pell-city/809-martin-st-n.html,33.59579,-86.28319,Alabama,AutoZone
314,50 Industry Ave,Sylacauga,AL,35150,2562451195,America/Chicago,https://www.autozone.com/locations/al/sylacauga/50-industry-ave.html,33.16761,-86.2534,Alabama,AutoZone
6150,20031 US Highway 11,Woodstock,AL,35188,2052860065,America/Chicago,https://www.autozone.com/locations/al/woodstock/20031-us-highway-11.html,33.215098,-87.165657,Alabama,AutoZone
183,716 Battle St E,Talladega,AL,35160,2563623900,America/Chicago,https://www.autozone.com/locations/al/talladega/716-battle-st-e.html,33.437737,-86.08822,Alabama,AutoZone
2311,204 2nd Ave W,Oneonta,AL,35121,2056254266,America/Chicago,https://www.autozone.com/locations/al/oneonta/204-2nd-ave-w.html,33.943746,-86.480373,Alabama,AutoZone
2317,724 7th St S,Clanton,AL,35045,2057559979,America/Chicago,https://www.autozone.com/locations/al/clanton/724-7th-st-s.html,32.827906,-86.623953,Alabama,AutoZone
210,232 Highway 78 W,Jasper,AL,35501,2052216710,America/Chicago,https://www.autozone.com/locations/al/jasper/232-highway-78-w.html,33.850183,-87.275457,Alabama,AutoZone
