store_id,street,city,state,zip,latitude,longitude,phone,state_name,brand
3178,6079 Hwy 6 N.,Houston,TX,77084,29.8672,-95.6459,2818555461,Texas,CVS
7805,5757 New Territory Blvd,Sugar Land,TX,77479,29.5909,-95.6771,2815655905,Texas,CVS
7459,2102 Eldridge Rd.,Sugar Land,TX,77478,29.6515,-95.6182,2812422890,Texas,CVS
5884,12260 Bellaire Blvd.,Houston,TX,77072,29.7043,-95.5956,2817763866,Texas,CVS
16386,6955 Highway 6 N,Houston,TX,77084,29.8774,-95.6475,,Texas,CVS
5839,8960 Barker Cypress Rd.,Cypress,TX,77433,29.9081,-95.6852,2816563520,Texas,CVS
6728,11540 Westheimer Rd,Houston,TX,77077,29.7373,-95.5817,2816798031,Texas,CVS
17283,23912 Commercial Dr,Rosenberg,TX,77471,29.5484,-95.7514,,Texas,CVS
11096,4110 Williams Way Blvd.,Richmond,TX,77469,29.5595,-95.7161,2812397071,Texas,CVS
8385,12381 W. Bellfort St.,Meadows Place,TX,77477,29.6598,-95.5973,2817763070,Texas,CVS
5969,5725 N. Eldridge Pkwy.,Houston,TX,77041,29.8511,-95.6072,7138561464,Texas,CVS
10637,6750 Reading Road,Rosenberg,TX,77471,29.5401,-95.7524,2812393899,Texas,CVS
10602,"10515 Fry Rd., Building A1",Cypress,TX,77433,29.9396,-95.7241,2812568779,Texas,CVS
3181,11112 Richmond Ave.,Houston,TX,77042,29.7283,-95.5708,7134582871,Texas,CVS
16017,10801 Westheimer Rd,Houston,TX,77042,29.7350,-95.5687,,Texas,CVS
10692,13505 University Blvd,Sugar Land,TX,77479,29.5847,-95.6475,2812079790,Texas,CVS
3701,1410 Crabb River Rd.,Richmond,TX,77469,29.5529,-95.6941,2815458841,Texas,CVS
16909,16300 Southwest Fwy,Sugar Land,TX,77479,29.5961,-95.6277,,Texas,CVS
5882,10902 Bissonett Rd.,Houston,TX,77099,29.6749,-95.5709,2817763874,Texas,CVS
7285,13829 Southwest Fwy,Sugar Land,TX,77478,29.6214,-95.5987,2814917551,Texas,CVS
5907,16515 Lexington Blvd.,Sugar Land,TX,77479,29.5881,-95.6228,2819806666,Texas,CVS
6752,12502 Memorial Dr.,Houston,TX,77024,29.7666,-95.5504,7134656443,Texas,CVS
3190,9101 Hwy 6 North,Houston,TX,77095,29.9102,-95.6294,2818593210,Texas,CVS
8912,1002 Gessner Drive,Houston,TX,77055,29.7858,-95.5435,7136470259,Texas,CVS
16769,984 Gessner Rd,Houston,TX,77024,29.7827,-95.5415,,Texas,CVS
3693,7950 S. Gessner Rd.,Houston,TX,77036,29.6914,-95.5361,7134846011,Texas,CVS
17014,25901 State Highway 290,Cypress,TX,77429,29.9692,-95.6962,,Texas,CVS
7364,8620 Jones Rd.,Houston,TX,77065,29.8912,-95.5828,2815174222,Texas,CVS
1339,26265 Northwest Freeway,Cypress,TX,77429,29.9731,-95.7008,2817580092,Texas,CVS
17227,12701 Fm 1960 Rd W,Houston,TX,77065,29.9186,-95.6050,,Texas,CVS
17222,8605 Westheimer Rd,Houston,TX,77063,29.7345,-95.5177,,Texas,CVS
4474,2781 Dulles Ave.,Missouri City,TX,77459,29.5839,-95.5799,2814032269,Texas,CVS
3006,9455 Hammerly Blvd.,Houston,TX,77080,29.8093,-95.5240,7137221491,Texas,CVS
4983,11600 Fm 1960 Rd. W.,Houston,TX,77065,29.9274,-95.5954,2815177258,Texas,CVS
3176,7102 Beechnut St.,Houston,TX,77074,29.6927,-95.5108,7137716652,Texas,CVS
5320,8550 West Airport Blvd.,Houston,TX,77071,29.6423,-95.5272,7135962163,Texas,CVS
7486,6532 San Felipe Rd.,Houston,TX,77057,29.7509,-95.5000,7137891681,Texas,CVS
10906,22125 Cumberland Ridge Dr.,Cypress,TX,77433,30.0146,-95.7680,2817581031,Texas,CVS
6005,7710 Gessner Rd.,Houston,TX,77040,29.8866,-95.5403,7138491100,Texas,CVS
16698,6000 Highway 6,Missouri City,TX,77459,29.5656,-95.5679,,Texas,CVS
10350,4523 L J Parkway,Sugar Land,TX,77479,29.5479,-95.5859,2812650562,Texas,CVS
3156,9125 Hillcroft St.,Houston,TX,77096,29.6791,-95.4922,7132710998,Texas,CVS
6726,8201 Katy Freeway,Houston,TX,77024,29.7830,-95.4854,7139577500,Texas,CVS
4456,12234 Jones Rd.,Houston,TX,77070,29.9521,-95.5842,2815175691,Texas,CVS
16298,13250 Northwest Fwy,Houston,TX,77040,29.8494,-95.5019,,Texas,CVS
7390,1610 Cartwright Rd,Missouri City,TX,77489,29.5841,-95.5267,2818350907,Texas,CVS
5273,5430 Bissonnet St.,Bellaire,TX,77401,29.7044,-95.4757,7132182291,Texas,CVS
8388,802 Meyer Street,Sealy,TX,77474,29.7756,-96.1557,9798853538,Texas,CVS
7753,5402 Westheimer Rd Ste K,Houston,TX,77056,29.7397,-95.4712,7138771479,Texas,CVS
3177,5204 Richmond Ave.,Houston,TX,77056,29.7321,-95.4673,7139610874,Texas,CVS
4397,12550 Louetta Rd.,Cypress,TX,77429,29.9970,-95.6135,2812577793,Texas,CVS
7038,6504 W Little York,Houston,TX,77040,29.8669,-95.4881,7139379600,Texas,CVS
2988,4755 Westheimer Rd.,Houston,TX,77027,29.7408,-95.4575,7133861091,Texas,CVS
17091,300 Meyerland Plaza Mall,Houston,TX,77096,29.6872,-95.4621,,Texas,CVS
6294,5212 Antoine Dr,Houston,TX,77092,29.8406,-95.4724,7136822533,Texas,CVS
11463,4930 W. Bellfort Ave Unit B,Houston,TX,77035,29.6705,-95.4639,7138302211,Texas,CVS
16368,4323 San Felipe St,Houston,TX,77027,29.7446,-95.4531,,Texas,CVS
8445,6220 Sienna Pkwy,Missouri City,TX,77459,29.5375,-95.5343,2817789980,Texas,CVS
5667,19715 Tomball Parkway,Houston,TX,77070,29.9812,-95.5690,2815171767,Texas,CVS
5269,5510 W. Orem Dr.,Houston,TX,77085,29.6277,-95.4659,7137231118,Texas,CVS
16491,21515 Tomball Pkwy,Houston,TX,77070,29.9994,-95.5843,,Texas,CVS
6240,3939 Bellaire Blvd,Houston,TX,77025,29.7053,-95.4397,8327789025,Texas,CVS
7485,31013 Fm 2920 Rd.,Waller,TX,77484,30.0624,-95.9113,9363729141,Texas,CVS
17154,6801 Fm 1960 Rd W,Houston,TX,77069,29.9677,-95.5307,,Texas,CVS
4706,12601 Tomball Pkwy.,Houston,TX,77086,29.9108,-95.4807,2812727190,Texas,CVS
7126,2910 Westheimer Rd,Houston,TX,77098,29.7426,-95.4219,7135260062,Texas,CVS
10301,1525 North Loop West,Houston,TX,77008,29.8119,-95.4288,7138687456,Texas,CVS
5685,4700 Kirby Dr.,Houston,TX,77098,29.7296,-95.4192,7135332200,Texas,CVS
5906,24203 Tomball Pkwy.,Tomball,TX,77375,30.0353,-95.6052,2812554020,Texas,CVS
5258,9838 Buffalo Speedway,Houston,TX,77025,29.6790,-95.4256,7132184491,Texas,CVS
7479,6011 Kirby Dr,Houston,TX,77005,29.7180,-95.4180,7135223983,Texas,CVS
7476,5401 Washington Ave,Houston,TX,77007,29.7702,-95.4169,7138613883,Texas,CVS
6238,4451 W Fuqua St,Houston,TX,77045,29.6129,-95.4454,7134336447,Texas,CVS
7154,5603 Fm1960 W,Houston,TX,77069,29.9787,-95.5137,2813974030,Texas,CVS
7428,8317 Louetta Rd,Spring,TX,77379,30.0119,-95.5393,8327173386,Texas,CVS
8335,8754 Spring Cypress Rd.,Spring,TX,77379,30.0331,-95.5563,2812574320,Texas,CVS
10980,10833 Gleannloch Forest Dr.,Spring,TX,77379,30.0524,-95.5786,8327170844,Texas,CVS
5981,2828 Spears Rd.,Houston,TX,77067,29.9655,-95.4644,2815836250,Texas,CVS
11278,1802 W. Mount Houston Road,Houston,TX,77038,29.8986,-95.4304,2819252740,Texas,CVS
17023,14302 Fm 2920 Rd,Tomball,TX,77377,30.0921,-95.6392,,Texas,CVS
5838,3140 Fm 1960 Rd. W.,Houston,TX,77068,30.0000,-95.4779,2818801092,Texas,CVS
7448,815 W. Main St.,Tomball,TX,77375,30.0934,-95.6233,2812558265,Texas,CVS
5910,4150 N. Shepherd,Houston,TX,77018,29.8269,-95.4099,7138844040,Texas,CVS
7092,110 W. 20Th St.,Houston,TX,77008,29.8037,-95.3989,8326737131,Texas,CVS
5799,6301 El Dorado Pkwy.,Mckinney,TX,75070,33.1733,-96.6988,9725424356,Texas,CVS
334,8995 Stacy Rd.,Mckinney,TX,75070,33.1515,-96.7323,9725699423,Texas,CVS
17225,8900 State Hwy 121,Mckinney,TX,75070,33.1296,-96.7307,,Texas,CVS
8394,1210 N. Alma Drive,Allen,TX,75013,33.1162,-96.6977,2143830174,Texas,CVS
17548,"150 E. Stacy Rd, Ste 2400",Allen,TX,75002,33.1235,-96.6613,,Texas,CVS
8321,2100 El Dorado Pkwy,Mckinney,TX,75070,33.1728,-96.6446,2145850472,Texas,CVS
5380,8953 Virginia Pkwy.,Mckinney,TX,75071,33.2030,-96.7321,2145920872,Texas,CVS
16585,907 W Mcdermott Dr,Allen,TX,75013,33.0992,-96.6832,,Texas,CVS
10581,12740 Eldorado Pkwy.,Frisco,TX,75035,33.1749,-96.7674,4693625206,Texas,CVS
3718,1550 Stacy Rd.,Allen,TX,75002,33.1289,-96.6293,9723907650,Texas,CVS
5952,2313 W. University Ave.,Mckinney,TX,75071,33.2162,-96.6448,9725482856,Texas,CVS
3200,2140 Hedgcoxe Rd.,Plano,TX,75025,33.0856,-96.7360,9725176480,Texas,CVS
1104,1540 E. Main St.,Allen,TX,75002,33.0997,-96.6295,2143839765,Texas,CVS
17401,2025 N Central Expy,Mckinney,TX,75070,33.2204,-96.6387,,Texas,CVS
3724,8940 Coit Rd.,Plano,TX,75025,33.1004,-96.7709,9723774966,Texas,CVS
10641,2451 E. University Drive,Prosper,TX,75078,33.2194,-96.7670,9723479043,Texas,CVS
7751,7230 Preston Rd,Frisco,TX,75034,33.1384,-96.8037,9723354979,Texas,CVS
8393,2101 W. Spring Creek Pkwy.,Plano,TX,75023,33.0598,-96.7339,9729430601,Texas,CVS
16889,3201 Preston Rd,Frisco,TX,75034,33.1048,-96.8125,,Texas,CVS
2876,201 S. Preston Rd.,Prosper,TX,75078,33.2350,-96.7895,9723476375,Texas,CVS
17871,401 Gates Parkway,Prosper,TX,75078,33.2202,-96.8059,,Texas,CVS
11276,6225 Eldorado Parkway,Frisco,TX,75033,33.1745,-96.8319,9729871390,Texas,CVS
4625,525 W. Parker Rd.,Plano,TX,75023,33.0407,-96.7074,9724243675,Texas,CVS
10479,4000 W. Spring Creek Pkwy,Plano,TX,75024,33.0556,-96.7710,4696067586,Texas,CVS
16014,120 W Parker Rd,Plano,TX,75075,33.0367,-96.7077,,Texas,CVS
17403,4885 Eldorado Pkwy,Frisco,TX,75033,33.1731,-96.8446,,Texas,CVS
5965,6761 Preston Rd.,Plano,TX,75024,33.0640,-96.7970,9724037357,Texas,CVS
7287,2454 Jupiter Rd,Plano,TX,75074,33.0307,-96.6812,9725788607,Texas,CVS
7825,5401 Lebanon,Frisco,TX,75034,33.1158,-96.8404,9726248170,Texas,CVS
7562,9075 Legacy Dr.,Frisco,TX,75033,33.1539,-96.8488,2143873094,Texas,CVS
1792,4201 E. Park Ave.,Plano,TX,75074,33.0321,-96.6471,9724240067,Texas,CVS
11297,6125 Legacy Drive,Plano,TX,75024,33.0788,-96.8294,9723789633,Texas,CVS
7453,2200 Coit Rd.,Plano,TX,75075,33.0272,-96.7684,9728675353,Texas,CVS
10887,8516 Parker Road East,Wylie,TX,75098,33.0542,-96.5686,9724299847,Texas,CVS
10665,1555 East Renner Rd.,Richardson,TX,75082,32.9978,-96.6961,9722381395,Texas,CVS
8336,2591 Fm 423,Little Elm,TX,75068,33.1778,-96.8867,9727318032,Texas,CVS
10523,270 Stonebrook Pkwy.,Frisco,TX,75036,33.1453,-96.8902,2144691143,Texas,CVS
7804,6401 W Parker Rd,Plano,TX,75093,33.0458,-96.8402,9724038128,Texas,CVS
10524,1177 Us Hwy 380,Frisco,TX,75068,33.2180,-96.8811,4692961060,Texas,CVS
16890,2200 Dallas Pkwy,Plano,TX,75093,33.0308,-96.8269,,Texas,CVS
6920,5300 South Colony,The Colony,TX,75056,33.0837,-96.8762,9726240605,Texas,CVS
10027,750 E. Fm 544,Murphy,TX,75094,33.0110,-96.5960,9724295047,Texas,CVS
10016,311 E. Princeton Dr.,Princeton,TX,75407,33.1735,-96.4965,9727362259,Texas,CVS
10673,"2600 Sam Rayburn Hwy,",Melissa,TX,75454,33.2830,-96.5609,9728371061,Texas,CVS
17573,3440 W Fm 544,Wylie,TX,75098,33.0087,-96.5939,,Texas,CVS
6982,6749 Main St,The Colony,TX,75056,33.0960,-96.8932,9726253207,Texas,CVS
10413,"310 So. Preston Rd.,",Celina,TX,75009,33.3203,-96.7765,9723828668,Texas,CVS
11015,18081 Preston Road,Dallas,TX,75252,32.9979,-96.7986,4697493946,Texas,CVS
17550,4760 State Hwy 121,Lewisville,TX,75056,33.0639,-96.8844,,Texas,CVS
7156,605 W. Campbell Rd.,Richardson,TX,75080,32.9776,-96.7411,9722313522,Texas,CVS
16901,16731 Coit Rd,Dallas,TX,75248,32.9828,-96.7699,,Texas,CVS
6963,7102 Campbell Rd,Dallas,TX,75248,32.9787,-96.7851,9729317045,Texas,CVS
7623,4610 Frankford Rd,Dallas,TX,75287,32.9970,-96.8278,9727326197,Texas,CVS
3292,750 W. Fm 544,Wylie,TX,75098,33.0070,-96.5484,9724297545,Texas,CVS
16821,5301 N Garland Ave,Garland,TX,75040,32.9660,-96.6466,,Texas,CVS
7824,5702 Lavon Dr,Garland,TX,75040,32.9678,-96.6071,9724955595,Texas,CVS
8440,4205 N. Josey Ln.,Carrollton,TX,75010,33.0255,-96.8856,9724921706,Texas,CVS
5259,2129 E. Belt Line Rd.,Richardson,TX,75081,32.9459,-96.6835,9722358417,Texas,CVS
10402,2740 W. White Street,Anna,TX,75409,33.3460,-96.5842,9729248686,Texas,CVS
10977,7979 Belt Line Road,Dallas,TX,75254,32.9512,-96.7693,9729367998,Texas,CVS
7440,17410 Marsh Ln,Dallas,TX,75287,32.9876,-96.8543,9723064931,Texas,CVS
7481,1372 Beltline Rd,Garland,TX,75040,32.9445,-96.6469,9724951933,Texas,CVS
16766,601 S Plano Rd,Richardson,TX,75081,32.9401,-96.6967,,Texas,CVS
5963,15105 Preston Rd.,Dallas,TX,75248,32.9547,-96.8051,9727631527,Texas,CVS
6983,3065 N Josey Ln Ste 64,Carrollton,TX,75007,32.9996,-96.8877,9724920425,Texas,CVS
6967,1425 E Buckingham Rd,Richardson,TX,75081,32.9317,-96.6990,9722318713,Texas,CVS
11133,129 Shahan Prairie Road,Oak Point,TX,75068,33.1861,-96.9760,4692870454,Texas,CVS
5894,13033 Coit Rd.,Dallas,TX,75240,32.9265,-96.7698,9723929634,Texas,CVS
7196,"4100 State Hwy 121,",Carrollton,TX,75010,33.0224,-96.9329,9729397062,Texas,CVS
3900,14041 Noel Rd.,Dallas,TX,75240,32.9390,-96.8187,9723878664,Texas,CVS
6847,2510 W Walnut St,Garland,TX,75042,32.9159,-96.6661,9724858200,Texas,CVS
6960,2142 N Josey Ln,Carrollton,TX,75006,32.9729,-96.8892,9724461915,Texas,CVS
16970,3730 Belt Line Rd,Addison,TX,75001,32.9507,-96.8544,,Texas,CVS
16003,13131 Montfort Dr,Dallas,TX,75240,32.9279,-96.8134,,Texas,CVS
5844,9390 Forest Ln.,Dallas,TX,75243,32.9084,-96.7361,2143413600,Texas,CVS
10138,11101 Us 380,Crossroads,TX,76227,33.2253,-96.9887,9403655762,Texas,CVS
7288,11661 Preston Rd. Ste 218,Dallas,TX,75230,32.9088,-96.8054,2143631571,Texas,CVS
7431,3430 Lakeview Pkwy,Rowlett,TX,75088,32.9074,-96.5696,9724752597,Texas,CVS
11162,2702 Valwood Pkwy,Farmers Branch,TX,75234,32.9378,-96.8899,9722413862,Texas,CVS
17310,4701 Lakeview Pkwy,Rowlett,TX,75088,32.9090,-96.5587,,Texas,CVS
7740,10455 N Central Expy,Dallas,TX,75231,32.8881,-96.7719,2143693872,Texas,CVS
6965,7203 Skillman St.,Dallas,TX,75231,32.8791,-96.7357,2143494400,Texas,CVS
7672,3798 Forest Lane,Dallas,TX,75244,32.9090,-96.8520,2143574667,Texas,CVS
16734,725 Hebron Pkwy,Lewisville,TX,75057,33.0070,-96.9791,,Texas,CVS
4777,3034 South 1St Street,Garland,TX,75041,32.8794,-96.6304,9722713801,Texas,CVS
6824,8024 Walnut Hill Ln.,Dallas,TX,75231,32.8799,-96.7674,2143683050,Texas,CVS
10068,8626 Lakeview Pkwy.,Rowlett,TX,75088,32.9172,-96.5172,9724123746,Texas,CVS
8337,2004 North Goliad,Rockwall,TX,75087,32.9509,-96.4619,9727224706,Texas,CVS
2977,100 W. Corporate Drive,Lewisville,TX,75067,33.0115,-96.9937,9724597725,Texas,CVS
3187,1000 E. Sandy Lake Rd.,Coppell,TX,75019,32.9700,-96.9593,9723041061,Texas,CVS
7149,2899 Forest Lane,Dallas,TX,75234,32.9098,-96.8824,9722410175,Texas,CVS
6865,1099 W. Main St,Lewisville,TX,75067,33.0426,-97.0201,9724363553,Texas,CVS
16907,6419 Skillman St,Dallas,TX,75231,32.8657,-96.7458,,Texas,CVS
7498,1496 Fm 407,Lewisville,TX,75077,33.0707,-97.0350,9723172392,Texas,CVS
10909,6474 E. Northwest Hwy,Dallas,TX,75214,32.8567,-96.7503,4692324590,Texas,CVS
16011,6464 E Northwest Hwy Ste 212,Dallas,TX,75214,32.8568,-96.7525,,Texas,CVS
7748,10003 Marsh Ln,Dallas,TX,75229,32.8812,-96.8570,2143584865,Texas,CVS
16683,8801 Queens Blvd,Elmhurst,NY,11373,40.7358,-73.8745,,New York,CVS
1113,89-11 Northern Blvd.,Jackson Heights,NY,11372,40.7564,-73.8787,7184262508,New York,CVS
17755,40-25 82Nd Street,Elmhurst,NY,11373,40.7468,-73.8838,,New York,CVS
2057,100-02 Queens Boulevard,Forest Hills,NY,11375,40.7266,-73.8538,7185202334,New York,CVS
17505,4024 College Point Blvd,Flushing,NY,11354,40.7574,-73.8349,,New York,CVS
491,7209 Northern Boulevard,Jackson Heights,NY,11372,40.7550,-73.8945,7185338434,New York,CVS
17684,7000 Austin St,Forest Hills,NY,11375,40.7209,-73.8473,,New York,CVS
5830,108-11 Queens Blvd,Forest Hills,NY,11375,40.7216,-73.8435,7185444585,New York,CVS
5773,69-80 Grand Ave.,Maspeth,NY,11378,40.7272,-73.8927,7184242846,New York,CVS
2975,7960 Metropolitan Avenue,Middle Village,NY,11379,40.7128,-73.8719,7183264910,New York,CVS
7881,97-15 Metropolitan Avenue,Forest Hills,NY,11375,40.7114,-73.8550,7182611647,New York,CVS
499,118-10 Queens Boulevard,Forest Hills,NY,11375,40.7147,-73.8324,7185204530,New York,CVS
16512,13505 20Th Ave,College Point,NY,11356,40.7838,-73.8334,,New York,CVS
3146,30-97 Steinway St.,Astoria,NY,11103,40.7613,-73.9171,7186262712,New York,CVS
549,61-15 Metropolitan Ave.,Ridgewood,NY,11385,40.7130,-73.9011,7184979192,New York,CVS
1058,41-08 Queens Blvd.,Sunnyside,NY,11104,40.7433,-73.9231,7183616014,New York,CVS
7576,31-01 Ditmars Blvd.,Astoria,NY,11105,40.7761,-73.9104,7185450128,New York,CVS
1107,68-02 Myrtle Avenue,Glendale,NY,11385,40.7014,-73.8845,7184561165,New York,CVS
2062,85-29 126Th Street,Kew Gardens,NY,11415,40.7035,-73.8245,7188505811,New York,CVS
5159,2021 Francis Lewis Blvd.,Whitestone,NY,11357,40.7799,-73.8020,7182252653,New York,CVS
2095,61-26 188Th Street,Fresh Meadows,NY,11365,40.7397,-73.7866,7184544433,New York,CVS
2280,329-339 Wyckoff Ave,Ridgewood,NY,11385,40.6998,-73.9111,7186283971,New York,CVS
2041,83-02 Atlantic Avenue,Ozone Park,NY,11416,40.6852,-73.8574,7182962153,New York,CVS
11038,153-01 10Th Avenue,Whitestone,NY,11357,40.7946,-73.8081,7187670876,New York,CVS
17806,160-08 Jamaica Avenue,Jamaica,NY,11432,40.7039,-73.7991,,New York,CVS
2718,178-02 Hillside Ave.,Jamaica,NY,11432,40.7123,-73.7848,7182917373,New York,CVS
2719,97-01 Liberty Ave.,Ozone Park,NY,11417,40.6814,-73.8418,7188358383,New York,CVS
17877,"2501 Jackson Avenue,",Long Island City,NY,11101,40.7421,-73.7694,,New York,CVS
542,212-20 Northern Boulevard,Bayside,NY,11361,40.7597,-73.7697,7182813223,New York,CVS
10042,859 Manhattan Ave.,Brooklyn,NY,11222,40.7292,-73.9541,7183892403,New York,CVS
2411,1569 First Avenue,New York,NY,10028,40.7742,-73.9517,2122495198,New York,CVS
11060,1-50 50Th Ave,Long Island City,NY,11101,40.7435,-73.9587,7187293197,New York,CVS
10970,305 East 86Th St.,New York,NY,10028,40.7779,-73.9514,2127222003,New York,CVS
1906,"215-08 73Rd Ave, Windsor Park S/C",Bayside,NY,11364,40.7403,-73.7591,7184792782,New York,CVS
2144,1396 Second Avenue,New York,NY,10021,40.7690,-73.9580,2122495699,New York,CVS
2036,"1622 Third Ave, Borough Of Manhattan",New York,NY,10128,40.7822,-73.9518,2128767016,New York,CVS
17649,815 Hutchinson River Pkwy,Bronx,NY,10465,40.8236,-73.8374,,New York,CVS
17815,150 East 86Th Street,New York,NY,10028,40.7792,-73.9553,,New York,CVS
5772,1500 Lexington Ave.,New York,NY,10029,40.7865,-73.9507,2122893846,New York,CVS
3295,1241 Lexington Ave,New York,NY,10028,40.7783,-73.9563,2125353438,New York,CVS
2717,1294 Lexington Ave.,New York,NY,10128,40.7804,-73.9551,2129963000,New York,CVS
4958,"27 N. 6Th St.,",Brooklyn,NY,11249,40.7200,-73.9623,7183882799,New York,CVS
3621,170-05 Linden Blvd.,Jamaica,NY,11434,40.6919,-73.7797,7182629533,New York,CVS
11014,969 Second Avenue,New York,NY,10022,40.7559,-73.9681,2129351819,New York,CVS
8940,1688 Westchester Ave.,Bronx,NY,10472,40.8302,-73.8711,7188422217,New York,CVS
3096,3775 E. Tremont Ave.,Bronx,NY,10465,40.8256,-73.8205,7185973757,New York,CVS
2438,282 East 149Th Street,Bronx,NY,10451,40.8170,-73.9221,7186655600,New York,CVS
10654,757 3Rd Ave.,New York,NY,10017,40.7539,-73.9715,2127582503,New York,CVS
3752,630 Lexington Avenue,New York,NY,10022,40.7587,-73.9711,9173698688,New York,CVS
6030,157-05 Cross Bay Blvd.,Howard Beach,NY,11414,40.6624,-73.8401,7188484507,New York,CVS
7019,150 East 42Nd St.,New York,NY,10017,40.7507,-73.9749,2126618139,New York,CVS
3224,130 Lenox Ave.,New York,NY,10026,40.8021,-73.9492,2123482199,New York,CVS
8968,222 East 34Th Street,New York,NY,10016,40.7448,-73.9765,2125322354,New York,CVS
2737,115 W. 125Th Street,New York,NY,10027,40.8081,-73.9457,2128645431,New York,CVS
17750,512 Second Ave,New York,NY,10016,40.7413,-73.9782,,New York,CVS
144,219-39 89Th Avenue,Queens Village,NY,11427,40.7294,-73.7437,7184793774,New York,CVS
560,242-24 Northern Boulevard,Douglaston,NY,11362,40.7651,-73.7432,7182250864,New York,CVS
2434,338 East 23Rd St.,New York,NY,10010,40.7373,-73.9799,2125051555,New York,CVS
17817,795 Columbus Avenue,New York,NY,10025,40.7943,-73.9660,,New York,CVS
7186,420 Fifth Ave,New York,NY,10018,40.7510,-73.9831,2123027234,New York,CVS
17526,700 Exterior St,Bronx,NY,10451,40.8240,-73.9300,,New York,CVS
2557,253 First Avenue,New York,NY,10003,40.7319,-73.9825,2122541454,New York,CVS
11226,387 Park Ave South,New York,NY,10016,40.7428,-73.9843,2126013748,New York,CVS
16740,519 Gateway Dr,Brooklyn,NY,11239,40.6528,-73.8701,,New York,CVS
11237,358 5Th Avenue,New York,NY,10001,40.7488,-73.9848,2128245050,New York,CVS
10112,288 St. Nicholas Ave.,New York,NY,10027,40.8105,-73.9526,2122220966,New York,CVS
10298,241 West 57Th St.,New York,NY,10019,40.7668,-73.9823,2122475848,New York,CVS
2457,320 Fifth Avenue,New York,NY,10001,40.7474,-73.9857,2122792856,New York,CVS
11059,1619 Broadway,New York,NY,10019,40.7610,-73.9845,6464165752,New York,CVS
2360,743 Amsterdam Avenue,New York,NY,10025,40.7941,-73.9700,2122800596,New York,CVS
10826,"1440 Broadway, Floors 1 & 2",New York,NY,10018,40.7544,-73.9865,2122213844,New York,CVS
2445,540 Amsterdam Avenue,New York,NY,10024,40.7879,-73.9751,2127122821,New York,CVS
2962,300 Park Ave. South,New York,NY,10010,40.7398,-73.9870,2129825193,New York,CVS
2168,1 Columbus Place,New York,NY,10019,40.7688,-73.9854,2122450636,New York,CVS
17726,112 W 34Th St,New York,NY,10120,40.7500,-73.9887,,New York,CVS
2427,215 Park Avenue South,New York,NY,10003,40.7369,-73.9885,6466028237,New York,CVS
4014,2182 Broadway,New York,NY,10024,40.7825,-73.9805,2127990102,New York,CVS
