store_number,address,city,state,zip,latitude,longitude,phone,state_name,brand,updated
12246,3588 Us Highway 31 South,Pelham,AL,35124-2034,33.264004,-86.812625,2056322913,Alabama,Dollar General,2024-03-13
814,3048 Pelham Pkwy,Pelham,AL,35124-2020,33.2931,-86.8121,2059202593,Alabama,Dollar General,2024-03-13
23106,6818 Hwy 36,Randolph,AL,36793,32.89902,-86.91276,2565025256,Alabama,Dollar General,2024-03-13
13847,2007 Avenue H,Birmingham,AL,35218-1625,33.509919,-86.893931,2055586724,Alabama,Dollar General,2024-03-13
8266,2314 Warrior Rd,Birmingham,AL,35208-3514,33.498554,-86.876633,2057193070,Alabama,Dollar General,2024-03-13
9521,2144 Tyler Rd,Hoover,AL,35226-1305,33.4176,-86.8434,2053798350,Alabama,Dollar General,2024-03-13
10021,8340 Hwy 261,Pelham,AL,35124-2581,33.335336,-86.808874,2056058533,Alabama,Dollar General,2024-03-13
7484,12231 Hwy 96,Millport,AL,35576-0505,33.5606,-88.0728,2565300838,Alabama,Dollar General,2024-03-13
24785,1367 M L King Memorial Pkwy,Marion,AL,36756-4418,32.6397,-87.2955,3349301445,Alabama,Dollar General,2024-03-13
2834,1509 S Main,Graysville,AL,35073-0272,33.612469,-86.963463,2056752055,Alabama,Dollar General,2024-03-13
10172,2419 Palomino Lane,Birmingham,AL,35214-1917,33.581,-86.9211,2055062477,Alabama,Dollar General,2024-03-13
11753,917 Dennison Avenue,Birmingham,AL,35211-3874,33.479931,-86.844204,2055586748,Alabama,Dollar General,2024-03-13
19662,31 County Rd 868,Montevallo,AL,35115,33.048061,-86.811063,2054763225,Alabama,Dollar General,2024-03-13
721,1290 S Washington St,Marion,AL,36756-3417,32.618509,-87.317041,3342479828,Alabama,Dollar General,2024-03-13
9358,6783 Horsecreek Blvd,Cordova,AL,35550-4359,33.753865,-87.163226,2057405385,Alabama,Dollar General,2024-03-13
15289,2375 Sharon Blvd,Dora,AL,35062-4718,33.729626,-87.089646,2059202644,Alabama,Dollar General,2024-03-13
12094,1552 Forestdale Blvd,Birmingham,AL,35214-3018,33.567086,-86.898333,2057305094,Alabama,Dollar General,2024-03-13
13214,915 3rd Ave. West,Birmingham,AL,35204-4608,33.504835,-86.851426,2055986115,Alabama,Dollar General,2024-03-13
30424,701 Montgomery Hwy #101,Vestavia Hills,AL,35216-1839,33.4467,-86.7901,2053797725,Alabama,Dollar General,2024-03-13
24319,1241 6th Ave,Calera,AL,35040,33.1107,-86.7525,6592500756,Alabama,Dollar General,2024-03-13
4417,11040 Hwy 25,Calera,AL,35040-0705,33.102469,-86.748728,2053196820,Alabama,Dollar General,2024-03-13
6397,1902 7th Ave W,Jasper,AL,35501-5151,33.832058,-87.282609,2057540392,Alabama,Dollar General,2024-03-13
7036,43 Sharon Blvd,Dora,AL,35062-4415,33.7542,-87.062,2053041925,Alabama,Dollar General,2024-03-13
6486,957 Highway 78,Dora,AL,35062-4327,33.74431,-87.047621,2058580423,Alabama,Dollar General,2024-03-13
17572,4200 Municipal Dr,Birmingham,AL,35214-1748,33.6291,-86.9074,2056752905,Alabama,Dollar General,2024-03-13
18883,52 Old Mill Rd,Pickensville,AL,35447-4053,33.226,-88.2662,2057790050,Alabama,Dollar General,2024-03-13
20617,13401 Us Highway 43,Forkland,AL,36740-4239,32.6522,-87.8823,3346410525,Alabama,Dollar General,2024-03-13
7019,573 Highway 78 W,Jasper,AL,35501-3745,33.848112,-87.281839,2055120881,Alabama,Dollar General,2024-03-13
3660,24 Hollis Crump Dr,Jasper,AL,35501-3505,33.831,-87.2118,2058784360,Alabama,Dollar General,2024-03-13
21559,7174 Bankhead Hwy,Dora,AL,35062-2318,33.7195,-86.9915,2056489627,Alabama,Dollar General,2024-03-13
13356,3301 26th Street North,Birmingham,AL,35207-4511,33.555291,-86.818698,2055024555,Alabama,Dollar General,2024-03-13
637,31366 Ne 1st Ave,Carbon Hill,AL,35549-0708,33.886131,-87.519894,2055495155,Alabama,Dollar General,2024-03-13
10523,171 Highway 5,Jasper,AL,35503-6547,33.855134,-87.290967,2058784105,Alabama,Dollar General,2024-03-13
25342,1624 Nauvoo Road,Carbon Hill,AL,35549,33.9019,-87.5144,2059310671,Alabama,Dollar General,2024-03-13
6449,1981 N Airport Rd,Jasper,AL,35504-7307,33.869729,-87.266056,2052820240,Alabama,Dollar General,2024-03-13
12653,27654 Hwy 69,Jasper,AL,35504-6140,33.853726,-87.181576,2057540012,Alabama,Dollar General,2024-03-13
1000,8315 Hwy 22,Maplesville,AL,36750-0012,32.7705,-86.8762,3342595607,Alabama,Dollar General,2024-03-13
13376,4809 Phillips Drive,Gardendale,AL,35071-2668,33.642095,-86.849946,2058315820,Alabama,Dollar General,2024-03-13
14177,4600 5th Avenue South,Birmingham,AL,35222-2904,33.527701,-86.762427,7174631980,Alabama,Dollar General,2024-03-13
8862,8898 County Road 42,Jemison,AL,35085-0819,32.958368,-86.742264,2059905210,Alabama,Dollar General,2024-03-13
20901,9345 State St,Gainesville,AL,35464,32.8216,-88.1605,2058445520,Alabama,Dollar General,2024-03-13
24438,1327 Arkadelphia Rd,Jasper,AL,35504,33.8776,-87.2448,6596759080,Alabama,Dollar General,2024-03-13
12660,3687 Sipsey Rd,Sipsey,AL,35584-0168,33.826119,-87.090677,2056491246,Alabama,Dollar General,2024-03-13
7101,1729 Decature Hwy,Fultondale,AL,35068-0846,33.614149,-86.796685,2055586651,Alabama,Dollar General,2024-03-13
4301,1200 Pinson Valley Pkwy,Birmingham,AL,35217-2327,33.581512,-86.776963,2055586790,Alabama,Dollar General,2024-03-13
23835,81 Highway 36,Chelsea,AL,35043,33.3148,-86.6569,6592380013,Alabama,Dollar General,2024-03-13
21309,7996 Highway 5,Nauvoo,AL,35578-6238,33.9223,-87.3924,2053790640,Alabama,Dollar General,2024-03-13
12666,4717 Hwy 195,Jasper,AL,35503-3518,33.907965,-87.304198,2057540022,Alabama,Dollar General,2024-03-13
10255,2264 Mount Olive Rd,Mount Olive,AL,35117-3900,33.6731,-86.8368,2056078948,Alabama,Dollar General,2024-03-13
4647,1026 Main St,Gardendale,AL,35071-2670,33.6524,-86.8116,2052853995,Alabama,Dollar General,2024-03-13
12835,15 Summit St,Thorsby,AL,35171-7720,32.916179,-86.714806,2059905086,Alabama,Dollar General,2024-03-13
21346,13165 County Road 42,Jemison,AL,35085,32.9826,-86.6803,2059905525,Alabama,Dollar General,2024-03-13
25830,8254 Highway 182 E,Columbus,MS,39702,33.4914,-88.285,6622402660,Mississippi,Dollar General,2024-03-13
20197,376 Smothers Ave,Eldridge,AL,35554-3329,33.9243,-87.6236,2059245911,Alabama,Dollar General,2024-03-13
25126,19152 Al Hwy 22,Plantersville,AL,36758,32.6638,-86.9312,3342598387,Alabama,Dollar General,2024-03-13
17542,2612 Decatur Hwy,Gardendale,AL,35071-2116,33.6896,-86.8203,2056070550,Alabama,Dollar General,2024-03-13
15423,3194 New Castle Rd,Birmingham,AL,35217-1199,33.6323,-86.784,2056661281,Alabama,Dollar General,2024-03-13
30633,7501 1st  Ave North,Birmingham,AL,35206,33.5592,-86.7303,2052064385,Alabama,Dollar General,2024-03-13
9390,1721 Crestwood Blvd,Irondale,AL,35210-1914,33.5312,-86.7056,2055024320,Alabama,Dollar General,2024-03-13
8661,316 W College St,Columbiana,AL,35051-4210,33.1801,-86.6173,2056701220,Alabama,Dollar General,2024-03-13
8399,1928 Lake Lowndes Rd,Columbus,MS,39702,33.4403,-88.3265,6622435770,Mississippi,Dollar General,2024-03-13
20196,1641 Pleasant Hill Rd,Columbus,MS,39702,33.5186,-88.2939,6623682592,Mississippi,Dollar General,2024-03-13
5811,10115 Corner School Rd,Warrior,AL,35180-3083,33.8062,-86.9404,2057490007,Alabama,Dollar General,2024-03-13
3584,9574 Highway 18,Vernon,AL,35592-5246,33.75368,-88.11434,2058721675,Alabama,Dollar General,2024-03-13
25270,121 Boman Ave Nw,Vernon,AL,35592,33.7614,-88.1087,6592680435,Alabama,Dollar General,2024-03-13
24631,602 N Walnut Ave,Demopolis,AL,36732-2040,32.5222,-87.8372,3346410015,Alabama,Dollar General,2024-03-13
23295,2115 Bankhead Hwy,Winfield,AL,35594-6401,33.93222,-87.78254,2056344493,Alabama,Dollar General,2024-03-13
4926,5288 Curry Hwy,Jasper,AL,35503,33.9417,-87.2194,2052820670,Alabama,Dollar General,2024-03-13
10250,3931 Pinson Valley Pkwy,Birmingham,AL,35217-1857,33.6343,-86.728,2057188202,Alabama,Dollar General,2024-03-13
4110,9088 Parkway E,Birmingham,AL,35206-1505,33.5849,-86.7039,2055586585,Alabama,Dollar General,2024-03-13
17420,4384 Hwy 69 S,Columbus,MS,39702-7129,33.4448,-88.3647,6623682610,Mississippi,Dollar General,2024-03-13
12817,5302 Hwy 182 E,Columbus,MS,39702-8225,33.492228,-88.337319,6623528250,Mississippi,Dollar General,2024-03-13
8392,106 Washington St,Uniontown,AL,36786,32.450132,-87.515276,3342313177,Alabama,Dollar General,2024-03-13
11146,643 2nd Ave,Nauvoo,AL,35578-3731,33.989876,-87.486278,2059245518,Alabama,Dollar General,2024-03-13
1385,543 Us Highway 80 W,Demopolis,AL,36732-4100,32.4991,-87.8447,3346411302,Alabama,Dollar General,2024-03-13
3646,2610 Us Highway 43,Winfield,AL,35594-7800,33.938615,-87.840434,2055490493,Alabama,Dollar General,2024-03-13
6559,101 Sardis Rd,Gardendale,AL,35071,33.7585,-86.8148,2052898335,Alabama,Dollar General,2024-03-13
12519,7181 Highway 47,Shelby,AL,35143-0033,33.075547,-86.571533,2056109085,Alabama,Dollar General,2024-03-13
13197,1032 Highway 69 S,Columbus,MS,39702-9671,33.482086,-88.389714,6623682710,Mississippi,Dollar General,2024-03-13
4711,212 Alabama St,Columbus,MS,39702-5204,33.495334,-88.384208,6622402433,Mississippi,Dollar General,2024-03-13
3729,801 Tuscaloosa Rd,Columbus,MS,39702-1616,33.5202,-88.3696,6623528124,Mississippi,Dollar General,2024-03-13
16840,6044 Highway 12 East,Steens,MS,39766-9034,33.596,-88.334,6623528332,Mississippi,Dollar General,2024-03-13
25028,149 Skyline Dr,Warrior,AL,35180,33.8413,-86.8893,6592654980,Alabama,Dollar General,2024-03-13
3118,2328 Center Point Rd,Birmingham,AL,35215-3608,33.6468,-86.6839,2057188241,Alabama,Dollar General,2024-03-13
20158,2213 4th Ave N,Clanton,AL,35045-3007,32.8365,-86.6595,2059905403,Alabama,Dollar General,2024-03-13
2363,1827 7th St N,Clanton,AL,35045-2246,32.855105,-86.638831,2054790070,Alabama,Dollar General,2024-03-13
1642,415 Us 31,Warrior,AL,35180-1314,33.808576,-86.8123,2055432610,Alabama,Dollar General,2024-03-13
22418,300 Park Plz,Clanton,AL,35045-2844,32.84222,-86.62748,2059905902,Alabama,Dollar General,2024-03-13
16485,9534 Highway 55,Harpersville,AL,35078-4013,33.350017,-86.5353,2057930260,Alabama,Dollar General,2024-03-13
6120,1311 Main St,Columbus,MS,39701-4965,33.497038,-88.417947,6623528370,Mississippi,Dollar General,2024-03-13
13716,2219 Military Rd,Columbus,MS,39705-2457,33.521045,-88.410054,6623528080,Mississippi,Dollar General,2024-03-13
22048,7250 Us Highway 43,Guin,AL,35563-3315,33.96628,-87.9097,2054982116,Alabama,Dollar General,2024-03-13
14895,13101 Al Hwy 69 South,Bremen,AL,35033-1100,33.950669,-87.0367,2567872455,Alabama,Dollar General,2024-03-13
2853,6662 Highway 75,Pinson,AL,35126-3254,33.6971,-86.6802,2056838373,Alabama,Dollar General,2024-03-13
11814,2260 Brewster Rd,Birmingham,AL,35235-3501,33.653234,-86.649267,2055586753,Alabama,Dollar General,2024-03-13
21618,419 Main St,Trussville,AL,35173-1418,33.6172,-86.6155,2055982624,Alabama,Dollar General,2024-03-13
8886,9723 Wolfe Rd,Caledonia,MS,39740-0218,33.678985,-88.325572,6628551270,Mississippi,Dollar General,2024-03-13
25400,460 Hwy 28 West,Livingston,AL,35470,32.623,-88.2,6597580096,Alabama,Dollar General,2024-03-13
8999,10066 State Highway 129,Brilliant,AL,35548-0197,34.0274,-87.7643,2053953508,Alabama,Dollar General,2024-03-13
12990,865 Thomas Rd,Warrior,AL,35180-4015,33.8521,-86.816189,2055433165,Alabama,Dollar General,2024-03-13
10236,1696 7th Street South,Clanton,AL,35045-8777,32.810752,-86.600674,2059905069,Alabama,Dollar General,2024-03-13
20381,1500 County Road 28,Clanton,AL,35046-3946,32.8447,-86.5884,2052580380,Alabama,Dollar General,2024-03-13
10114,7488 Parkway Dr,Leeds,AL,35094-4818,33.5439,-86.5572,2056152680,Alabama,Dollar General,2024-03-13
6415,31253 Highway 25,Wilsonville,AL,35186,33.2426,-86.478,2056717600,Alabama,Dollar General,2024-03-13
10265,3277 Highway 45 N,Columbus,MS,39705-1634,33.542309,-88.437584,6622453190,Mississippi,Dollar General,2024-03-13
4334,1731 Highway 45 N,Columbus,MS,39705-2117,33.5157,-88.4351,6622435580,Mississippi,Dollar General,2024-03-13
30044,5679 Caledonia Kolola Rd,Caledonia,MS,39740,33.6903,-88.3401,6623561582,Mississippi,Dollar General,2024-03-13
9980,4260 Al Highway 22,Valley Grande,AL,36703-0535,32.4654,-87.0054,3343758940,Alabama,Dollar General,2024-03-13
18637,3362 Highway 82 W,Billingsley,AL,36006-3623,32.6289,-86.739,2052870888,Alabama,Dollar General,2024-03-13
20228,4253 Windy Way,Pinson,AL,35126-2619,33.7447,-86.6844,2056838211,Alabama,Dollar General,2024-03-13
20741,12004 Highway 43,Vandiver,AL,35176-7110,33.4714,-86.5125,2055369770,Alabama,Dollar General,2024-03-13
15134,7624 Hwy 45 N,Columbus,MS,39705-3353,33.6033,-88.4222,6623528003,Mississippi,Dollar General,2024-03-13
3998,117 Washington St,Livingston,AL,35470-1499,32.584342,-88.188149,2058445326,Alabama,Dollar General,2024-03-13
24709,4631 Hwy 278,Sulligent,AL,35586,33.8935,-88.1512,2054981970,Alabama,Dollar General,2024-03-13
7374,635 Front Street,Sulligent,AL,35586-0718,33.900336,-88.134008,2056060355,Alabama,Dollar General,2024-03-13
18541,2551 Highway 278,Lynn,AL,35575-2533,34.0869,-87.5945,2054940827,Alabama,Dollar General,2024-03-13
15349,2100 West Highland Ave,Selma,AL,36701-6676,32.4331,-87.056,3343758085,Alabama,Dollar General,2024-03-13
15003,2450 Warrior Trafford Road,Trafford,AL,35172-9535,33.82242,-86.746767,2055432560,Alabama,Dollar General,2024-03-13
19771,6127 County Road 24,Verbena,AL,36091,32.7354,-86.6175,2054790120,Alabama,Dollar General,2024-03-13
7362,1725 Ashville Rd Ste 113,Leeds,AL,35094-7557,33.559,-86.524,2056152581,Alabama,Dollar General,2024-03-13
20144,181 S Frontage Rd,Columbus,MS,39701,33.478733,-88.490171,6627291130,Mississippi,Dollar General,2024-03-13
11219,6178 County Road 41,Arley,AL,35541-3372,34.0722,-87.2151,2057540301,Alabama,Dollar General,2024-03-13
1303,1205 Broad Street,Selma,AL,36701-4308,32.417046,-87.024671,3343758265,Alabama,Dollar General,2024-03-13
18646,7684 Al Hwy 69 S,Cullman,AL,35057,33.9941,-86.9698,2567872153,Alabama,Dollar General,2024-03-13
13744,6680 Deerfoot Parkway,Clay,AL,35048,33.695344,-86.606416,2058580432,Alabama,Dollar General,2024-03-13
9560,4962 Highway 280,Harpersville,AL,35078-0562,33.342,-86.4345,2057930200,Alabama,Dollar General,2024-03-13
4346,501-1 N Jefferson St,Macon,MS,39341-2219,33.118042,-88.560441,6624932890,Mississippi,Dollar General,2024-03-13
25802,48 Odd Fellows Cemetery Road,Macon,MS,39341,33.1036,-88.5479,6624935022,Mississippi,Dollar General,2024-03-13
650,2004 W Dallas Ave,Selma,AL,36701-7029,32.3973,-87.0662,3342677750,Alabama,Dollar General,2024-03-13
15704,620 County Rd. 79,Jones,AL,36749-2545,32.46802,-86.8826,3342675141,Alabama,Dollar General,2024-03-13
20778,14950 Al Highway 91,Hanceville,AL,35077-3808,33.9483,-86.8639,2567872392,Alabama,Dollar General,2024-03-13
13477,13400 State Hwy 75,Remlap,AL,35133-4366,33.765976,-86.632736,2056838155,Alabama,Dollar General,2024-03-13
14476,58 W W Averitte Dr,Sylacauga,AL,35151-5457,33.143739,-86.409076,2566266080,Alabama,Dollar General,2024-03-13
11305,21111 Highway 45,Brooksville,MS,39739-5124,33.225601,-88.5721,6624932910,Mississippi,Dollar General,2024-03-13
17578,28010 Hwy 16 E,Scooba,MS,39358,32.8308,-88.4641,6624762832,Mississippi,Dollar General,2024-03-13
24521,45 Main St,Hayden,AL,35079,33.8895,-86.7608,6593999438,Alabama,Dollar General,2024-03-13
11610,22711 State Hwy 79,Trafford,AL,35172-2002,33.814927,-86.672844,2055432085,Alabama,Dollar General,2024-03-13
6068,1010 Avalon Drive,Moody,AL,35004-2615,33.5957,-86.4891,2053529902,Alabama,Dollar General,2024-03-13
15575,42860 Highway 25,Vincent,AL,35178,33.38704,-86.4105,2052911881,Alabama,Dollar General,2024-03-13
12938,14344 Main St,Orrville,AL,36767,32.307764,-87.241996,3342675184,Alabama,Dollar General,2024-03-13
25991,3425 Tarlton Road,Crawford,MS,39743,33.3009,-88.6093,6624935016,Mississippi,Dollar General,2024-03-13
20556,7070 Line St,Shuqualak,MS,39361,32.97845,-88.567527,6627938160,Mississippi,Dollar General,2024-03-13
4506,26222 Hwy 195 North,Double Springs,AL,35553-2553,34.158747,-87.412973,2056272095,Alabama,Dollar General,2024-03-13
11295,701 Roosevelt St,Selma,AL,36701-7984,32.371214,-87.008138,3343754970,Alabama,Dollar General,2024-03-13
9077,7285 Highway 160,Hayden,AL,35079-5812,33.910439,-86.728115,2052891751,Alabama,Dollar General,2024-03-13
