id,name,street,city,state,zip,latitude,longitude,phone,state_name,brand,updated
18256,7-11 Str   924 E Empire Ave,924 E EMPIRE AVE,Spokane,WA,99207-3014,47.6927878,-117.3955407,5094898132,Washington,7-11,2024-03-14
23636,7-11 Str   1425 N Maple St,1425 N MAPLE ST,Spokane,WA,99201-2769,47.670560510277,-117.436074614524,5093275342,Washington,7-11,2024-03-14
32703,7-11 Str   177 So. Division St,177 SO. DIVISION ST,Spokane,WA,99202-1550,47.6548101,-117.4103814,5098385505,Washington,7-11,2024-03-14
18043,7-11 Str   1317 S Grand Bvd,1317 S GRAND BVD,Spokane,WA,99202-1136,47.6434177,-117.4085623,5096247179,Washington,7-11,2024-03-14
18071,7-11 Str   722 N Park,722 N PARK,Spokane Valley,WA,99212-1145,47.6638345,-117.3036304,5099221755,Washington,7-11,2024-03-14
26255,7-11 Str   2828 E. 30th,2828 E. 30TH,Spokane,WA,99223-4782,47.6269537811048,-117.368885278701,5095344140,Washington,7-11,2024-03-14
20522,7-11 Str   2122 N. Pines,2122 N. PINES,Spokane Valley,WA,99206-4719,47.676777009229,-117.238996624946,5099285357,Washington,7-11,2024-03-14
23781,7-11 Str   650 N. Idaho St.,650 N. IDAHO ST.,Post Falls,ID,83854-8669,47.7140176,-116.936524,2087739103,Idaho,7-11,2024-03-14
40085,7-Eleven,771 Route 17M,MONROE,NY,10950,41.33219,-74.19206,8457830869,New York,7-11,2024-03-14
36087,7-Eleven Store,6 STATE RT 23,Hamburg,NJ,07419,41.154074,-74.57607,9732090503,New Jersey,7-11,2024-03-14
39162,7-Eleven Store,19 FRANKLIN TURNPIKE,Mahwah,NJ,07430,41.1062675771406,-74.148721396923,2015292452,New Jersey,7-11,2024-03-14
21450,7-Eleven Store,28 ROUTE 59,Suffern,NY,10901-4811,41.1131109,-74.1318801,8453574711,New York,7-11,2024-03-14
33518,7-Eleven Store,360 RIDGE RD.,Mahwah,NJ,07430-3614,41.0785588,-74.1645418,2015291075,New Jersey,7-11,2024-03-14
11456,7-Eleven Store,1130 RINGWOOD AV,Haskell,NJ,07420-1564,41.0273377073945,-74.2964708805084,9738310806,New Jersey,7-11,2024-03-14
19389,7-Eleven Store,14 COLLEGE ROAD,Monsey,NY,10952-2821,41.110777,-74.092002,8453521563,New York,7-11,2024-03-14
39042,Bcp Store,2 RIVERSIDE SQUARE,Bloomingdale,NJ,07403-1655,41.0021682582534,-74.3280807632709,9734925565,New Jersey,7-11,2024-03-14
34226,7-11 Str   1284 Route 23,1284 ROUTE 23,Butler,NJ,07405,40.9917710501155,-74.3453621864318,9738383134,New Jersey,7-11,2024-03-14
24817,7-11 Str   65 Kennedy Dr,65 KENNEDY DR,Spring Valley,NY,10977-5319,41.1071506,-74.0582348,8454259009,New York,7-11,2024-03-14
41890,7-Eleven,170 W RAILROAD AVE,Garnerville,NY,10923,41.20761,-73.997033,8002550711,New York,7-11,2024-03-14
42137,7-Eleven,212 GURNEE AVE,Haverstraw,NY,10927,41.198967,-73.982943,8002550711,New York,7-11,2024-03-14
34679,7-Eleven Store,540 ROUTE 23 N,Pompton Plains,NJ,07444,40.9685404061185,-74.2851345241069,9732483029,New Jersey,7-11,2024-03-14
36051,7-Eleven Store,85 SPARTA AVE,Sparta,NJ,07871,41.0402089,-74.6432347,9737263206,New Jersey,7-11,2024-03-14
23967,7-Eleven Store,220 WYCKOFF AVE,Waldwick,NJ,07463-1247,41.0117837165621,-74.1390067444627,2014446494,New Jersey,7-11,2024-03-14
34447,7-Eleven Store,26 N MAIN ST,New City,NY,10956,41.147985381096,-73.9886900782585,8456343836,New York,7-11,2024-03-14
38691,7-Eleven Store,13 NEWTON AVE,Branchville,NJ,07826,41.14064,-74.74589,8622737383,New Jersey,7-11,2024-03-14
11472,7-Eleven Store,33 PINE CONE LANE,Sparta,NJ,07871-2332,41.0253820148905,-74.6321600675582,9737294027,New Jersey,7-11,2024-03-14
36082,7-Eleven Store,18 WYCKOFF AVE,Waldwick,NJ,07463,41.0087223467286,-74.1201440218174,2014455014,New Jersey,7-11,2024-03-14
36442,7-Eleven Store,85 E ROUTE 59,Nanuet,NY,10954,41.0951663,-74.0077241,8456270125,New York,7-11,2024-03-14
24087,7-Eleven Store,118 GODWIN,Midland Park,NJ,07432-1961,40.9860393238672,-74.1386952996253,2016520711,New Jersey,7-11,2024-03-14
40152,Bcp Str    78 Rte 17k,78 RTE 17K,Newburgh,NY,12550,41.50509,-74.06958,8455676724,New York,7-11,2024-03-14
11462,7-11 Str   191 N Middletown Rd,191 N MIDDLETOWN RD,Pearl River,NY,10965-2032,41.0662361232289,-74.0130096673965,8457352318,New York,7-11,2024-03-14
34205,7-Eleven Store,1 N KINDERKAMACK RD,Montvale,NJ,07645,41.0406364944711,-74.0280702710151,2013911201,New Jersey,7-11,2024-03-14
39202,7-Eleven Store,1217 ROUTE 23,Wayne,NJ,07470,40.9254937131727,-74.2689835233705,9736941082,New Jersey,7-11,2024-03-14
38731,7-11 Str   1302 Palisades Center Dr,1302 PALISADES CENTER DR,West Nyack,NY,10994,41.0981,-73.9577,8453760602,New York,7-11,2024-03-14
37251,7-Eleven Store,63 WATER ST,Newton,NJ,07860,41.0604754826246,-74.751158952713,9735793005,New Jersey,7-11,2024-03-14
11439,7-Eleven Store,370 HILLSDALE AV,Hillsdale,NJ,07642-2709,41.0030872660391,-74.0387883782387,2016647449,New Jersey,7-11,2024-03-14
25906,7-Eleven Store,86-92 GOFFLE RD,Hawthorne,NJ,07506-3825,40.9372002513644,-74.1654080897569,9734234833,New Jersey,7-11,2024-03-14
39252,Bcp Store,202 RYERSON AVE,Paterson,NJ,07502,40.9222534,-74.1929232,9737900122,New Jersey,7-11,2024-03-14
39387,7-Eleven Store,67 E RIDGEWOOD AVE,Paramus,NJ,07652,40.96782852524,-74.0732708573341,2015990764,New Jersey,7-11,2024-03-14
39712,Bcp Store,639 RT 17 SOUTH,Paramus,NJ,07652,40.9622094,-74.0771735,2018572760,New Jersey,7-11,2024-03-14
34989,7-Eleven Store,12-06 RIVER RD,Fair Lawn,NJ,07410,40.9311264,-74.132209,2017913714,New Jersey,7-11,2024-03-14
37190,7-Eleven Store,262 MAIN ST,Paterson,NJ,07505,40.9161006,-74.1734444,9732786409,New Jersey,7-11,2024-03-14
37718,7-11 Str   57 E 30th St,57 E 30TH ST,Paterson,NJ,07514,40.92422308743172,-74.14291441440582,9738810270,New Jersey,7-11,2024-03-14
36470,7-Eleven Store,45 W MAIN ST,Denville,NJ,07834,40.8932636,-74.4808196,2013170701,New Jersey,7-11,2024-03-14
34249,7-Eleven Store,207 RIVERVALE RD,Westwood,NJ,07675,40.995348283445,-74.0068136198533,2016644379,New Jersey,7-11,2024-03-14
39776,Bcp Store,51 WILLOWBROOK BLVD,Wayne,NJ,07470,40.8892814,-74.2486698,9732562113,New Jersey,7-11,2024-03-14
34260,7-Eleven Store,31 N BEVERWYCK RD,Lake Hiawatha,NJ,07034,40.8785043,-74.382878,9732630349,New Jersey,7-11,2024-03-14
25773,7-11 Str   230 North Highland Avenue,230 NORTH HIGHLAND AVENUE,Ossining,NY,10562-2905,41.1745516091946,-73.8665730460116,9149419495,New York,7-11,2024-03-14
11451,7-11 Str   198 Rt 46,198 RT 46,Rockaway,NJ,07866-4021,40.8905234551439,-74.5123051554128,9736276511,New Jersey,7-11,2024-03-14
29430,7-Eleven Store,91 BROADWAY,Elmwood Park,NJ,07407-3008,40.9197157434117,-74.1246499121189,2017947111,New Jersey,7-11,2024-03-14
11441,7-Eleven Store,269 CHANGEBRIDGE RD,Pine Brook,NJ,07058,40.8703327122953,-74.3592533469201,9732273847,New Jersey,7-11,2024-03-14
39225,Bcp Store,31-28 BROADWAY,Fair Lawn,NJ,07410,40.9242504467198,-74.1043710708618,2017734503,New Jersey,7-11,2024-03-14
11435,7-Eleven Store,218 NEWARK POMPTON TPKE,Little Falls,NJ,07424-1112,40.8808779165879,-74.242240214619,9732565934,New Jersey,7-11,2024-03-14
11463,7-Eleven Store,356 RIFLE CAMP RD,West Paterson,NJ,07424-2726,40.8913807,-74.187887,9738818616,New Jersey,7-11,2024-03-14
39643,Bcp Store,260 E MIDLAND AVE,Paramus,NJ,07652,40.94497,-74.05086,2015239000,New Jersey,7-11,2024-03-14
41789,7-Eleven,265 S HIGHLAND AVE,Ossining,NY,10562,41.143377,-73.861011,8002550711,New York,7-11,2024-03-14
37280,7-11 Str   155 Salem St,155 SALEM ST,Randolph,NJ,07869,40.8792031,-74.5413081,9734428261,New Jersey,7-11,2024-03-14
15168,7-11 Str   959 State Route 53,959 STATE ROUTE 53,Morris Plains,NJ,07950-2735,40.8627161353071,-74.4691649079322,9734551788,New Jersey,7-11,2024-03-14
39018,Bcp Store,450 LIVINGSTON ST,Norwood,NJ,07648,40.9973576,-73.9549963,2017680914,New Jersey,7-11,2024-03-14
33475,7-Eleven Store,357 MARKET ST,Elmwood Park,NJ,07407,40.899844,-74.1154275,2017942086,New Jersey,7-11,2024-03-14
11432,7-11 Str   280 Main St,280 MAIN ST,New Milford,NJ,07646-1727,40.9453775,-74.0166408,2012619527,New Jersey,7-11,2024-03-14
34050,7-Eleven Store,205 ROUTE 46,Elmwood Park,NJ,07407,40.8935412088708,-74.1179439666803,2017913836,New Jersey,7-11,2024-03-14
22645,7-Eleven Store,450 ROCHELLE AVE,Rochelle Park,NJ,07662-3321,40.9103545238793,-74.0726378560066,2013680517,New Jersey,7-11,2024-03-14
36488,7-Eleven Store,584 KINDERKAMACK RD,River Edge,NJ,07661,40.9276266985901,-74.0341186523437,2012610519,New Jersey,7-11,2024-03-14
11458,7-11 Str   138 Lakeside Blvd,138 LAKESIDE BLVD,Landing,NJ,07850-1119,40.9076868859767,-74.6654087305068,9733982600,New Jersey,7-11,2024-03-14
39375,7-Eleven Store,720 RIVER DR,New Milford,NJ,07646,40.9307798728801,-74.0256187319755,2012612657,New Jersey,7-11,2024-03-14
11438,7-11 Str   576 Bloomfield Av,576 BLOOMFIELD AV,West Caldwell,NJ,07006-7503,40.8455376649433,-74.2877224329049,9732289411,New Jersey,7-11,2024-03-14
32949,7-Eleven Store,1202 MAIN AVENUE,Clifton,NJ,07011-2249,40.8773146499793,-74.1410784423351,9735460488,New Jersey,7-11,2024-03-14
11431,7-Eleven Store,206 MARKET STREET,Saddle Brook,NJ,07663,40.8958198,-74.0880463,2012508971,New Jersey,7-11,2024-03-14
40227,7-Eleven Store,3650 LEE BLVD,Jefferson Valley,NY,10535,41.33147,-73.80963,9149629891,New York,7-11,2024-03-14
39556,Bcp Str    100 W Madison Ave,100 W MADISON AVE,Dumont,NJ,07628,40.9404908195837,-73.9993038879015,2014391518,New Jersey,7-11,2024-03-14
39377,Bcp Store,85 OUTWATER LN,Garfield,NJ,07026,40.8813273182697,-74.1149932798226,9734780800,New Jersey,7-11,2024-03-14
24485,7-11 Str   1 South Broadway,1 SOUTH BROADWAY,Tarrytown,NY,10591-4001,41.0762151855603,-73.8585425913333,9146313108,New York,7-11,2024-03-14
39049,Bcp Store,849 CLIFTON AVE,Clifton,NJ,07013-1715,40.865945,-74.1585302,9737798888,New Jersey,7-11,2024-03-14
39818,Bcp Store,88 ESSEX ST,Rochelle Park,NJ,07662,40.89374919999999,-74.0750137,2019685556,New Jersey,7-11,2024-03-14
37188,7-11 Str   1080 Main St,1080 MAIN ST,River Edge,NJ,07661,40.9121759,-74.0366894,2013432815,New Jersey,7-11,2024-03-14
24447,7-Eleven Store,469 PASSAIC ST,Hackensack,NJ,07601-1518,40.8993543,-74.0569977,2014879836,New Jersey,7-11,2024-03-14
34906,7-Eleven Store,20 ROUTE 46,Lodi,NJ,07644,40.8843043,-74.0888723,9737723196,New Jersey,7-11,2024-03-14
29431,7-11 Str   434 Ridgedale Ave,434 RIDGEDALE AVE,East Hanover,NJ,07936-1403,40.8270089844104,-74.3592935800552,9738876652,New Jersey,7-11,2024-03-14
11426,7-11 Str   53 North Washington Ave,53 NORTH WASHINGTON AVE,Bergenfield,NJ,07621,40.9293967821037,-73.9952533645646,2013844274,New Jersey,7-11,2024-03-14
41739,7-Eleven,11-13 CENTRAL AVE,Passaic,NJ,07055,40.863295,-74.127824,8002550711,New Jersey,7-11,2024-03-14
38157,7-11 Str   547 Van Houten,547 VAN HOUTEN,Clifton,NJ,07013,40.85631,-74.14556,2012474850,New Jersey,7-11,2024-03-14
34157,7-Eleven Store,170 MAIN ST,Lodi,NJ,07644,40.8788891,-74.083664,9737777395,New Jersey,7-11,2024-03-14
26784,7-11 Str   1949 Commerce Street,1949 COMMERCE STREET,Yorktown Heights,NY,10598-4409,41.2750820984064,-73.7817079527395,9142450640,New York,7-11,2024-03-14
34554,7-Eleven Store,35 MADISON AVE,Cresskill,NJ,07626,40.942170373082,-73.9641465246677,2015692854,New Jersey,7-11,2024-03-14
32887,7-11 Str   540 Main Street,540 MAIN STREET,Hackensack,NJ,07601-5913,40.8956527987655,-74.0393114089965,2013424628,New Jersey,7-11,2024-03-14
41575,7-Eleven,228 E HANOVER AVE,Morris Plains,NJ,07950,40.830392,-74.505254,8002550711,New Jersey,7-11,2024-03-14
39300,7-11 Str   99 Ridgedale Ave,99 RIDGEDALE AVE,Cedar Knolls,NJ,07927,40.8209725,-74.4490656,9732670350,New Jersey,7-11,2024-03-14
34174,7-11 Str   287 Bloomfield Ave,287 BLOOMFIELD AVE,Verona,NJ,07044,40.8272481,-74.2375629,9732396198,New Jersey,7-11,2024-03-14
38122,7-Eleven Store,735-749 CEDAR LN,Teaneck,NJ,07666,40.89188925060032,-74.0320027973047,5512151266,New Jersey,7-11,2024-03-14
29220,7-11 Str   358 Main Ave,358 MAIN AVE,Wallington,NJ,07057-1627,40.8591205226434,-74.1050335764886,9734709444,New Jersey,7-11,2024-03-14
26366,7-11 Str   290 S. Summit Ave.,290 S. SUMMIT AVE.,Hackensack,NJ,07601-1007,40.8748303,-74.0654223,2013432711,New Jersey,7-11,2024-03-14
38241,7-Eleven Store,202 ESSEX ST,Hackensack,NJ,07601,40.8803789,-74.0528263,2016155689,New Jersey,7-11,2024-03-14
25680,7-11 Str   488 Bedford Rd,488 BEDFORD RD,Pleasantville,NY,10570-2930,41.1323749949135,-73.7937927246093,9147692999,New York,7-11,2024-03-14
36882,7-11 Str   203 Darling Ave,203 DARLING AVE,Nutley,NJ,07110,40.836959330113,-74.1627131402492,9736612037,New Jersey,7-11,2024-03-14
