name,street,location,city,clientkey,latitude,longitude,phone,zip,state,temp_closed,timezone,state_name,brand,updated
DollarTree,2743 W 15th Street,Cloister Square,Plano,8541,33.0201065,-96.7471829,945-284-0460,75075-7525,TX,0,America/Chicago,Texas,Dollar Tree,2024-06-05
DollarTree,1829 N Hwy 81,Duncan Town Center,Duncan,1816,34.5266751898734,-97.96698,580-251-7244,73533,OK,0,America/Chicago,Oklahoma,Dollar Tree,2024-06-05
DollarTree,900 W 15th Street #C,Collin Creek Crossing,Plano,1188,33.0191555778894,-96.7148330653266,469-443-3378,75075-5123,TX,0,America/Chicago,Texas,Dollar Tree,2024-06-05
DollarTree,1818 E Jackson St,1818 E Jackson Street,Hugo,6570,34.0059517,-95.4902753,580-743-9308,74743-4241,OK,,America/Chicago,Oklahoma,Dollar Tree,2024-06-05
DollarTree,2502 14th Street,14th Street,Plano,8921,33.0177689,-96.6822382,469-808-7596,75074-6527,TX,,America/Chicago,Texas,Dollar Tree,2024-06-05
DollarTree,2301  Crosstimbers Rd Ste 150,Marketplace at Flower Mound,Flower Mound,3797,33.0346634343434,-97.0638974747475,945-250-3640,75028-2618,TX,0,America/Chicago,Texas,Dollar Tree,2024-06-05
DollarTree,"3340 W FM 544, Ste 810",Woodbridge Crossing,Wylie,4539,33.0111982954545,-96.5917896590909,945-284-0510,75098-9436,TX,0,America/Chicago,Texas,Dollar Tree,2024-06-05
DollarTree,2031 Texas Hwy 78 N,Wylie,Wylie,6032,33.0222436,-96.510684,972-202-8619,75098-6022,TX,0,America/Chicago,Texas,Dollar Tree,2024-06-05
DollarTree,2325 S Stemmons Fwy Suite 501,Vista Ridge Village,Lewisville,2589,33.0075497486213,-96.9741800803023,945-250-3623,75067-8796,TX,0,America/Chicago,Texas,Dollar Tree,2024-06-05
DollarTree,"3050 N Josey Ln, Ste 100",Woodlake Square Shopping Center,Carrollton,2506,32.9983333454092,-96.8866612811224,469-892-1013,75007-5310,TX,,America/Chicago,Texas,Dollar Tree,2024-06-05
DollarTree,1200 S FM 51,1200 S FM 51,Decatur,6734,33.225912,-97.5942315,940-539-6028,76234-2456,TX,,America/Chicago,Texas,Dollar Tree,2024-06-05
DollarTree,2661 Midway Rd. Suite 201,Bent Tree,Carrollton,5795,32.9860169444444,-96.8422047222222,469-608-6819,75006,TX,0,America/Chicago,Texas,Dollar Tree,2024-06-05
DollarTree,2218 Live Oak Street,University Shopping Center,Commerce,5376,33.2473042809107,-95.9132112196169,430-303-6010,75428-2405,TX,0,America/Chicago,Texas,Dollar Tree,2024-06-05
DollarTree,4103 Wesley St,Southgate Shopping Center,Greenville,9296,33.127446,-96.107899,430-413-0180,75401,TX,,America/Chicago,Texas,Dollar Tree,2024-06-05
DollarTree,5909 Belt Line Road #100,Belt Line @ Preston S/C,Dallas,5799,32.9540805782052,-96.8066658611126,945-221-9333,75254-7103,TX,0,America/Chicago,Texas,Dollar Tree,2024-06-05
DollarTree,1210 N Hwy 377,Roanoke Crossing,Roanoke,6185,33.0125686696866,-97.2209299837832,682-514-4880,76262,TX,0,America/Chicago,Texas,Dollar Tree,2024-06-05
DollarTree,3752 Beltline Road Suite A,Addison Towne Center,Addison,1326,32.9530656522108,-96.8533860903426,469-357-7724,75001-4301,TX,0,America/Chicago,Texas,Dollar Tree,2024-06-05
DollarTree,524 W Belt Line Rd,524 W Belt Line Rd,Richardson,6928,32.9514779,-96.7374403,972-972-7715,75080,TX,0,America/Chicago,Texas,Dollar Tree,2024-06-05
DollarTree,1927 E Beltline Rd Suite 113,Carrollton Park Village,Carrollton,5353,32.95373,-96.88692,469-892-1084,75006-5874,TX,0,America/Chicago,Texas,Dollar Tree,2024-06-05
DollarTree,101 South Coit Road Suite 80,DalRich Village,Richardson,3939,32.949845,-96.768835,972-629-4908,75080-5743,TX,0,America/Chicago,Texas,Dollar Tree,2024-06-05
DollarTree,3850 Lamar Ave Suite A,Dollar Tree Plaza,Paris,1091,33.66187,-95.5068547501784,903-495-7687,75462-5205,TX,0,America/Chicago,Texas,Dollar Tree,2024-06-05
DollarTree,7812 Wesley St,Somerdale,Greenville,2408,33.0918172477064,-96.1099088990826,903-259-5006,75402-3920,TX,,America/Chicago,Texas,Dollar Tree,2024-06-05
DollarTree,1750 East Beltline Rd. Suite 200,Richardson,Richardson,1137,32.94526,-96.6922365486185,972-629-0755,75081-4621,TX,1,America/Chicago,Texas,Dollar Tree,2024-06-05
DollarTree,820 S. MacArthur Blvd Suite 125,Valley Ranch Centre,Coppell,8507,32.9513476,-96.9556395,469-933-5911,75019-4215,TX,0,America/Chicago,Texas,Dollar Tree,2024-06-05
DollarTree,1446 Belt Line Rd,1446 Belt Line Rd,Garland,8042,32.9442952,-96.6490296,945-284-0450,75044-6800,TX,0,America/Chicago,Texas,Dollar Tree,2024-06-05
DollarTree,3046 Lavon Drive Suite 129A,Firewheel Plaza,Garland,6230,32.94455225711,-96.6212735104222,469-304-9184,75040-8795,TX,,America/Chicago,Texas,Dollar Tree,2024-06-05
DollarTree,2321 N Milt Phillips Ave,Shoppes on the Creek,Seminole,7031,35.244855,-96.6719771,405-746-2851,74868-2345,OK,0,America/Chicago,Oklahoma,Dollar Tree,2024-06-05
DollarTree,2334 W. Buckingham Road Suite 101,Shiloh Square1518 W Buckingham,Garland,5746,32.9303700581296,-96.6624608138138,972-202-8678,75042,TX,0,America/Chicago,Texas,Dollar Tree,2024-06-05
DollarTree,6015 Lamar Rd,Banner Switch  Former FD 33849,Reno,10255,33.663209,-95.4731251,682-310-3792,75462,TX,0,America/Chicago,Texas,Dollar Tree,2024-06-05
DollarTree,12895 Josey Ln Suite 110,Farmers Branch Shopping Center,Farmers Branch,5252,32.9220255555556,-96.8817281481482,945-293-6520,75234-8300,TX,0,America/Chicago,Texas,Dollar Tree,2024-06-05
DollarTree,9310 Forest Lane Suite 106,Forest Abrams Shopping Center,Dallas,6240,32.90908,-96.737505,469-221-7799,75243-4219,TX,0,America/Chicago,Texas,Dollar Tree,2024-06-05
DollarTree,"11722 Marsh Ln, Ste 307",Forest Audelia Shopping Center,Dallas,2636,32.9080794117647,-96.8560302941176,972-936-2074,75229-2600,TX,0,America/Chicago,Texas,Dollar Tree,2024-06-05
DollarTree,903 Us Hwy 380,903 Us Hwy 380,Bridgeport,6706,33.2242134,-97.7607087,940-394-3455,76426-5016,TX,0,America/Chicago,Texas,Dollar Tree,2024-06-05
DollarTree,1250 William D Tate Suite 400,JoAnns Center,Grapevine,5655,32.928115,-97.0860971428571,817-722-0437,76051-4030,TX,0,America/Chicago,Texas,Dollar Tree,2024-06-05
DollarTree,502 George Nigh Expwy,Wal*Mart Shopping Center,McAlester,1738,34.9181138,-95.7425711,918-558-6006,74501,OK,0,America/Chicago,Oklahoma,Dollar Tree,2024-06-05
DollarTree,8505 Lakeview Pkwy Suite 300,Fmr Albertsons Rowlett,Rowlett,7844,32.9182062,-96.5196805,469-573-2179,75088-9305,TX,0,America/Chicago,Texas,Dollar Tree,2024-06-05
DollarTree,5707 Liberty Grove Rd,Liberty Crossing Shopping Center,Rowlett,3893,32.9113311742204,-96.55622635004,945-284-0490,75089-3603,TX,0,America/Chicago,Texas,Dollar Tree,2024-06-05
DollarTree,1501 S 1st Street,Garland,Garland,6547,32.89948,-96.631,469-443-3380,75040-7941,TX,0,America/Chicago,Texas,Dollar Tree,2024-06-05
DollarTree,1117 Ridge Rd.,Ridge Road Shopping Center,Rockwall,9786,32.9173004,-96.4591264,469-745-8014,75087,TX,,America/Chicago,Texas,Dollar Tree,2024-06-05
DollarTree,2900 Walnut Hill Ln Suite 300,Walnut  Hill Ln,Dallas,6919,32.8805181,-96.8808836,469-498-2800,75229,TX,,America/Chicago,Texas,Dollar Tree,2024-06-05
DollarTree,927 E. I30,Rockwall Marketplace,Rockwall,2861,32.9020707228606,-96.4559452698097,469-897-5099,75087-4824,TX,0,America/Chicago,Texas,Dollar Tree,2024-06-05
DollarTree,3141 Broadway Blvd,Garland,Garland,1184,32.8780318367347,-96.6205991836735,469-443-7698,75043-1528,TX,,America/Chicago,Texas,Dollar Tree,2024-06-05
DollarTree,10233 E Northwest Hwy Suite 408,Northlake Shopping Center,Dallas,2350,32.86435,-96.7103135604785,945-235-3040,75238,TX,,America/Chicago,Texas,Dollar Tree,2024-06-05
DollarTree,6301 Abrams Rd Suite 110,Skillman Abrams Crossing,Dallas,7672,32.8618736,-96.7462811,469-329-5615,75231-7818,TX,,America/Chicago,Texas,Dollar Tree,2024-06-05
DollarTree,8800 N. Tarrant Pkwy Suite 150,Ross Plaza,North Richland Hills,4920,32.9038094256173,-97.1969550947499,817-770-8761,76182-8406,TX,0,America/Chicago,Texas,Dollar Tree,2024-06-05
DollarTree,10701 N. Beach Street,Fort Worth,Fort Worth,6520,32.92843,-97.2895,817-898-6238,76244-8540,TX,,America/Chicago,Texas,Dollar Tree,2024-06-05
DollarTree,1202 W Centerville Rd Suite B,Ross Center,Garland,5210,32.8575799587439,-96.6466855033027,972-936-2076,75041-5921,TX,,America/Chicago,Texas,Dollar Tree,2024-06-05
DollarTree,2800 State Hwy. 121 #200,Vineyard Village Shopping Center,Euless,3712,32.8765414015934,-97.0987021729237,945-215-0764,76039-5814,TX,,America/Chicago,Texas,Dollar Tree,2024-06-05
DollarTree,1000 East Alameda Street Suite 103,Alameda Square,Norman,1347,35.21838,-97.42669,572-225-0002,73071-5265,OK,0,America/Chicago,Oklahoma,Dollar Tree,2024-06-05
DollarTree,1614 W Lindsey,Hollywood  Shopping Center,Norman,7062,35.2034726,-97.465075,405-515-7192,73069-4304,OK,0,America/Chicago,Oklahoma,Dollar Tree,2024-06-05
DollarTree,10606 Garland Rd..,Whiterock Retail Center,Dallas,2637,32.843662020202,-96.6898973737374,945-258-9835,75218-2639,TX,0,America/Chicago,Texas,Dollar Tree,2024-06-05
DollarTree,6464 E Mockingbird Ln Suite 110,Former Albertsons,Dallas,2131,32.8364983946475,-96.7505987541941,945-229-6530,75214,TX,0,America/Chicago,Texas,Dollar Tree,2024-06-05
DollarTree,2141 Rufe Snow Dr.,Keller,Keller,6833,32.8929639,-97.237956,817-770-8300,76248-5633,TX,,America/Chicago,Texas,Dollar Tree,2024-06-05
DollarTree,8028 Denton Hwy.,Watagua Towne Crossing,Watauga,1907,32.8903472024229,-97.2594199429497,682-214-2410,76148-2471,TX,0,America/Chicago,Texas,Dollar Tree,2024-06-05
DollarTree,600 W Independence,Former CVS,Shawnee,7778,35.3482418,-96.9327384,405-432-4840,74804,OK,0,America/Chicago,Oklahoma,Dollar Tree,2024-06-05
DollarTree,3542 W Airport Fwy,Irving Square Shopping Center,Irving,1869,32.835866753347,-96.9960460506147,469-586-1366,75062-5922,TX,,America/Chicago,Texas,Dollar Tree,2024-06-05
DollarTree,2233 Porter Creek Dr.,Presidio Towne Crossing,Fort Worth,5843,32.9011684715676,-97.3285689930847,682-990-6494,76177,TX,,America/Chicago,Texas,Dollar Tree,2024-06-05
DollarTree,609 Harwood Road,Harwood Village,Bedford,9968,32.8541035,-97.1585724,682-254-6050,76021-4214,TX,,America/Chicago,Texas,Dollar Tree,2024-06-05
DollarTree,5334 Ross Avenue Suite 700,Ross Henderson Shopping Center,Dallas,5319,32.80987,-96.77181,972-936-2073,75206-7463,TX,,America/Chicago,Texas,Dollar Tree,2024-06-05
DollarTree,1601 N. Town East Blvd,Town East Centre,Mesquite,1120,32.81089,-96.6204,972-764-6122,75150-4105,TX,0,America/Chicago,Texas,Dollar Tree,2024-06-05
DollarTree,1220 A Airport Fwy,Cimarron Plaza Shopping Center,Bedford,1870,32.83865,-97.15019,682-254-6081,76022-6785,TX,0,America/Chicago,Texas,Dollar Tree,2024-06-05
DollarTree,2100 NW 24th Ave.,University Town Center,Norman,4422,35.24422,-97.47981,405-515-7367,73069-6305,OK,,America/Chicago,Oklahoma,Dollar Tree,2024-06-05
DollarTree,6253 Rufe Snow Drive Ste 900,Brooks Crossing,Watauga,5363,32.8583082136228,-97.23813709024,817-770-8762,76148-3359,TX,0,America/Chicago,Texas,Dollar Tree,2024-06-05
DollarTree,1121 West 6th Street,Martinique Shopping Center,Irving,7837,32.8091878,-96.9591984,469-242-0241,75060-3877,TX,,America/Chicago,Texas,Dollar Tree,2024-06-05
DollarTree,5412 Davis Boulevard,North Richland Hills,North Richland Hills,6628,32.847268,-97.2134662,817-770-8420,76180-6826,TX,0,America/Chicago,Texas,Dollar Tree,2024-06-05
DollarTree,9208 E. RL Thornton Frwy,Buckner Commons,Dallas,1280,32.7962990704351,-96.6881706579816,469-547-4607,75228-6104,TX,0,America/Chicago,Texas,Dollar Tree,2024-06-05
DollarTree,4903 N Union Suite 113,WalMart Shopping Center,Shawnee,1165,35.38554,-96.919262,405-481-8191,74804-1336,OK,0,America/Chicago,Oklahoma,Dollar Tree,2024-06-05
DollarTree,8820 State Hwy 34 S,Quinlan Center,Quinlan,5449,32.9078373913043,-96.1280158695652,903-226-1010,75474-9434,TX,0,America/Chicago,Texas,Dollar Tree,2024-06-05
DollarTree,4808 Davis Blvd,Former CVS  4808 Davis Blvd,North Richland Hills,9716,32.8355459,-97.2131042,682-257-1995,76180-7001,TX,,America/Chicago,Texas,Dollar Tree,2024-06-05
DollarTree,1441 N. Saginaw Blvd. Ste 110,Saginaw Retail Center,Saginaw,3125,32.8843272893359,-97.3848641646399,817-840-4254,76179-5097,TX,0,America/Chicago,Texas,Dollar Tree,2024-06-05
DollarTree,740 W Pipeline Rd.,Shops at Pipeline Road,Hurst,5965,32.8236671318011,-97.1848565126614,682-254-6025,76053-4928,TX,0,America/Chicago,Texas,Dollar Tree,2024-06-05
DollarTree,904 Ft Worth Ave,F/S 904 Ft Worth Ave,Dallas,6996,32.7682723,-96.8369843,945-235-2050,75208-1709,TX,,America/Chicago,Texas,Dollar Tree,2024-06-05
DollarTree,403 S. Collins Blvd,403 S Collins Blvd,Sunnyvale,10023,32.7766843,-96.5697893,469-676-8012,75182,TX,,America/Chicago,Texas,Dollar Tree,2024-06-05
DollarTree,4430 DFW Tpke,Pinnacle Park Shopping Center,Dallas,3183,32.75987,-96.88781,469-917-2733,75211-1379,TX,0,America/Chicago,Texas,Dollar Tree,2024-06-05
DollarTree,1804 South 4th Street,Southland Shopping Center,Chickasha,5962,35.0322800226592,-97.9350474648951,405-825-6156,73018-0000,OK,0,America/Chicago,Oklahoma,Dollar Tree,2024-06-05
DollarTree,3520 Denton Highway,North Hills Village,Haltom City,2638,32.8148250381948,-97.2645161182628,682-255-4996,76117-3207,TX,,America/Chicago,Texas,Dollar Tree,2024-06-05
DollarTree,1614 S W 74th Street,Southern Hills Shopping Center,Oklahoma City,2544,35.3131,-97.46951,405-225-0304,73159-8201,OK,,America/Chicago,Oklahoma,Dollar Tree,2024-06-05
DollarTree,601 NW Parkway Street,601 NW Parkway St,Azle,6757,32.8994872,-97.5472349,817-752-6011,76020-2930,TX,0,America/Chicago,Texas,Dollar Tree,2024-06-05
DollarTree,1639 S Buckner Blvd Ste 150,Buckner Stonehurst,Dallas,6096,32.7405766292135,-96.6829633707865,469-998-1534,75217-1708,TX,,America/Chicago,Texas,Dollar Tree,2024-06-05
DollarTree,430 E Main Street Suite C,430 E Main St,Grand Prairie,6362,32.7456744897959,-96.9993018367347,972-809-5453,75050-5727,TX,0,America/Chicago,Texas,Dollar Tree,2024-06-05
DollarTree,1005 S Cockrell Hill Rd. Suite 201,Plaza de Oro,Cockrell Hill,5915,32.7359244444444,-96.8914122222222,945-256-1213,75211-4623,TX,0,America/Chicago,Texas,Dollar Tree,2024-06-05
DollarTree,10304 Lake June Rd,Lake June,Dallas,6254,32.73404,-96.6461260594437,972-764-7260,75217-3377,TX,0,America/Chicago,Texas,Dollar Tree,2024-06-05
DollarTree,4200 South Freeway Suite 948,La Gran Plaza,Fort Worth,5606,32.794799,-97.285171,817-806-0300,76115-1412,TX,,America/Chicago,Texas,Dollar Tree,2024-06-05
DollarTree,1303  N. Collins St. #401,Six Flags Village Shopping Center,Arlington,3704,32.7541002040816,-97.0972689795918,682-238-1653,76011-5043,TX,,America/Chicago,Texas,Dollar Tree,2024-06-05
DollarTree,1901 S. Telephone Rd,Moore,Moore,2212,35.3211158333333,-97.4943702777778,405-300-6003,73160-2720,OK,0,America/Chicago,Oklahoma,Dollar Tree,2024-06-05
DollarTree,4241 West Camp Wisdom Suite A,Redbird Hill Shopping Center,Dallas,2076,32.729946869372,-96.889267593264,945-215-8050,75237-2420,TX,0,America/Chicago,Texas,Dollar Tree,2024-06-05
DollarTree,12250 Lake June Road Suite #108,Southeast Market Center,Balch Springs,3729,32.73395,-96.6165029310345,469-608-6320,75180-4716,TX,0,America/Chicago,Texas,Dollar Tree,2024-06-05
DollarTree,3214 Falls Drive,Westmoreland Heights,Dallas,9823,32.726073,-96.8734255,945-235-8570,75211,TX,,America/Chicago,Texas,Dollar Tree,2024-06-05
DollarTree,3420 West Highway 199,NEQ SH 199 & Agnes Circle,Springtown,9403,32.9777009,-97.7401279,682-302-3635,76082,TX,0,America/Chicago,Texas,Dollar Tree,2024-06-05
DollarTree,1458 Eastchase  Pkwy,Eastchase Center,Fort Worth,4944,32.7579469349213,-97.1673889921074,817-505-2239,76120-4411,TX,,America/Chicago,Texas,Dollar Tree,2024-06-05
DollarTree,655 W Illinois Ave Suite 742,Wynnewood Village Shopping Center,Dallas,2639,32.7204995,-96.8318312,972-587-3531,75224-1814,TX,,America/Chicago,Texas,Dollar Tree,2024-06-05
DollarTree,855 S Eastern,Moore BTS,Moore,9122,35.3397298,-97.4741179,405-300-6099,73160,OK,,America/Chicago,Oklahoma,Dollar Tree,2024-06-05
DollarTree,4515 SE Lee,Build to Suit,Lawton,7826,34.5936859,-98.3338702,580-713-7975,73501,OK,0,America/Chicago,Oklahoma,Dollar Tree,2024-06-05
DollarTree,3158 S Harrah Rd,Harrah BTS,Harrah,8695,35.4321106,-97.1587828,405-898-6024,73045,OK,0,America/Chicago,Oklahoma,Dollar Tree,2024-06-05
DollarTree,810 Gilmer St,F/S Gilmer St,Sulphur Springs,6954,33.1281537,-95.5991262,903-919-6033,75482,TX,0,America/Chicago,Texas,Dollar Tree,2024-06-05
DollarTree,219 N.E. 28th Street,Stockyards Center,Fort Worth,4945,32.7951725,-97.347655,682-235-9593,76164-7205,TX,0,America/Chicago,Texas,Dollar Tree,2024-06-05
DollarTree,140 S Buckner Blvd,Buckner Center,Dallas,8429,32.714441,-96.6824088,940-666-4970,75217-6515,TX,0,America/Chicago,Texas,Dollar Tree,2024-06-05
DollarTree,993 NW 32nd St,Newcastle FS,Newcastle,9068,35.2909768,-97.6117684,405-256-2804,73065,OK,0,America/Chicago,Oklahoma,Dollar Tree,2024-06-05
DollarTree,6330 Lake Worth Blvd.,Lake Worth Center,Lake Worth,2348,32.8100764150324,-97.4232381127433,682-990-5974,76135-3602,TX,0,America/Chicago,Texas,Dollar Tree,2024-06-05
DollarTree,4421 W. Kiest Blvd,F/S 4421 W Keist Blvd,Dallas,8069,32.7063402,-96.893881,469-513-1310,75236-0005,TX,0,America/Chicago,Texas,Dollar Tree,2024-06-05
DollarTree,2506 S Beltline Rd,Grand Prairie,Grand Prairie,3015,32.7089082978723,-96.994189787234,214-677-9388,75052-5342,TX,,America/Chicago,Texas,Dollar Tree,2024-06-05
DollarTree,6340 Meadowbrook Drive,Former Minyards Building,Ft Worth,8279,32.7451937,-97.2209628,817-880-0896,76112,TX,0,America/Chicago,Texas,Dollar Tree,2024-06-05
DollarTree,1320 N Santa Fe,Former Eckerd,Moore,8654,35.3497911,-97.5114414,405-300-6454,73160,OK,,America/Chicago,Oklahoma,Dollar Tree,2024-06-05
DollarTree,2540 E Pioneer Pkwy.,Tom Thumb Shopping Center,Arlington,3110,32.71225,-97.0660736734694,682-375-2910,76010-5201,TX,0,America/Chicago,Texas,Dollar Tree,2024-06-05
DollarTree,2305 W Park Row Dr.,Westbury Square,Pantego,1119,32.7213203448276,-97.1455465517241,817-505-1522,76013-3302,TX,0,America/Chicago,Texas,Dollar Tree,2024-06-05
DollarTree,11717 S Western,Fmr Tuesday Morning,Oklahoma City,9777,35.3515252,-97.5309753,405-437-0930,73170,OK,,America/Chicago,Oklahoma,Dollar Tree,2024-06-05
DollarTree,4777 Vistawood Blvd Suite # 150,Glen Oaks Crossing,Dallas,5444,32.6862679705871,-96.8256643357844,469-608-6322,75224-0000,TX,,America/Chicago,Texas,Dollar Tree,2024-06-05
