store_id,store_name,address,city,zip,state,region,phone,url,latitude,longitude,state_name,brand
TX181,Autonation Hyundai N Richland Hills,7724 Ne Loop 820,North Richland Hills,76180,TX,SC,817-548-4040,www.autonationhyundainorthrichlandhills.com,32.8313259,-97.2144101,Texas,Hyundai
TX173,Vandergriff Hyundai,1120 West I-20,Arlington,76017,TX,SC,817-422-0932,www.vandergriffhyundai.com,32.6758056,-97.1246923,Texas,Hyundai
TX141,James Wood Hyundai,2110 Highway 287 South,Decatur,76234,TX,SC,940-627-2177,www.jameswoodhyundai.com,33.2153684,-97.5850559,Texas,Hyundai
TX184,Hiley Hyundai West,9000 West Freeway,Fort Worth,76108,TX,SC,817-367-4000,www.hileyhyundaioffortworth.com,32.7385858,-97.4714724,Texas,Hyundai
TX175,Hiley Hyundai Of Burleson,320 N. Burleson Blvd.,Burleson,76028,TX,SC,817-945-9900,www.hileyhyundaiofburleson.com,32.5493169,-97.3158471,Texas,Hyundai
TX136,Jerrys Hyundai,3015 Ft Worth Highway,Hudson Oaks,76087,TX,SC,817-596-5000,www.jerryshyundai.com,32.7562829,-97.6937616,Texas,Hyundai
OK027,Carter County Hyundai,616 Holiday Drive,Ardmore,73401,OK,SC,580-319-4949,www.cartercountyhyundai.com,34.1823487,-97.1657378,Oklahoma,Hyundai
TX191,Shottenkirk Hyundai Granbury,4960 East Highway 377,Granbury,76049,TX,SC,817-279-5800,www.shottenkirkhyundaigranbury.com,32.46889114379883,-97.70823669433594,Texas,Hyundai
TX194,Foundation Hyundai Of Wichita Falls,315 Central Freeway,Wichita Falls,76301,TX,SC,940-228-4448,www.foundationhyundaiofwichitafalls.com,33.88947677612305,-98.48694610595703,Texas,Hyundai
OK019,Billingsley Hyundai Of Lawton,2502 Nw 82Nd Street,Lawton,73505,OK,SC,580-536-3326,www.billingsleyhyundai.com,34.633562,-98.493376,Oklahoma,Hyundai
OK033,Norman Hyundai,591 N. Interstate Drive,Norman,73069,OK,SC,405-801-3590,www.normanhyundai.com,35.22579193115234,-97.48416137695312,Oklahoma,Hyundai
TX118,Orr Hyundai,2300 St. Michael Drive,Texarkana,75503,TX,SC,903-831-6408,www.orrhyundai.com,33.4646276,-94.0693602,Texas,Hyundai
OK030,Bob Howard Hyundai,613 Sw 74Th Street,Oklahoma City,73139,OK,SC,405-634-8900,www.bobhowardhyundai.com,35.3926068,-97.5245705,Oklahoma,Hyundai
OK015,Automax Hyundai,4401 Tinker Diagonal,Del City,73115,OK,SC,405-606-4000,www.hyundaiokc.com,35.4537344,-97.4384527,Oklahoma,Hyundai
OK018,Edmond Hyundai,14137 N. Broadway Extension,Edmond,73013,OK,SC,405-478-8777,www.edmondhyundai.com,35.6141958,-97.4893215,Oklahoma,Hyundai
LA032,Mike Morgan Hyundai,8747 Business Park Drive,Shreveport,71105,LA,SC,318-688-8733,www.mikemorganhyundai.com,32.4211844,-93.723387,Louisiana,Hyundai
TX098,Star Hyundai,200 South Clack,Abilene,79605,TX,SC,325-698-2222,www.hyundaiofabilene.com,32.4503969,-99.7877064,Texas,Hyundai
OK026,James Hodge Hyundai,1330 N Main Street,Muskogee,74401,OK,SC,918-687-3646,www.jameshodgehyundai.com,35.7649432,-95.3571137,Oklahoma,Hyundai
AR036,Crain Hyundai Of Fort Smith,3600 S Zero Street,Fort Smith,72908,AR,SC,479-424-2440,www.crainhyundaiftsmith.com,35.2994544,-94.4079213,Arkansas,Hyundai
NY144,Koeppel Hyundai,34-54 44Th Street,Long Island City,11101,NY,EA,718-361-6900,www.koeppelhyundai.com,40.75410079956055,-73.91893005371094,New York,Hyundai
NY120,Star Hyundai,201-16 Northern Blvd,Bayside,11361,NY,EA,718-631-6700,www.starhyundai.com,40.7573099,-73.781303,New York,Hyundai
NY147,Empire Hyundai Of Jamaica,175-62 Hillside Ave,Jamaica,11432,NY,EA,929-558-3450,www.shopempirehyundaiofjamaica.com,40.71200942993164,-73.7855453491211,New York,Hyundai
NY109,City World Hyundai,3350 Boston Road,Bronx,10469,NY,EA,718-514-8080,www.cityworldhyundai.com,40.8742719,-73.8517461,New York,Hyundai
NY127,South Shore Hyundai,360 W. Sunrise Highway,Valley Stream,11581,NY,EA,516-561-8772,www.southshorehyundai.com,40.6630182,-73.7136308,New York,Hyundai
NY058,Plaza Hyundai,2726 Nostrand Ave.,Brooklyn,11210,NY,EA,718-253-8400,www.plazahyundai.com,40.6181757,-73.9453087,New York,Hyundai
NJ046,Hudson Hyundai,977 Communipaw Ave,Jersey City,07304,NJ,EA,201-333-3100,www.hudsonhyundai.com,40.7225534,-74.0855951,New Jersey,Hyundai
NY126,Millennium Hyundai,265 North Franklin Street,Hempstead,11550,NY,EA,516-282-3800,www.millenniumhyundai.com,40.7135425,-73.6289648,New York,Hyundai
NY143,Hyundai City Of Bay Ridge,9013 4Th Avenue,Brooklyn,11209,NY,EA,718-285-7000,www.hyundaicityny.com,40.6192813696313,-74.02950955466791,New York,Hyundai
NY146,Empire Hyundai Of New Rochelle,125 East Main Street,New Rochelle,10801,NY,EA,914-654-8300,www.shopempirehyundaiofnewrochelle.com,40.91780853271484,-73.7686996459961,New York,Hyundai
NJ033,Paramus Hyundai,234 Route 4 East,Paramus,07652,NJ,EA,201-845-0700,www.paramushyundai.com,40.9147515,-74.0523008,New Jersey,Hyundai
NY133,Island Hyundai,1590 Hylan Blvd,Staten Island,10305,NY,EA,718-727-2277,www.myislandhyundai.com,40.589543,-74.088616,New York,Hyundai
NJ051,Lynnes Hyundai Llc,401 Bloomfield Avenue,Bloomfield,07003,NJ,EA,973-743-5100,www.lynneshyundai.com,40.7881521,-74.1944195,New Jersey,Hyundai
NY110,Advantage Hyundai,430-440 Plainview Road,Hicksville,11801,NY,EA,516-465-7000,www.advantagehyundai.com,40.7699196,-73.5027788,New York,Hyundai
NY154,Tasca Central Avenue Hyundai,111 South Central Ave,Hartsdale,10530,NY,EA,866-795-6215,www.tascacentralavehyundai.com,41.01635360717773,-73.8021240234375,New York,Hyundai
NJ015,Maxon Hyundai,2329 Route 22 West,Union,07083,NJ,EA,908-851-5500,www.maxonhyundai.com,40.6903225,-74.2923214,New Jersey,Hyundai
NY140,Hyundai Of 110,2100 Broadhollow Road,Farmingdale,11735,NY,EA,631-366-7500,www.hyundaiof110.com,40.74772197154113,-73.42345189036016,New York,Hyundai
NJ034,Sansones Route 1 Hyundai,90-100 Route 1 North,Avenel,07001,NJ,EA,732-815-0500,www.sansoneshyundai.com,40.5948528,-74.2729182,New Jersey,Hyundai
NY129,Rockland Hyundai,55 South Route 303,West Nyack,10994,NY,EA,845-244-4539,www.rocklandhyundai.com,41.095641,-73.9503716,New York,Hyundai
NJ048,Wayne Auto Mall Hyundai,1935 Route 23S,Wayne,07470,NJ,EA,973-694-7800,www.waynehyundai.com,40.9491088,-74.2761034,New Jersey,Hyundai
NY005,"Huntington Hyundai, Inc.",1221 E. Jericho Turnpike,Huntington,11743,NY,EA,631-385-4343,www.huntingtonhyundai.com,40.833433,-73.361738,New York,Hyundai
CT034,Stamford Hyundai Llc,85 Magee Avenue,Stamford,06902,CT,EA,203-326-5740,www.stamfordhyundai.com,41.046855,-73.5292686,Connecticut,Hyundai
NJ045,Liberty Hyundai,305 Route 17 North,Mahwah,07430,NJ,EA,201-529-2400,www.libertyhyundai.com,41.0889921,-74.153182,New Jersey,Hyundai
NY075,Atlantic Hyundai,193 Sunrise Highway,West Islip,11795,NY,EA,631-587-0700,www.atlantichyundai.com,40.7207424,-73.3045844,New York,Hyundai
NJ025,Circle Hyundai,641 Shrewsbury Ave.,Shrewsbury,07702,NJ,EA,732-758-0111,www.circlehyundai.com,40.3283285,-74.07255,New Jersey,Hyundai
NJ066,Global Hyundai Of North Plainfield,1099 Rt 22 West,North Plainfield,07060,NJ,EA,908-757-4000,www.globalhyundainj.com,40.61633682250977,-74.45503234863281,New Jersey,Hyundai
NJ005,Towne Hyundai,3170 Route 10,Denville,07834,NJ,EA,973-366-7777,www.townehyundai.com,40.8723877,-74.5226912,New Jersey,Hyundai
NY106,Curry Hyundai,3040 E. Main Street,Cortlandt Manor,10567,NY,EA,914-930-3700,www.curryhyundai.com,41.3084422,-73.8760023,New York,Hyundai
NJ011,Freehold Hyundai,4065 Rt 9,Freehold,07728,NJ,EA,732-625-1200,www.freeholdhyundai.com,40.2641328,-74.2924807,New Jersey,Hyundai
CT037,Balise Hyundai Of Fairfield,338 Commerce Drive,Fairfield,06824,CT,EA,203-418-4445,www.balisehyundaifairfield.com,41.1397764,-73.2716115,Connecticut,Hyundai
NY136,Centereach Hyundai,1815 Middle Country Road,Centereach,11720,NY,EA,631-580-0800,www.centereachhyundai.com,40.8603843,-73.0754834,New York,Hyundai
NJ065,Route 1 Hyundai,3905 Route 1 South,Monmouth Junction,08852,NJ,EA,732-821-4000,www.route1hyundai.com,40.41145706176758,-74.54181671142578,New Jersey,Hyundai
NY107,Hyundai 112,2114 Route 112,Medford,11763,NY,EA,631-758-2200,www.hyundai112.com,40.8116392,-73.0024043,New York,Hyundai
NY025,Suresky Hyundai,2 Hatfield Lane,Goshen,10924,NY,EA,845-294-5177,www.sureskyhyundai.com,41.3934274,-74.3365488,New York,Hyundai
CT033,Key Hyundai Of Milford,566 Bridgeport Avenue,Milford,06460,CT,EA,203-877-6820,www.keyhyundaimilfordct.com,41.207647,-73.088362,Connecticut,Hyundai
CT022,Danbury Hyundai,102 Federal Road,Danbury,06810,CT,EA,203-730-4700,www.danburyhyundai.com,41.4156669,-73.4228072,Connecticut,Hyundai
NJ049,Franklin Sussex Hyundai,499 Route 23,Sussex,07461,NJ,EA,973-875-6101,www.franklinsussexhyundai.com,41.2422196,-74.6243089,New Jersey,Hyundai
NY060,Healey Hyundai,410 Fishkill Avenue,Beacon,12508,NY,EA,845-831-1990,www.healeybrothershyundai.com,41.510461,-73.952328,New York,Hyundai
NJ060,Fred Beans Hyundai Of Flemington,180 Route 202  31,Flemington,08822,NJ,EA,908-788-4227,www.fredbeanshyundaiflemington.com,40.4812,-74.8631,New Jersey,Hyundai
NJ032,Lester Glenn Hyundai,325 Route 37,Toms River,08753,NJ,EA,732-240-8833,www.tomsriverhyundai.com,39.9584537,-74.169319,New Jersey,Hyundai
NJ063,Hyundai Of Trenton,1655 North Olden Avenue,Ewing,08638,NJ,EA,609-883-3500,www.hyundaioftrenton.com,40.24509811401367,-74.76305389404297,New Jersey,Hyundai
NY050,Riverhead Hyundai,1800A Old Country Road,Riverhead,11901,NY,EA,631-369-0600,www.riverheadhyundai.com,40.924952,-72.7056999,New York,Hyundai
CT038,Brandfon Hyundai,115 Peat Meadow Road,New Haven,06513,CT,EA,203-315-2900,www.brandfonhyundai.com,41.2891677,-72.8861776,Connecticut,Hyundai
PA002,Fred Beans Hyundai Of Langhorne,1106 E. Lincoln Highway,Langhorne,19047,PA,EA,215-945-8000,www.fredbeanshyundailanghorne.com,40.196447,-74.9091853,Pennsylvania,Hyundai
CT039,Shakers Family Hyundai,674 Straits Turnpike,Watertown,06795,CT,EA,203-754-9494,www.shakersfamilyhyundai.com,41.5734356,-73.1002931,Connecticut,Hyundai
TX179,Car Town Hyundai,501 North Bryant Boulevard,San Angelo,76903,TX,SC,325-655-7755,www.cartownsanangelo.com,31.4656756,-100.4469916,Texas,Hyundai
IL081,Happy Hyundai,9121 South Cicero Avenue,Oak Lawn,60453,IL,CE,708-422-9300,www.myhappyhyundai.com,41.726237,-87.7395219,Illinois,Hyundai
IL097,Napleton Downtown Hyundai,2700 S Michigan Ave,Chicago,60616,IL,CE,312-225-4300,www.napletondowntownhyundai.com,41.84421920776367,-87.62405395507812,Illinois,Hyundai
IL066,Ettleson Hyundai,5631 S Lagrange Road,Countryside,60525,IL,CE,708-491-0200,www.ettlesonhyundai.com,41.7873273,-87.8675468,Illinois,Hyundai
IL073,Mcgrath City Hyundai,6750 W. Grand Avenue,Chicago,60707,IL,CE,773-889-9090,www.mcgrathhyundai.com,41.9238429,-87.7944316,Illinois,Hyundai
IL063,Family Hyundai,8101 W. 159Th Street,Tinley Park,60477,IL,CE,708-444-7100,www.familyhyundai.com,41.6009516,-87.8180076,Illinois,Hyundai
IL071,Napletons Hyundai,1985 River Oaks Drive,Calumet City,60409,IL,CE,708-868-6500,www.napletonriveroakshyundai.com,41.600373,-87.573597,Illinois,Hyundai
IL076,Wilkins Hyundai,750 N. York Street,Elmhurst,60126,IL,CE,630-279-3000,www.wilkinshyundai.com,41.9219122,-87.9404128,Illinois,Hyundai
IL093,Hyundai Of Lincolnwood,6747 N. Lincoln Avenue,Lincolnwood,60712,IL,CE,847-675-4500,www.hyundaioflincolnwood.com,42.0038882,-87.7282665,Illinois,Hyundai
IL098,Castle Hyundai Downers Grove,1866 Ogden Ave,Downers Grove,60515,IL,CE,630-964-9500,www.castlehyundaidownersgrove.com,41.80823516845703,-88.0323715209961,Illinois,Hyundai
IL085,Autonation Hyundai Ohare,1509 S River Road,Des Plaines,60018,IL,CE,847-346-0144,www.autonationhyundaiohare.com,42.0259134,-87.8767771,Illinois,Hyundai
IL072,World Hyundai Matteson,5337 Miller Circle Drive,Matteson,60443,IL,CE,708-983-6500,www.worldhyundaimatteson.com,41.501161,-87.7443766,Illinois,Hyundai
IN038,Webb Hyundai,9236 Indianapolis Boulevard,Highland,46322,IN,CE,219-249-5431,www.webbhyundai.com,41.5452846,-87.472189,Indiana,Hyundai
IL003,Napleton Hyundai Of Glenview,1620 Waukegan Road,Glenview,60025,IL,CE,847-729-0300,www.napletonhyundaiglenview.com,42.0845748,-87.7988494,Illinois,Hyundai
IL069,Patrick Hyundai,1020 E. Golf Road,Schaumburg,60173,IL,CE,847-519-9600,www.patrickhyundai.com,42.0509394,-88.0530034,Illinois,Hyundai
IL082,Napletons Valley Hyundai,4333 Ogden Avenue,Aurora,60504,IL,CE,630-851-2500,www.napletonsvalleyhyundai.com,41.75079,-88.210272,Illinois,Hyundai
IL044,Gregory Hyundai,490 Skokie Valley Road,Highland Park,60035,IL,CE,847-831-5980,www.gregoryhyundai.com,42.161043,-87.808337,Illinois,Hyundai
IN045,Webb Hyundai Merrillville,1000 W 81St Avenue,Merrillville,46410,IN,CE,219-249-5145,www.hyundaimerrillville.com,41.4717989,-87.3479821,Indiana,Hyundai
IL059,Darcy Hyundai,2000 Essington Road,Joliet,60435,IL,CE,815-725-5200,www.darcyhyundai.com,41.5228627,-88.1449288,Illinois,Hyundai
IL094,Hyundai Of Palatine,221 E. Lake Cook Road,Palatine,60074,IL,CE,847-348-6700,www.hyundaipalatine.com,42.1303943,-88.0216334,Illinois,Hyundai
IL068,Elgin Hyundai,1215 W Lake Street,Bartlett,60103,IL,CE,847-888-8222,www.elginhyundai.com,42.0315703,-88.2437213,Illinois,Hyundai
IL080,Gerald Hyundai,209 Hansen Boulevard,North Aurora,60542,IL,CE,630-907-8500,www.geraldhyundai.com,41.7993428,-88.3712902,Illinois,Hyundai
IL095,Happy Hyundai Of Libertyville,901 S. Milwauke Ave.,Libertyville,60048,IL,CE,224-207-7200,www.libertyvillehyundai.com,42.26753616333008,-87.951171875,Illinois,Hyundai
IL087,Rosen Hyundai,771 S Randall Road,Algonquin,60102,IL,CE,847-854-6700,www.rosenhyundai.com,42.1629988,-88.3344836,Illinois,Hyundai
IL091,Phillips Hyundai Of Bradley,1400 Locke Drive,Bourbonnais,60914,IL,CE,815-933-2251,www.phillipshyundai.com,41.1663558,-87.8487163,Illinois,Hyundai
IL054,Gurnee Hyundai,6251 Grand Avenue,Gurnee,60031,IL,CE,847-249-1300,www.gurneehyundai.com,42.382433,-87.957474,Illinois,Hyundai
IN051,Michigan City Hyundai,4411 E Michigan Blvd,Michigan City,46360,IN,CE,219-878-1133,www.michigancityhyundai.com,41.69885652027507,-86.83315225438383,Indiana,Hyundai
IL096,Kunes Hyundai Of Sycamore,1380 Dekalb Avenue,Sycamore,60178,IL,CE,815-895-4584,www.hyundaiofsycamore.com,41.97904586791992,-88.70938873291016,Illinois,Hyundai
WI038,Rosen Hyundai Of Kenosha,6701 120Th Avenue,Kenosha,53142,WI,CE,262-891-6230,www.rosenhyundaikenosha.com,42.57498931884766,-87.95188903808594,Wisconsin,Hyundai
WI042,Zeigler Hyundai Of Racine,13313 Washington Ave,Mount Pleasant,53177,WI,CE,262-884-7575,www.zeiglerhyundairacine.com,42.72303771972656,-87.94840240478516,Wisconsin,Hyundai
MI057,Signature Hyundai,680 E. Napier Avenue,Benton Harbor,49022,MI,CE,269-926-0031,www.signaturehyundai.com,42.0863076,-86.4424524,Michigan,Hyundai
IL062,Hyundai On Perryville,343 North Perryville Road,Rockford,61107,IL,CE,815-229-0089,www.hyundaionperryville.com,42.2722435,-88.9788644,Illinois,Hyundai
IN021,Gurley Leep Hyundai,5302 N. Grape Road,Mishawaka,46545,IN,CE,574-272-0990,www.gurleyleephyundai.com,41.7056548,-86.1874932,Indiana,Hyundai
IL060,Schimmer Hyundai,911 Shooting Park Road,Peru,61354,IL,CE,815-224-4500,www.schimmerhyundai.com,41.3385605,-89.1170068,Illinois,Hyundai
WI039,Rosen Hyundai Greenfield,6133 S 27Th Street,Greenfield,53221,WI,CE,414-238-2000,www.rosenhyundaigreenfield.com,42.93305295356636,-87.9504808315516,Wisconsin,Hyundai
WI036,Hyundai West Allis,10611 W Arthur Ave,West Allis,53227,WI,CE,414-329-3100,www.hyundaiwestallis.com,42.9982662,-88.0450716,Wisconsin,Hyundai
WI014,Boucher Hyundai,1537 East Moreland Boulevard,Waukesha,53186,WI,CE,262-547-0031,www.boucherhyundai.com,43.024419,-88.204106,Wisconsin,Hyundai
WI035,Boucher Hyundai Of Janesville,2009 Milton Ave,Janesville,53545,WI,MS,608-314-8222,www.boucherhyundaijanesville.com,42.7074284,-89.005431,Wisconsin,Hyundai
WI041,Amato Hyundai Of Glendale,5200 N Port Washington Road,Glendale,53217,WI,CE,414-964-4400,www.northshorehyundai.com,43.11202239990234,-87.91586303710938,Wisconsin,Hyundai
IN054,Hyundai Of Goshen,3216 Elkhart Road,Goshen,46526,IN,CE,574-875-5106,www.goshenhyundai.com,41.61128234863281,-85.88432312011719,Indiana,Hyundai
WI022,John Amato Hyundai,N80W12650 Leon Road,Menomonee Falls,53051,WI,CE,414-357-8500,www.johnamatohyundai.com,43.168565,-88.006024,Wisconsin,Hyundai
IN007,Bob Rohrman Hyundai,304 Sagamore Parkway North,Lafayette,47905,IN,CE,765-448-1502,www.rohrmanhyundai.com,40.4147651,-86.8578508,Indiana,Hyundai
IL090,Obrien Hyundai Of Normal,600 Greenbriar Drive,Normal,61761,IL,CE,309-664-1222,www.obrienteamhyundai.com,40.5225806,-88.9499718,Illinois,Hyundai
MI062,Zeigler Hyundai Of Holland,800 Chicago Drive,Holland,49423,MI,CE,616-392-8516,www.zeiglerhyundaiofholland.com,42.79896545410156,-86.07258605957031,Michigan,Hyundai
IL099,Patriot Hyundai Of Tilton,3724 N Vermilion St,Danville,61832,IL,CE,217-443-6803,,40.19252777099609,-87.63008880615234,Illinois,Hyundai
MI023,Maple Hill Hyundai,5622 W. Main,Kalamazoo,49009,MI,CE,269-342-6600,www.maplehillhyundai.com,42.296088,-85.65907,Michigan,Hyundai
TX100,Hyundai Of El Paso,8600 Montana Ave,El Paso,79925,TX,SC,915-881-0300,www.hyundaiofelpaso.com,31.7918486,-106.374397,Texas,Hyundai
NM026,Casa Hyundai Of Las Cruces,210 W Boutz Rd,Las Cruces,88005,NM,SC,575-525-4500,www.casahyundailascruces.com,32.2901611328125,-106.7783889770508,New Mexico,Hyundai
NM014,Roswell Hyundai,1909 W Second Street,Roswell,88201,NM,SC,575-623-5860,www.roswellhyundai.com,33.3941944,-104.5511478,New Mexico,Hyundai
