index,store_num,timezone,address,city,state,zip,phone,latitude,longitude,state_abbr,state_name
79,016447,America/Denver,4515 Woodrow Bean Dr.,El Paso,{'isocode': 'US-TX'},79924,+19157513281,31.8991339949,-106.4399072368,TX,Texas
80,031022,America/Denver,11300 McCombs,El Paso,{'isocode': 'US-TX'},79934,+19158210747,31.9383825603,-106.4072026732,TX,Texas
81,018735,America/Denver,6000 North Mesa St,El Paso,{'isocode': 'US-TX'},79912,+19155811967,31.829604044,-106.5282381973,TX,Texas
82,037739,America/Los_Angeles,2722 S. Figueroa St.,Los Angeles,{'isocode': 'US-CA'},90007,+12134590682,34.0268,-118.277,CA,California
83,033624,America/Los_Angeles,3629 South Vermont Avenue,Los Angeles,{'isocode': 'US-CA'},90007,+13237374717,34.0223196824,-118.2918223579,CA,California
84,033621,America/Los_Angeles,2543 Slauson Ave,Huntington Park,{'isocode': 'US-CA'},90255,+13235819324,33.989373,-118.226421,CA,California
85,033622,America/Los_Angeles,5801 S. Vermont Ave.,Los Angeles,{'isocode': 'US-CA'},90044,+13237591891,33.9895178809,-118.2917785226,CA,California
86,033625,America/Los_Angeles,1401 Martin Luther King Blvd,Los Angeles,{'isocode': 'US-CA'},90062,+13232965505,34.0112529423,-118.3004416104,CA,California
87,036226,America/Los_Angeles,3701 Slauson Avenue,Maywood,{'isocode': 'US-CA'},90270,+13235818576,33.9888717775,-118.1984857968,CA,California
88,026839,America/Los_Angeles,3029 W 8th St,Los Angeles,{'isocode': 'US-CA'},90005,+12133802012,34.0580094868,-118.292562927,CA,California
89,017194,America/Los_Angeles,9919 South Avalon Blvd,Los Angeles,{'isocode': 'US-CA'},90003,+13237568546,33.945871545,-118.2656641177,CA,California
90,001178,America/Los_Angeles,6000 Crenshaw Blvd,Los Angeles,{'isocode': 'US-CA'},90043,+13237585900,33.985204725,-118.330578291,CA,California
91,003108,America/Los_Angeles,103 S Rampart Blvd,Los Angeles,{'isocode': 'US-CA'},90057,+12133869012,34.0694722248,-118.2772733518,CA,California
92,000833,America/Los_Angeles,2046 W Manchester Blvd,Los Angeles,{'isocode': 'US-CA'},90047,+13237589181,33.9599266964,-118.3146566772,CA,California
100,037667,America/Chicago,10251 Clay Rd,Houston,{'isocode': 'US-TX'},77043,+13462501410,29.8318551265,-95.5468793267,TX,Texas
101,035710,America/Chicago,1223 Gessner Drive,Houston,{'isocode': 'US-TX'},77055,+17134685311,29.7901931591,-95.5450584826,TX,Texas
106,021394,America/Chicago,"Memorial City Mall 303 Memorial City Way, 760 Memorial City Mall",Houston,{'isocode': 'US-TX'},77024,+17134619102,29.7807232544,-95.5379042589,TX,Texas
108,038781,America/Chicago,9145 W Sam Houston Pkwy,Houston,{'isocode': 'US-TX'},77064,+18322804784,29.9044834615,-95.5545418879,TX,Texas
109,027792,America/Chicago,10615 Westheimer Rd.,Houston,{'isocode': 'US-TX'},77042,+17139529422,29.7365228328,-95.5639108436,TX,Texas
110,039096,America/New_York,560 Brick Blvd,Brick,{'isocode': 'US-NJ'},08723,+17322620804,40.0536802122,-74.1408486854,NJ,New Jersey
111,039048,America/New_York,3810 Rt 9 S,Howell,{'isocode': 'US-NJ'},07731,+17323640015,40.1556232213,-74.2305308633,NJ,New Jersey
112,039078,America/New_York,Wal-Mart Shopping Center 908 Highway 37 W,Toms River,{'isocode': 'US-NJ'},08755,+17323497700,39.973709098,-74.2390506258,NJ,New Jersey
113,034013,America/New_York,2407 Route 35,Manasquan,{'isocode': 'US-NJ'},08736,+17327228502,40.1268790102,-74.0681940406,NJ,New Jersey
114,039043,America/New_York,1402 Highway 37 E,Toms River,{'isocode': 'US-NJ'},08753,+17322708900,39.9539887965,-74.1593991206,NJ,New Jersey
115,039651,America/New_York,3321 Route 9,Freehold,{'isocode': 'US-NJ'},07728,+18484828303,40.2239048717,-74.2682136981,NJ,New Jersey
116,039070,America/New_York,8 Highway 35 N,Neptune,{'isocode': 'US-NJ'},07753,+17327753830,40.209918,-74.026975,NJ,New Jersey
117,037083,America/New_York,"515 Monmouth Road, Building #120",Jackson,{'isocode': 'US-NJ'},08527,+18482498718,40.1560967527,-74.4293060727,NJ,New Jersey
118,028783,America/New_York,"Suite 2221 3710 Route 9, Freehold Raceway Mall",Freehold,{'isocode': 'US-NJ'},07728,+17327022580,40.253189516,-74.3008946468,NJ,New Jersey
119,039105,America/New_York,1102 Highway 35,Ocean,{'isocode': 'US-NJ'},07712,+16095452956,40.2383046984,-74.0380262336,NJ,New Jersey
120,033366,America/New_York,238 N Main Street,Forked River,{'isocode': 'US-NJ'},08731,+16095492038,39.8468128114,-74.186950887,NJ,New Jersey
121,039059,America/New_York,306 Highway 36,West Long Branch,{'isocode': 'US-NJ'},07764,+17329351122,40.2916712738,-74.037575183,NJ,New Jersey
122,003138,America/Los_Angeles,14301 Pioneer,Norwalk,{'isocode': 'US-CA'},90650,+15626778873,33.9019282806,-118.0828998724,CA,California
123,028525,America/Los_Angeles,11005 Imperial Highway,Norwalk,{'isocode': 'US-CA'},90650,+15628638829,33.9174168705,-118.098808406,CA,California
124,003075,America/Los_Angeles,12503 E Alondra Blvd,Norwalk,{'isocode': 'US-CA'},90650,+15626778872,33.8880284202,-118.066078628,CA,California
125,021145,America/Los_Angeles,13410 Rosecrans Ave,Norwalk,{'isocode': 'US-CA'},90650,+15622299991,33.9020656625,-118.0458394895,CA,California
126,028512,America/Los_Angeles,10300 Alondra Blvd,Bellflower,{'isocode': 'US-CA'},90706,+15629208150,33.8889189409,-118.1151364379,CA,California
127,033693,America/Los_Angeles,10551 Carmenita Rd,Santa Fe Springs,{'isocode': 'US-CA'},90670,+15629031283,33.9389548144,-118.0468586446,CA,California
128,028520,America/Los_Angeles,17900 Bellflower Blvd,Bellflower,{'isocode': 'US-CA'},90706,+15628674466,33.869497,-118.12,CA,California
129,026046,America/Los_Angeles,12156 South Street,Artesia,{'isocode': 'US-CA'},90701,+15629241650,33.8583003999,-118.0726546148,CA,California
130,028522,America/Los_Angeles,14625 Lakewood Blvd,Paramount,{'isocode': 'US-CA'},90723,+15625314780,33.9004434543,-118.1431654596,CA,California
131,031849,America/Los_Angeles,9551 Lakewood Blvd,Downey,{'isocode': 'US-CA'},90240,+15626220161,33.9535086635,-118.1144300016,CA,California
132,028519,America/Los_Angeles,11905 Paramount Blvd,Downey,{'isocode': 'US-CA'},90242,+15629231294,33.9346146396,-118.1443339737,CA,California
133,033072,America/Los_Angeles,14950 Leffingwell Rd,La Mirada,{'isocode': 'US-CA'},90638,+15629419266,33.9264381157,-118.012367331,CA,California
134,033692,America/Los_Angeles,15006 La Mirada Blvd.,La Mirada,{'isocode': 'US-CA'},90638,+17145221132,33.8951844313,-118.0086758762,CA,California
135,028515,America/Los_Angeles,5850 Del Amo Blvd,Lakewood,{'isocode': 'US-CA'},90713,+15624218043,33.8467475697,-118.1175192927,CA,California
136,034150,America/New_York,1034 Flatbush Ave,Brooklyn,{'isocode': 'US-NY'},11226,+17184848082,40.645748884,-73.9583019045,NY,New York
137,037037,America/New_York,1902 Ralph Avenue,Brooklyn,{'isocode': 'US-NY'},11234,+13479414055,40.6309553515,-73.91900592,NY,New York
138,033947,America/New_York,491 Nostrand Ave,Brooklyn,{'isocode': 'US-NY'},11216,+17184844278,40.680647,-73.949482,NY,New York
139,037051,America/New_York,5118 5th Avenue,Brooklyn,{'isocode': 'US-NY'},11220,+19294800545,40.64434,-74.01148,NY,New York
140,036455,America/New_York,1665 Pitkin Avenue,Brooklyn,{'isocode': 'US-NY'},11212,+19293795080,40.6696286646,-73.9119014432,NY,New York
141,034349,America/New_York,1359 Broadway,Brooklyn,{'isocode': 'US-NY'},11221,+13476274656,40.6898737281,-73.9222661043,NY,New York
142,037389,America/New_York,1977 86th Street,Brooklyn,{'isocode': 'US-NY'},11214,+19294806653,40.6049562804,-73.9983563314,NY,New York
143,022960,America/New_York,785 Flushing Avenue,Brooklyn,{'isocode': 'US-NY'},11206,+17182557339,40.7009934592,-73.9414972206,NY,New York
144,030731,America/New_York,8625 4TH Ave.,Brooklyn,{'isocode': 'US-NY'},11209,+13477227803,40.6219916662,-74.028394876,NY,New York
145,037832,America/New_York,283 Broadway,Brooklyn,{'isocode': 'US-NY'},11211,+13474220196,40.7088010675,-73.9584774819,NY,New York
146,035419,America/New_York,809 Grand Street,Brooklyn,{'isocode': 'US-NY'},11211,+19293794030,40.712119,-73.941065,NY,New York
148,035336,America/New_York,58A Fulton Street,New York,{'isocode': 'US-NY'},10038,+12122330848,40.7084971633,-74.0050480397,NY,New York
149,039816,America/Los_Angeles,12786 Van Nuys Blvd,Pacoima,{'isocode': 'US-CA'},91331,+18188904711,34.2736229225,-118.4112254302,CA,California
150,039799,America/Los_Angeles,14511 Chatsworth Drive,San Fernando,{'isocode': 'US-CA'},91340,+18183618502,34.2740322332,-118.448886432,CA,California
151,039790,America/Los_Angeles,12910 Foothill Blvd,Sylmar,{'isocode': 'US-CA'},91342,+18188980875,34.2941444769,-118.4160634548,CA,California
152,039784,America/Los_Angeles,8250 Laurel Canyon Blvd,North Hollywood,{'isocode': 'US-CA'},91605,+18187686349,34.2210345922,-118.3961934554,CA,California
153,039791,America/Los_Angeles,1968 Glen Oaks Blvd,San Fernando,{'isocode': 'US-CA'},91340,+18188981968,34.2980132235,-118.4378485047,CA,California
154,029284,America/Los_Angeles,8256 Orion Ave,Van Nuys,{'isocode': 'US-CA'},91406,+18187798512,34.220883039,-118.4719239783,CA,California
155,003570,America/Los_Angeles,11101 Woodley Avenue,Granada Hills,{'isocode': 'US-CA'},91344,+18183684450,34.2723666915,-118.4852435472,CA,California
156,029287,America/Los_Angeles,12900 Vanowen,North Hollywood,{'isocode': 'US-CA'},91605,+17472037106,34.1937238089,-118.4141117118,CA,California
157,028467,America/Los_Angeles,9825 Balboa Blvd,Northridge,{'isocode': 'US-CA'},91325,+18183490745,34.249664269,-118.5030523691,CA,California
158,039801,America/Los_Angeles,15651 Sherman Way,Van Nuys,{'isocode': 'US-CA'},91406,+17473774203,34.2015089397,-118.4746500518,CA,California
159,000086,America/Los_Angeles,5958 Lankershim Blvd,North Hollywood,{'isocode': 'US-CA'},91601,+18184520807,34.1791606727,-118.3829030799,CA,California
160,017131,America/Los_Angeles,7856 Foothill Blvd,Sunland,{'isocode': 'US-CA'},91040,+18188750937,34.2595,-118.305,CA,California
161,028468,America/Los_Angeles,11694 Magnolia Avenue,North Hollywood,{'isocode': 'US-CA'},91601,+18187660384,34.1647086625,-118.3876005932,CA,California
162,003114,America/Los_Angeles,18100 Parthenia St,Northridge,{'isocode': 'US-CA'},91325,+18187720413,34.2284337338,-118.5277150367,CA,California
163,022010,America/Los_Angeles,4301 W Magnolia Blvd,Burbank,{'isocode': 'US-CA'},91505,+18188467451,34.166018122,-118.353307287,CA,California
177,036773,America/New_York,1266 1ST AVE,New York,{'isocode': 'US-NY'},10065,+13478152622,40.7652935943,-73.957552814,NY,New York
178,031798,America/Chicago,6101 El Dorado Parkway,McKinney,{'isocode': 'US-TX'},75070,+12145920729,33.1736151805,-96.6955475503,TX,Texas
179,035445,America/Chicago,320 N. Custer Rd.,McKinney,{'isocode': 'US-TX'},75070,+19725406530,33.2056906228,-96.7323310508,TX,Texas
180,030590,America/Chicago,4980 W University Drive,McKinney,{'isocode': 'US-TX'},75071,+12144914059,33.2185628787,-96.6782451336,TX,Texas
181,027875,America/Chicago,8658 Highway 121,McKinney,{'isocode': 'US-TX'},75070,+12143834624,33.1278851178,-96.7279883761,TX,Texas
182,035433,America/Chicago,404 N Central Expressway,McKinney,{'isocode': 'US-TX'},75070,+19725620649,33.2013816259,-96.6378661422,TX,Texas
183,029889,America/Chicago,380 E Stacy Rd,Allen,{'isocode': 'US-TX'},75002,+12143839006,33.1292028305,-96.6496998654,TX,Texas
184,035443,America/Chicago,505 West McDermott Drive,Allen,{'isocode': 'US-TX'},75002,+19727278226,33.1016920359,-96.6752328542,TX,Texas
185,040025,America/Chicago,12015 University Dr.,Frisco,{'isocode': 'US-TX'},75035,+19452600342,33.2180663931,-96.7714443409,TX,Texas
186,027871,America/Chicago,215 S Custer Rd.,Allen,{'isocode': 'US-TX'},75013,+19727471751,33.0992047185,-96.732895071,TX,Texas
187,019841,America/Chicago,6929 S Preston Rd,Frisco,{'isocode': 'US-TX'},75034,+19727125400,33.1358681634,-96.804830964,TX,Texas
188,032187,America/Chicago,1809 E. Bethany Dr.,Allen,{'isocode': 'US-TX'},75002,+12143837495,33.0861634931,-96.622129571,TX,Texas
189,027872,America/Chicago,8613 Ohio Drive,Plano,{'isocode': 'US-TX'},75024,+19727310548,33.095833,-96.797227,TX,Texas
190,029913,America/Chicago,7020 Coit Road,Plano,{'isocode': 'US-TX'},75025,+19726183730,33.072987,-96.771595,TX,Texas
191,031735,America/Chicago,5656 Eldorado Parkway,Frisco,{'isocode': 'US-TX'},75033,+14693626640,33.1755002718,-96.837415876,TX,Texas
192,035435,America/Chicago,150 W. Parker Rd.,Plano,{'isocode': 'US-TX'},75075,+19724230036,33.038949,-96.707762,TX,Texas
193,029390,America/Chicago,5359 Lebanon Rd,Frisco,{'isocode': 'US-TX'},75034,+12144946298,33.1154274945,-96.8418285308,TX,Texas
194,037721,America/Chicago,2085 W University Dr,Frisco,{'isocode': 'US-TX'},75033,+14697593061,33.2186410738,-96.871557373,TX,Texas
195,029888,America/Chicago,1340 Jupiter Rd,Plano,{'isocode': 'US-TX'},75074,+12144738415,33.017387438,-96.6819662016,TX,Texas
203,038804,America/New_York,135-25 79 th Street,Howard Beach,{'isocode': 'US-NY'},11414,+13475081903,40.6708850982,-73.8559789455,NY,New York
208,037095,America/New_York,119-16 liberty Ave,jamaica,{'isocode': 'US-NY'},11419,+19173007551,40.686256,-73.823459,NY,New York
215,039533,America/New_York,429 TOMPKINS AVE.,Staten Island,{'isocode': 'US-NY'},10305,+19292566861,40.6159087968,-74.0720212263,NY,New York
218,036795,America/New_York,1047 Surf Ave,Brooklyn,{'isocode': 'US-NY'},11224,+19294818601,40.5757486231,-73.9795037956,NY,New York
220,034804,America/New_York,21-33 East 53rd Street,Bayonne,{'isocode': 'US-NJ'},07002,+19084400330,40.684117,-74.099473,NJ,New Jersey
221,038857,America/New_York,75 Montgomery Street,Jersey City,{'isocode': 'US-NJ'},07302,+15512337043,40.7167307836,-74.0378048838,NJ,New Jersey
225,039828,America/Los_Angeles,16863 Valley Blvd,Fontana,{'isocode': 'US-CA'},92335,+19096002325,34.0700407891,-117.4365348477,CA,California
226,039819,America/Los_Angeles,17111 Foothill Blvd,Fontana,{'isocode': 'US-CA'},92335,+19094280874,34.1062475946,-117.4311666256,CA,California
227,039856,America/Los_Angeles,Cherry/Baseline 7430 Cherry Ave,Fontana,{'isocode': 'US-CA'},92336,+19093202146,34.1190583202,-117.4889943852,CA,California
228,039824,America/Los_Angeles,16045 Sierra Lakes Pkwy,Fontana,{'isocode': 'US-CA'},92336,+19096002713,34.1386472943,-117.4546552742,CA,California
229,039830,America/Los_Angeles,12789 Foothill Blvd.,Rancho Cucamonga,{'isocode': 'US-CA'},91739,+19092850960,34.1057904734,-117.5261800824,CA,California
230,039847,America/Los_Angeles,18772 Valley Blvd,Bloomington,{'isocode': 'US-CA'},92316,+19094212510,34.0709167047,-117.3950298963,CA,California
231,039832,America/Los_Angeles,15140 Summit Ave.,Fontana,{'isocode': 'US-CA'},92336,+19096005020,34.1490233851,-117.4744432427,CA,California
232,039818,America/Los_Angeles,6970 Mission Blvd,Rubidoux,{'isocode': 'US-CA'},92509,+19516810123,34.011882294,-117.4365260799,CA,California
233,021296,America/Los_Angeles,Travel Centers of America 4265 East Guasti Road,Ontario,{'isocode': 'US-CA'},91761,+19093902525,34.0648403822,-117.5602588533,CA,California
234,022452,America/Los_Angeles,240 W Base Line Rd,Rialto,{'isocode': 'US-CA'},92376,+19098754370,34.1217926713,-117.373460068,CA,California
235,039820,America/Los_Angeles,6579 Milliken,Rancho Cucamonga,{'isocode': 'US-CA'},91730,+19099481859,34.1349372265,-117.5581248087,CA,California
236,000215,America/Los_Angeles,6800 Eastern Avenue,Bell Gardens,{'isocode': 'US-CA'},90201,+13237713883,33.9714084871,-118.1638813863,CA,California
237,031564,America/Los_Angeles,7500 Atlantic Ave,Cudahy,{'isocode': 'US-CA'},90201,+13235602423,33.9677789768,-118.1871034467,CA,California
238,019589,America/Los_Angeles,7127 East Firestone Blvd,Downey,{'isocode': 'US-CA'},90241,+15627769214,33.9482573551,-118.1555436393,CA,California
240,031008,America/Los_Angeles,3480 Firestone Blvd.,South Gate,{'isocode': 'US-CA'},90280,+13232490692,33.9541388048,-118.20656134,CA,California
241,003133,America/Los_Angeles,11001 Atlantic Ave,Lynwood,{'isocode': 'US-CA'},90262,+13106357321,33.9304605977,-118.1839751361,CA,California
244,003052,America/Los_Angeles,5406 Whittier Blvd,East Los Angeles,{'isocode': 'US-CA'},90022,+13237263891,34.019492344,-118.1541150696,CA,California
246,032030,America/Los_Angeles,13601 Garfield Ave.,South Gate,{'isocode': 'US-CA'},90280,+15626336933,33.9142851801,-118.1691658161,CA,California
247,028720,America/Los_Angeles,1214 Avenida Cesar Chavez,Monterey Park,{'isocode': 'US-CA'},91754,+13239800741,34.0380044146,-118.1473205335,CA,California
248,004554,America/Los_Angeles,11758 S Wilmington,Los Angeles,{'isocode': 'US-CA'},90059,+13235638132,33.9262292677,-118.2388505911,CA,California
250,030092,America/Chicago,1712 FM 685,Pflugerville,{'isocode': 'US-TX'},78660,+15122528855,30.4547875171,-97.603062605,TX,Texas
251,030073,America/Chicago,1605 West Pecan Street,Pflugerville,{'isocode': 'US-TX'},78660,+15129892562,30.447062272,-97.6384102504,TX,Texas
252,030263,America/Chicago,1548 E. Parmer Lane,Austin,{'isocode': 'US-TX'},78754,+15128339115,30.3889509279,-97.6509039537,TX,Texas
