store_id,store_name,street,city,state,zip,timezone,phone,latitude,longitude,url,state_name,brand
7222,Belton – E North Ave,1420 E North Ave,Belton,MO,64012,America/Chicago,(816) 318-1525,38.8140185,-94.5108459,us/mo/belton/1420-e-north-ave/store-7222,Missouri,Arby's
7621,Gardner – E Santa Fe St,1870 E Santa Fe St,Gardner,KS,66030,America/Chicago,(913) 884-2955,38.8113152,-94.8889006,us/ks/gardner/1870-e-santa-fe-st/store-7621,Kansas,Arby's
7287,Lee's Summit – 150 Hwy,200 Sw 150 Hwy,Lee's Summit,MO,64082,America/Chicago,(816) 537-5442,38.8532419,-94.3799212,us/mo/lee's-summit/200-sw-150-hwy/store-7287,Missouri,Arby's
8413,Blue Springs – Ne Coronado Dr,1225 Ne Coronado Dr.,Blue Springs,MO,64014,America/Chicago,(816) 228-2723,39.0263731,-94.2458727,us/mo/blue-springs/1225-ne-coronado-dr/store-8413,Missouri,Arby's
7003,Kearney – Shanks Avenue,520 Shanks Avenue,Kearney,MO,64060,America/Chicago,(816) 628-4520,39.3682093,-94.3751628,us/mo/kearney/520-shanks-avenue/store-7003,Missouri,Arby's
7637,Excelsior Springs – Vintage Ct,2303 Vintage Ct,Excelsior Springs,MO,64024,America/Chicago,(816) 637-2914,39.3314618,-94.269433,us/mo/excelsior-springs/2303-vintage-ct/store-7637,Missouri,Arby's
6277,Harrisonville – N State Route 291,1500 N State Route 291,Harrisonville,MO,64701,America/Chicago,(816) 380-3130,38.6644048,-94.3675736,us/mo/harrisonville/1500-n-state-route-291/store-6277,Missouri,Arby's
6784,Lawrence – West 6th Street,4671 West 6th Street,Lawrence,KS,66049,America/Chicago,(785) 331-3153,38.9710121,-95.3026136,us/ks/lawrence/4671-west-6th-street/store-6784,Kansas,Arby's
7570,Paola – S Hedge Ln,1 S Hedge Ln,Paola,KS,66071,America/Chicago,(913) 294-2504,38.5702083,-94.8564592,us/ks/paola/1-s-hedge-ln/store-7570,Kansas,Arby's
7412,St Joseph – S Leonard Rd,4601 S Leonard Rd,St. Joseph,MO,64507,America/Chicago,(816) 364-5096,39.7223646,-94.7862122,us/mo/st--joseph/4601-s-leonard-rd/store-7412,Missouri,Arby's
1794,St Joseph – N Belt Hwy,1604 N Belt Hwy,St. Joseph,MO,64506,America/Chicago,(816) 232-7114,39.7817507,-94.8035725,us/mo/st--joseph/1604-n-belt-hwy/store-1794,Missouri,Arby's
8744,Ottawa – South Princeton Street,2340 South Princeton Street,Ottawa,KS,66067,America/Chicago,(785) 242-2426,38.5777522,-95.2681377,us/ks/ottawa/2340-south-princeton-street/store-8744,Kansas,Arby's
1408,Topeka – Se 29th St,1820 Se 29th St,Topeka,KS,66605,America/Chicago,(785) 266-3721,39.015418,-95.6533949,us/ks/topeka/1820-se-29th-st/store-1408,Kansas,Arby's
704,Warrensburg – N Maguire St,502 N Maguire St,Warrensburg,MO,64093,America/Chicago,(660) 747-7944,38.7677872,-93.7359122,us/mo/warrensburg/502-n-maguire-st/store-704,Missouri,Arby's
1410,Topeka – Gage Blvd,1187 Gage Blvd,Topeka,KS,66604,America/Chicago,(785) 273-2110,39.0460992,-95.7251694,us/ks/topeka/1187-gage-blvd/store-1410,Kansas,Arby's
7744,Topeka – Sw Huntoon Street,5930 Sw Huntoon Street,Topeka,KS,66614,America/Chicago,(785) 228-2680,39.0440498,-95.7602249,us/ks/topeka/5930-sw-huntoon-street/store-7744,Kansas,Arby's
7623,Clinton – Pawnee St,514 Pawnee St,Clinton,MO,64735,America/Chicago,(660) 885-3921,38.3648641,-93.7544004,us/mo/clinton/514-pawnee-st/store-7623,Missouri,Arby's
7690,Marshall – Cherokee Street,1191 Cherokee Street,Marshall,MO,65340,America/Chicago,(660) 886-6426,39.1073246,-93.214183,us/mo/marshall/1191-cherokee-street/store-7690,Missouri,Arby's
7327,Sedalia – W Broadway,2701 W Broadway,Sedalia,MO,65301,America/Chicago,(660) 829-4072,38.7058624,-93.2589733,us/mo/sedalia/2701-w-broadway/store-7327,Missouri,Arby's
8708,Fort Scott – S. Main St,2101 S. Main St.,Fort Scott,KS,66701,America/Chicago,(620) 223-1660,37.8155722,-94.7049202,us/ks/fort-scott/2101-s--main-st/store-8708,Kansas,Arby's
5613,Emporia – W Us Highway,2711 W Us Highway 50,Emporia,KS,66801,America/Chicago,(620) 342-6322,38.4072314,-96.2155718,us/ks/emporia/2711-w-us-highway-50/store-5613,Kansas,Arby's
8507,Manhattan – McCall Rd,405 McCall Rd.,Manhattan,KS,66502,America/Chicago,(785) 537-0990,39.189965,-96.5539447,us/ks/manhattan/405-mccall-rd/store-8507,Kansas,Arby's
7689,Boonville – Mid-American Industrial Drive,2421 Mid-American Industrial Drive,Boonville,MO,65233,America/Chicago,(660) 882-6913,38.9371951,-92.7769311,us/mo/boonville/2421-mid-american-industrial-drive/store-7689,Missouri,Arby's
7620,Manhattan – Southwind Pl,326 Southwind Pl,Manhattan,KS,66503,America/Chicago,(785) 537-3436,39.174177,-96.6057507,us/ks/manhattan/326-southwind-pl/store-7620,Kansas,Arby's
8554,Chanute – North Blue Comet Dr,3301 North Blue Comet Dr.,Chanute,KS,66720,America/Chicago,(620) 431-0805,37.6465619,-95.4757972,us/ks/chanute/3301-north-blue-comet-dr/store-8554,Kansas,Arby's
7712,Junction City – E Chestnut St,720 E Chestnut St,Junction City,KS,66441,America/Chicago,(785) 762-2080,39.0221914,-96.8189596,us/ks/junction-city/720-e-chestnut-st/store-7712,Kansas,Arby's
6221,Pittsburg – N Broadway Avenue,2715 N. Broadway Avenue,Pittsburg,KS,66762,America/Chicago,(620) 231-9333,37.4341674,-94.7054656,us/ks/pittsburg/2715-n--broadway-avenue/store-6221,Kansas,Arby's
8530,Moberly – East Us Highway 24,600 East Us Highway 24,Moberly,MO,65270,America/Chicago,(660) 263-0536,39.4426632,-92.4273775,us/mo/moberly/600-east-us-highway-24/store-8530,Missouri,Arby's
7935,Columbia – Broadway Business Park Ct,3200 Broadway Business Park Ct.,Columbia,MO,65203,America/Chicago,(573) 446-0500,38.9538346,-92.3852382,us/mo/columbia/3200-broadway-business-park-ct/store-7935,Missouri,Arby's
6973,Nebraska City – S 11th St,1649 S 11th St,Nebraska City,NE,68410,America/Chicago,(402) 873-5323,40.6626398,-95.8587331,us/ne/nebraska-city/1649-s-11th-st/store-6973,Nebraska,Arby's
8475,Bolivar – South Springfield Ave,1995 South Springfield Ave,Bolivar,MO,65613,America/Chicago,(417) 326-2729,37.5955928,-93.4031399,us/mo/bolivar/1995-south-springfield-ave/store-8475,Missouri,Arby's
7627,Columbia – S Providence Rd,3911 S Providence Rd,Columbia,MO,65203,America/Chicago,(573) 449-9961,38.9076253,-92.3358569,us/mo/columbia/3911-s-providence-rd/store-7627,Missouri,Arby's
8236,Osage Beach – Highway 54,5779 Highway 54,Osage Beach,MO,65065,America/Chicago,(573) 302-7660,38.1210362,-92.6790727,us/mo/osage-beach/5779-highway-54/store-8236,Missouri,Arby's
7194,Carthage – W Central Ave,1501 W Central Ave,Carthage,MO,64836,America/Chicago,(417) 359-9181,37.1795006,-94.3321432,us/mo/carthage/1501-w-central-ave/store-7194,Missouri,Arby's
8680,Kirksville – North Baltimore Street,2607 North Baltimore Street,Kirksville,MO,63501,America/Chicago,(660) 262-3030,40.220149,-92.5833233,us/mo/kirksville/2607-north-baltimore-street/store-8680,Missouri,Arby's
8683,Abilene – N Buckeye Ave,2200 N Buckeye Ave,Abilene,KS,67410,America/Chicago,(785) 263-3511,38.9383775,-97.2144902,us/ks/abilene/2200-n-buckeye-ave/store-8683,Kansas,Arby's
8344,Jefferson City – S. Ten Mile Dr,2815 S. Ten Mile Dr.,Jefferson City,MO,65109,America/Chicago,(573) 659-8638,38.5810732,-92.2244738,us/mo/jefferson-city/2815-s--ten-mile-dr/store-8344,Missouri,Arby's
5710,Beatrice – N 6th St,2205 N 6th St,Beatrice,NE,68310,America/Chicago,(402) 228-1333,40.2873255,-96.7479175,us/ne/beatrice/2205-n-6th-st/store-5710,Nebraska,Arby's
7097,Webb City – South Madison,1704 South Madison,Webb City,MO,64870,America/Chicago,(417) 673-1727,37.1273379,-94.4760914,us/mo/webb-city/1704-south-madison/store-7097,Missouri,Arby's
7365,Osceola – Ariel Circle,105 Ariel Circle,Osceola,IA,50213,America/Chicago,(641) 342-1400,41.0250973,-93.7974531,us/ia/osceola/105-ariel-circle/store-7365,Iowa,Arby's
5732,Independence – North Pennsylvania,423 North Pennsylvania,Independence,KS,67301,America/Chicago,(620) 331-1116,37.2272348,-95.7069298,us/ks/independence/423-north-pennsylvania/store-5732,Kansas,Arby's
8442,Joplin – S. Range Line Rd,2408 S. Range Line Rd,Joplin,MO,64804,America/Chicago,(417) 625-1962,37.0630343,-94.4787287,us/mo/joplin/2408-s--range-line-rd/store-8442,Missouri,Arby's
7764,Kingdom City – County Road 211,3325 County Road 211,Kingdom City,MO,65262,America/Chicago,(573) 642-1161,38.9399137,-91.9427424,us/mo/kingdom-city/3325-county-road-211/store-7764,Missouri,Arby's
8287,Lebanon – South Jefferson Ave,888 South Jefferson Ave.,Lebanon,MO,65536,America/Chicago,(417) 532-4437,37.6733698,-92.6551678,us/mo/lebanon/888-south-jefferson-ave/store-8287,Missouri,Arby's
7552,El Dorado – W Central Ave,1707 W Central Ave,El Dorado,KS,67042,America/Chicago,(316) 322-7379,37.8170351,-96.8719172,us/ks/el-dorado/1707-w-central-ave/store-7552,Kansas,Arby's
699,Springfield – W Kearney St,1416 W Kearney St,Springfield,MO,65803,America/Chicago,(417) 865-9779,37.2404698,-93.3085795,us/mo/springfield/1416-w-kearney-st/store-699,Missouri,Arby's
8274,Springfield – S West Bypass,230 S. West Bypass,Springfield,MO,65802,America/Chicago,(417) 831-2786,37.2088252,-93.3480028,us/mo/springfield/230-s--west-bypass/store-8274,Missouri,Arby's
8424,Republic – Us Highway 60 East,1320 US HIGHWAY 60 EAST,Republic,MO,65738,America/Chicago,(417) 732-7120,37.1312695,-93.4575854,us/mo/republic/1320-us-highway-60-east/store-8424,Missouri,Arby's
8275,Lincoln – Andermatt Dr,8555 Andermatt Dr,Lincoln,NE,68526,America/Chicago,(402) 488-0013,40.735217,-96.6031801,us/ne/lincoln/8555-andermatt-dr/store-8275,Nebraska,Arby's
7440,Coffeyville – W 11th St,501 W 11th St,Coffeyville,KS,67337,America/Chicago,(620) 251-4304,37.0327297,-95.622755,us/ks/coffeyville/501-w-11th-st/store-7440,Kansas,Arby's
136,Springfield – S Glenstone Rd,735 S Glenstone Rd,Springfield,MO,65804,America/Chicago,(417) 862-3146,37.2009665,-93.2624291,us/mo/springfield/735-s-glenstone-rd/store-136,Missouri,Arby's
600,Springfield – S Campbell Ave,2225 S Campbell Ave,Springfield,MO,65804,America/Chicago,(417) 883-4811,37.1741729,-93.2957206,us/mo/springfield/2225-s-campbell-ave/store-600,Missouri,Arby's
729,Miami – N Main St,1217 N Main St,Miami,OK,74354,America/Chicago,(918) 542-4041,36.8892955,-94.8778753,us/ok/miami/1217-n-main-st/store-729,Oklahoma,Arby's
7725,Springfield – W Republic Road,1833 W. Republic Road,Springfield,MO,65807,America/Chicago,(417) 890-0902,37.1388889,-93.3188869,us/mo/springfield/1833-w--republic-road/store-7725,Missouri,Arby's
7999,Neosho – S Neosho Blvd,702 S. Neosho Blvd,Neosho,MO,64850,America/Chicago,(417) 455-5884,36.8615051,-94.3829723,us/mo/neosho/702-s--neosho-blvd/store-7999,Missouri,Arby's
6100,Lincoln – 48th St,2444 S 48th St,Lincoln,NE,68506,America/Chicago,(402) 488-9242,40.7872479,-96.6533304,us/ne/lincoln/2444-s-48th-st/store-6100,Nebraska,Arby's
7125,Bellevue – Cornhusker Rd,1303 Cornhusker Rd,Bellevue,NE,68123,America/Chicago,(402) 293-3893,41.1579219,-95.9334886,us/ne/bellevue/1303-cornhusker-rd/store-7125,Nebraska,Arby's
1309,Lincoln – 27th St,4300 S 27th St,Lincoln,NE,68502,America/Chicago,(402) 423-0506,40.7702041,-96.6823992,us/ne/lincoln/4300-s-27th-st/store-1309,Nebraska,Arby's
8474,Monett – E. Highway 60,836 E. Highway 60,Monett,MO,65708,America/Chicago,(417) 235-5516,36.9146953,-93.9124381,us/mo/monett/836-e--highway-60/store-8474,Missouri,Arby's
651,Lincoln – O St,5540 O St,Lincoln,NE,68510,America/Chicago,(402) 467-3300,40.8138125,-96.6447292,us/ne/lincoln/5540-o-st/store-651,Nebraska,Arby's
8653,Salina – South 9th St,2800 South 9th St.,Salina,KS,67401,America/Chicago,(785) 493-8110,38.7881276,-97.6136863,us/ks/salina/2800-south-9th-st/store-8653,Kansas,Arby's
577,Lincoln – Q St,1425 Q St,Lincoln,NE,68508,America/Chicago,(402) 476-7114,40.8155628,-96.7001978,us/ne/lincoln/1425-q-st/store-577,Nebraska,Arby's
1323,Salina – S Broadway,510 S Broadway,Salina,KS,67401,America/Chicago,(785) 827-1341,38.832067,-97.6255923,us/ks/salina/510-s-broadway/store-1323,Kansas,Arby's
7919,Papillion – South 71st Plaza,8570 South 71st Plaza,Papillion,NE,68133,America/Chicago,(402) 592-2560,41.1741275,-96.0229954,us/ne/papillion/8570-south-71st-plaza/store-7919,Nebraska,Arby's
5338,Lincoln – Cornhusker Hwy,3500 Cornhusker Hwy,Lincoln,NE,68504,America/Chicago,(402) 464-9449,40.8435282,-96.6699071,us/ne/lincoln/3500-cornhusker-hwy/store-5338,Nebraska,Arby's
6534,Council Bluffs – 24th St,2647 S 24th St,Council Bluffs,IA,51501,America/Chicago,(712) 322-0370,41.2356048,-95.8783068,us/ia/council-bluffs/2647-s-24th-st/store-6534,Iowa,Arby's
7641,Nixa – Mccroskey St,713 McCroskey St,Nixa,MO,65714,America/Chicago,(417) 725-4170,37.0535934,-93.3027591,us/mo/nixa/713-mccroskey-st/store-7641,Missouri,Arby's
8390,Gretna – Wickersham Blvd,11310 Wickersham Blvd.,Gretna,NE,68028,America/Chicago,(402) 916-9551,41.1437975,-96.1631799,us/ne/gretna/11310-wickersham-blvd/store-8390,Nebraska,Arby's
765,Omaha – 50th St,4144 S 50th St,Omaha,NE,68117,America/Chicago,(402) 731-7775,41.2176483,-95.9909135,us/ne/omaha/4144-s-50th-st/store-765,Nebraska,Arby's
7583,Newton – Windward Dr,421 Windward Dr,Newton,KS,67114,America/Chicago,(316) 282-0902,38.0214038,-97.3374993,us/ks/newton/421-windward-dr/store-7583,Kansas,Arby's
7427,Lincoln – Husker Cir,7000 Husker Cir,Lincoln,NE,68504,America/Chicago,(402) 476-1007,40.8827642,-96.680811,us/ne/lincoln/7000-husker-cir/store-7427,Nebraska,Arby's
1775,Council Bluffs – W Broadway,3313 W Broadway,Council Bluffs,IA,51501,America/Chicago,(712) 328-1637,41.2616406,-95.8978751,us/ia/council-bluffs/3313-w-broadway/store-1775,Iowa,Arby's
8488,Concordia – Lincoln St,1707 Lincoln St.,Concordia,KS,66901,America/Chicago,(785) 243-4299,39.560264,-97.6569727,us/ks/concordia/1707-lincoln-st/store-8488,Kansas,Arby's
5269,Omaha – Center St,5325 Center St,Omaha,NE,68106,America/Chicago,(402) 556-4098,41.2396997,-95.9964166,us/ne/omaha/5325-center-st/store-5269,Nebraska,Arby's
5280,Omaha – 108th St,5029 S 108th St,Omaha,NE,68137,America/Chicago,(402) 339-4626,41.2085387,-96.080786,us/ne/omaha/5029-s-108th-st/store-5280,Nebraska,Arby's
5134,St. Robert – Marshall Dr,421 Marshall Dr,St. Robert,MO,65584,America/Chicago,(573) 336-3624,37.8137836,-92.1415909,us/mo/st--robert/421-marshall-dr/store-5134,Missouri,Arby's
6628,Omaha – 8429 W Center Rd,8429 W Center Rd,Omaha,NE,68124,America/Chicago,(402) 390-5022,41.2338163,-96.0449648,us/ne/omaha/8429-w-center-rd/store-6628,Nebraska,Arby's
1392,Omaha – S  Street NE,14145 S  Street NE,Omaha,NE,68137,America/Chicago,(402) 895-1655,41.2034157,-96.1347839,us/ne/omaha/14145-s--street-ne/store-1392,Nebraska,Arby's
652,Omaha – 120th St,2910 S 120th St,Omaha,NE,68144,America/Chicago,(402) 334-2922,41.2320246,-96.101244,us/ne/omaha/2910-s-120th-st/store-652,Nebraska,Arby's
7624,Ozark – W Marler Lane,1801 W Marler Lane,Ozark,MO,65721,America/Chicago,(417) 485-2406,37.0040829,-93.2237617,us/mo/ozark/1801-w-marler-lane/store-7624,Missouri,Arby's
8354,Andover – E. Cloud,200 E. Cloud,Andover,KS,67002,America/Chicago,(316) 733-1058,37.6787894,-97.1340537,us/ks/andover/200-e--cloud/store-8354,Kansas,Arby's
7588,Indianola – N Jefferson,408 N Jefferson,Indianola,IA,50125,America/Chicago,(515) 961-2255,41.3641137,-93.5576951,us/ia/indianola/408-n-jefferson/store-7588,Iowa,Arby's
5796,Mcpherson – E Kansas Ave,2200 E Kansas Ave,Mcpherson,KS,67460,America/Chicago,(620) 241-8835,38.3701988,-97.6261431,us/ks/mcpherson/2200-e-kansas-ave/store-5796,Kansas,Arby's
7944,Wichita – E 21st Street North,11419 E. 21st Street North,Wichita,KS,67206,America/Chicago,(316) 630-0016,37.7226661,-97.2051983,us/ks/wichita/11419-e--21st-street-north/store-7944,Kansas,Arby's
7340,Omaha – 72 St,4615 N 72 St,Omaha,NE,68134,America/Chicago,(402) 573-1259,41.3007026,-96.0231349,us/ne/omaha/4615-n-72-st/store-7340,Nebraska,Arby's
822,Omaha – 90th St,3417 N 90th St,Omaha,NE,68134,America/Chicago,(402) 571-5338,41.2906102,-96.052986,us/ne/omaha/3417-n-90th-st/store-822,Nebraska,Arby's
8917,Arby’s,18480 Wright St.,Omaha,NE,68130,America/Chicago,(402) 330-2467,41.23359404730517,-96.2040516893213,us/ne/omaha/18480-wright-st/store-8917,Nebraska,Arby's
6751,Wichita – N Rock Rd,3421 N Rock Rd,Wichita,KS,67226,America/Chicago,(316) 636-9344,37.7457654,-97.2451171,us/ks/wichita/3421-n-rock-rd/store-6751,Kansas,Arby's
6342,Omaha – W Maple Rd,13610 W Maple Rd,Omaha,NE,68164,America/Chicago,(402) 493-3079,41.2928861,-96.1257452,us/ne/omaha/13610-w-maple-rd/store-6342,Nebraska,Arby's
8597,Park City – Echo Hills Dr,910 E 53rd St N,Park City,KS,67219,America/Chicago,(316) 831-9810,37.78183,-97.328952,us/ks/park-city/910-e-53rd-st-n/store-8597,Kansas,Arby's
6235,Elkhorn – Cumberland Dr,20406 Cumberland Dr,Elkhorn,NE,68022,America/Chicago,(402) 289-2500,41.2668215,-96.2351642,us/ne/elkhorn/20406-cumberland-dr/store-6235,Nebraska,Arby's
1308,Wichita – S Rock Rd,1147 S Rock Rd,Wichita,KS,67207,America/Chicago,(316) 684-3366,37.6677293,-97.245027,us/ks/wichita/1147-s-rock-rd/store-1308,Kansas,Arby's
1524,Wichita – E Harry,4308 E Harry,Wichita,KS,67218,America/Chicago,(316) 681-1215,37.6650293,-97.2854131,us/ks/wichita/4308-e-harry/store-1524,Kansas,Arby's
8813,New Florence – Tree Farm Road,482 Tree Farm Road,New Florence,MO,63363,America/Chicago,573-835-3102,38.8978175,-91.4541363,us/mo/new-florence/482-tree-farm-road/store-8813,Missouri,Arby's
8614,Norwalk – Market Place Dr,9301 Market Place Dr.,Norwalk,IA,50211,America/Chicago,(515) 207-7348,41.5006833,-93.6735346,us/ia/norwalk/9301-market-place-dr/store-8614,Iowa,Arby's
1147,Wichita – 2130 W 21st St,2130 W 21st St N,Wichita,KS,67203,America/Chicago,(316) 838-2322,37.7232388,-97.3655114,us/ks/wichita/2130-w-21st-st-n/store-1147,Kansas,Arby's
7328,Grove – S Main,1802 S Main,Grove,OK,74345,America/Chicago,(918) 787-6400,36.5776532,-94.7696164,us/ok/grove/1802-s-main/store-7328,Oklahoma,Arby's
7119,Derby – N Rock Rd,640 N Rock Rd,Derby,KS,67037,America/Chicago,(316) 788-2170,37.5497835,-97.2437183,us/ks/derby/640-n-rock-rd/store-7119,Kansas,Arby's
1736,Rolla – Kingshighway St,1005 Kingshighway St,Rolla,MO,65401,America/Chicago,(573) 341-3611,37.9463253,-91.7784169,us/mo/rolla/1005-kingshighway-st/store-1736,Missouri,Arby's
681,Bartlesville – Ne Washington Blvd,220 Ne Washington Blvd,Bartlesville,OK,74003,America/Chicago,(918) 333-1582,36.759231,-95.9350259,us/ok/bartlesville/220-ne-washington-blvd/store-681,Oklahoma,Arby's
1347,Wichita – S Seneca,2425 S Seneca,Wichita,KS,67217,America/Chicago,(316) 262-4336,37.6504017,-97.3533049,us/ks/wichita/2425-s-seneca/store-1347,Kansas,Arby's
8464,Des Moines – Se 14th Street,6300 Se 14th Street,Des Moines,IA,50320,America/Chicago,(515) 287-6831,41.5273598,-93.5974658,us/ia/des-moines/6300-se-14th-street/store-8464,Iowa,Arby's
8550,Wichita – S Washington Ave,4815 S. Washington Ave.,Wichita,KS,67216,America/Chicago,(316) 522-4788,37.6084032,-97.3236908,us/ks/wichita/4815-s--washington-ave/store-8550,Kansas,Arby's
1331,Bartlesville – E Frank Phillips Blvd,2935 E Frank Phillips Blvd,Bartlesville,OK,74003,America/Chicago,(918) 333-7293,36.7501103,-95.945813,us/ok/bartlesville/2935-e-frank-phillips-blvd/store-1331,Oklahoma,Arby's
7064,Wichita – 7221 W 21st St,7221 West 21 Street,Wichita,KS,67205,America/Chicago,(316) 773-4662,37.7227577,-97.426538,us/ks/wichita/7221-west-21-street/store-7064,Kansas,Arby's
1343,Wichita – S West St,429 S West St,Wichita,KS,67213,America/Chicago,(316) 942-9625,37.6775039,-97.3899205,us/ks/wichita/429-s-west-st/store-1343,Kansas,Arby's
6883,Ottumwa – N Quincy Ave,1130 N Quincy Ave,Ottumwa,IA,52501,America/Chicago,(641) 682-2371,41.0177078,-92.4379163,us/ia/ottumwa/1130-n-quincy-ave/store-6883,Iowa,Arby's
8455,Wichita – N Maize Rd,3730 N. Maize Rd.,Wichita,KS,67205,America/Chicago,(316) 721-1320,37.7504627,-97.4621817,us/ks/wichita/3730-n--maize-rd/store-8455,Kansas,Arby's
6485,West Des Moines – Vista Dr,7241 Vista Dr,West Des Moines,IA,50266,America/Chicago,(515) 225-4874,41.5895852,-93.8069062,us/ia/west-des-moines/7241-vista-dr/store-6485,Iowa,Arby's
7912,Clive – Hickman Rd,15701 Hickman Rd,Clive,IA,50325,America/Chicago,(515) 987-2999,41.6155107,-93.8351963,us/ia/clive/15701-hickman-rd/store-7912,Iowa,Arby's
7366,Wichita – W Central Ave,8900 W Central Ave,Wichita,KS,67212,America/Chicago,(316) 773-1915,37.6945432,-97.4467264,us/ks/wichita/8900-w-central-ave/store-7366,Kansas,Arby's
7716,West Des Moines – West 22nd Street,1700 West 22nd Street,West Des Moines,IA,50266,America/Chicago,(515) 440-3599,41.5980134,-93.7367849,us/ia/west-des-moines/1700-west-22nd-street/store-7716,Iowa,Arby's
6504,Urbandale – 100th St,2919 100th St,Urbandale,IA,50322,America/Chicago,(515) 278-5416,41.6210895,-93.7550353,us/ia/urbandale/2919-100th-st/store-6504,Iowa,Arby's
8658,Hannibal – Mcmasters Ave,4729 McMasters Ave,Hannibal,MO,63401,America/Chicago,(573) 719-3474,39.7241242,-91.3927181,us/mo/hannibal/4729-mcmasters-ave/store-8658,Missouri,Arby's
