store_id,street,city,state,zip,latitude,longitude,phone,url,state_name,brand
0130,130 North Highway 123 Bypass,Seguin,TX,78155,29.5685734,-97.9414738,(830) 406-2195,https://shipleydonuts.com/locations/fc0130/,Texas,Shipley Do-nuts
1130,11300 U.S. 290,Manor,TX,78653,30.3496903,-97.5261326,(512) 953-5499,https://shipleydonuts.com/locations/fc1130/,Texas,Shipley Do-nuts
5154,1001 McKinney Street,Houston,TX,77002,29.756905,-95.36430949999999,(713) 651-3033,https://shipleydonuts.com/locations/fc5154/,Texas,Shipley Do-nuts
6018,3485 College Street,Beaumont,TX,77701,30.0679519,-94.1268868,(409) 832-2595,https://shipleydonuts.com/locations/fc6018/,Texas,Shipley Do-nuts
6057,620 State Highway 288,Clute,TX,77531,29.0157,-95.393875,(979) 265-2822,https://shipleydonuts.com/locations/fc6057/,Texas,Shipley Do-nuts
6077,212 South Friendswood Drive,Friendswood,TX,77546,29.530799,-95.2038749,(832) 569-5945,https://shipleydonuts.com/locations/fc6077/,Texas,Shipley Do-nuts
6082,502 Eva Street,Montgomery,TX,77356,30.38872939999999,-95.69709890000001,(936) 597-5557,https://shipleydonuts.com/locations/fc6082/,Texas,Shipley Do-nuts
9020,1401 Mississippi 1,Greenville,MS,38701,33.3849945,-91.03925629999999,(662) 378-2603,https://shipleydonuts.com/locations/fc9020/,Mississippi,Shipley Do-nuts
0501,5000 Collin McKinney Parkway,McKinney,TX,75070,33.1507781,-96.68137569999999,,https://shipleydonuts.com/locations/fc0501/,Texas,Shipley Do-nuts
5062,5823 Gulf Freeway,Houston,TX,77023,29.7162916,-95.3153559,,https://shipleydonuts.com/locations/fc5062/,Texas,Shipley Do-nuts
6049,1205 Speight Avenue,Waco,TX,76706,31.5397788,-97.12521249999999,,https://shipleydonuts.com/locations/fc6049/,Texas,Shipley Do-nuts
6050,210 East Villa Maria Road,Bryan,TX,77801,30.6412139,-96.3562208,,https://shipleydonuts.com/locations/fc6050/,Texas,Shipley Do-nuts
2201,2201 West Wall Street,Midland,TX,79701,31.9932768,-102.0981192,(432) 218-6426,https://shipleydonuts.com/locations/fc2201/,Texas,Shipley Do-nuts
7704,15727 Wallisville Road,Houston,TX,77049,29.8093483,-95.1609466,(281) 864-5353,https://shipleydonuts.com/locations/fc7704/,Texas,Shipley Do-nuts
8121,8121 Florida Boulevard,Baton Rouge,LA,70806,30.4524167,-91.1039076,225-964-5364,https://shipleydonuts.com/locations/fc8121/,Louisiana,Shipley Do-nuts
9000,8710 University Avenue,Lubbock,TX,79423,33.5152671,-101.8710172,(806) 500-6146,https://shipleydonuts.com/locations/fc9000/,Texas,Shipley Do-nuts
6655,6655 Ardmore Street,Houston,TX,77021,29.701296,-95.37652369999999,(713) 497-5391,https://shipleydonuts.com/locations/fc6655/,Texas,Shipley Do-nuts
0113,113 North Washington Avenue,Cleveland,TX,77327,30.3443421,-95.0895398,(832) 480-5330,https://shipleydonuts.com/locations/fc0113/,Texas,Shipley Do-nuts
